type,vertex_count,dimension,eigenvector_fp,eigenvector_energy,half_fp,half_energy
grid,150,2,0,0.012170022371364653,3,0.02093959731543624
grid,50,2,0,0.022857142857142857,0,0.037551020408163265
grid,100,2,2,0.024646464646464646,1,0.026262626262626262
grid,150,2,0,0.010201342281879194,0,0.02237136465324385
grid,50,2,0,0.013061224489795919,0,0.037551020408163265
grid,100,2,0,0.0016161616161616162,0,0.026262626262626262
grid,150,2,0,0.005906040268456376,0,0.02237136465324385
grid,50,2,0,0.019591836734693877,0,0.037551020408163265
grid,100,2,0,0.0048484848484848485,2,0.02585858585858586
grid,150,2,2,0.01628635346756152,2,0.021297539149888144
grid,50,2,0,0.022857142857142857,0,0.03918367346938775
grid,100,2,0,0.0032323232323232323,2,0.02707070707070707
grid,150,2,1,0.0037583892617449664,2,0.021834451901565997
grid,50,2,0,0.024489795918367346,1,0.03918367346938775
grid,100,2,0,0.012525252525252526,0,0.025454545454545455
grid,150,2,1,0.011633109619686801,0,0.021476510067114093
grid,50,2,0,0.006530612244897959,0,0.03918367346938775
grid,100,2,0,0.009696969696969697,2,0.025050505050505052
grid,150,2,1,0.016465324384787473,3,0.021118568232662192
grid,50,2,0,0.006530612244897959,0,0.044081632653061226
grid,100,2,12,0.012121212121212121,2,0.02666666666666667
grid,150,2,0,0.017181208053691274,2,0.02093959731543624
grid,50,2,0,0.04081632653061224,1,0.024489795918367346
grid,100,2,2,0.011313131313131313,0,0.0298989898989899
grid,150,2,0,0.009485458612975391,0,0.020402684563758388
grid,50,2,0,0.006530612244897959,0,0.03918367346938775
grid,100,2,2,0.014141414141414142,3,0.027878787878787878
grid,150,2,6,0.014496644295302013,1,0.021834451901565997
grid,50,2,0,0.006530612244897959,0,0.03428571428571429
grid,100,2,1,0.01575757575757576,6,0.025050505050505052
grid,150,2,2,0.019865771812080536,0,0.02237136465324385
grid,50,2,0,0.006530612244897959,0,0.04244897959183674
grid,100,2,6,0.021414141414141413,0,0.025050505050505052
grid,150,2,2,0.011275167785234899,1,0.020760626398210292
grid,50,2,0,0.0,2,0.04244897959183674
grid,100,2,0,0.008484848484848486,1,0.02666666666666667
grid,150,2,0,0.013064876957494408,0,0.024697986577181207
grid,50,2,0,0.013061224489795919,0,0.04081632653061224
grid,100,2,0,0.012121212121212121,0,0.02707070707070707
grid,150,2,0,0.012170022371364653,0,0.022013422818791945
grid,50,2,0,0.022857142857142857,4,0.04244897959183674
grid,100,2,0,0.0048484848484848485,1,0.026262626262626262
grid,150,2,2,0.019149888143176735,6,0.021476510067114093
grid,50,2,0,0.0,2,0.037551020408163265
grid,100,2,0,0.011313131313131313,0,0.030303030303030304
grid,150,2,2,0.01879194630872483,0,0.022192393736017897
grid,50,2,0,0.006530612244897959,0,0.044081632653061226
grid,100,2,0,0.014545454545454545,2,0.028686868686868688
grid,150,2,0,0.012170022371364653,1,0.02272930648769575
grid,50,2,0,0.0326530612244898,1,0.04081632653061224
grid,100,2,2,0.010505050505050505,0,0.02585858585858586
grid,150,2,0,0.01807606263982103,0,0.023982102908277406
grid,50,2,0,0.019591836734693877,0,0.04081632653061224
grid,100,2,2,0.006464646464646465,2,0.025050505050505052
grid,150,2,4,0.012348993288590604,0,0.021834451901565997
grid,50,2,0,0.006530612244897959,0,0.04081632653061224
grid,100,2,3,0.02101010101010101,0,0.02383838383838384
grid,150,2,1,0.008769574944071589,1,0.021834451901565997
grid,50,2,0,0.006530612244897959,1,0.031020408163265307
grid,100,2,0,0.0032323232323232323,1,0.028282828282828285
grid,150,2,0,0.014854586129753915,0,0.02093959731543624
grid,50,2,0,0.022857142857142857,5,0.0326530612244898
grid,100,2,0,0.0,2,0.02707070707070707
grid,150,2,1,0.011096196868008949,2,0.02237136465324385
grid,50,2,0,0.013061224489795919,0,0.03918367346938775
grid,100,2,0,0.020202020202020204,0,0.02585858585858586
grid,150,2,3,0.019686800894854587,1,0.021476510067114093
grid,50,2,0,0.006530612244897959,0,0.03918367346938775
grid,100,2,0,0.00808080808080808,2,0.021414141414141413
grid,150,2,0,0.010380313199105146,0,0.021118568232662192
grid,50,2,0,0.006530612244897959,0,0.037551020408163265
grid,100,2,0,0.01575757575757576,0,0.027878787878787878
grid,150,2,4,0.015391498881431768,1,0.02093959731543624
grid,50,2,2,0.026122448979591838,1,0.044081632653061226
grid,100,2,1,0.006868686868686869,0,0.02585858585858586
grid,150,2,1,0.01574944071588367,0,0.023266219239373602
grid,50,2,0,0.019591836734693877,0,0.0326530612244898
grid,100,2,3,0.021414141414141413,0,0.027474747474747475
grid,150,2,2,0.019328859060402683,4,0.021834451901565997
grid,50,2,0,0.013061224489795919,2,0.037551020408163265
grid,100,2,0,0.00808080808080808,1,0.025050505050505052
grid,150,2,0,0.005906040268456376,0,0.021476510067114093
grid,50,2,0,0.019591836734693877,0,0.03918367346938775
grid,100,2,0,0.0032323232323232323,1,0.026262626262626262
grid,150,2,3,0.011812080536912751,2,0.021118568232662192
grid,50,2,6,0.017959183673469388,0,0.03918367346938775
grid,100,2,1,0.010101010101010102,0,0.027878787878787878
grid,150,2,1,0.018612975391498882,3,0.022192393736017897
grid,50,2,0,0.022857142857142857,0,0.04081632653061224
grid,100,2,8,0.017777777777777778,0,0.02909090909090909
grid,150,2,1,0.015570469798657718,0,0.02272930648769575
grid,50,2,0,0.0,0,0.044081632653061226
grid,100,2,3,0.008484848484848486,0,0.024242424242424242
grid,150,2,7,0.015570469798657718,0,0.023266219239373602
grid,50,2,0,0.026122448979591838,1,0.04244897959183674
grid,100,2,0,0.008888888888888889,0,0.028686868686868688
grid,150,2,0,0.019328859060402683,1,0.020760626398210292
grid,50,2,0,0.022857142857142857,5,0.0473469387755102
grid,100,2,4,0.013737373737373737,0,0.025454545454545455
grid,150,2,0,0.017181208053691274,1,0.022013422818791945
grid,50,2,0,0.013061224489795919,0,0.037551020408163265
grid,100,2,2,0.020202020202020204,0,0.027474747474747475
grid,150,2,0,0.011275167785234899,1,0.022192393736017897
grid,50,2,4,0.019591836734693877,0,0.04244897959183674
grid,100,2,0,0.012525252525252526,0,0.027474747474747475
grid,150,2,0,0.015570469798657718,1,0.02272930648769575
grid,50,2,0,0.0,4,0.035918367346938776
grid,100,2,0,0.00808080808080808,0,0.02585858585858586
grid,150,2,2,0.017002237136465325,4,0.020402684563758388
grid,50,2,0,0.0,0,0.0326530612244898
grid,100,2,0,0.0016161616161616162,3,0.02666666666666667
grid,150,2,1,0.01664429530201342,0,0.022013422818791945
grid,50,2,0,0.0,0,0.031020408163265307
grid,100,2,0,0.011717171717171718,8,0.025050505050505052
grid,150,2,0,0.01664429530201342,0,0.022013422818791945
grid,50,2,0,0.006530612244897959,1,0.035918367346938776
grid,100,2,0,0.0048484848484848485,0,0.027474747474747475
grid,150,2,3,0.018970917225950783,0,0.021118568232662192
grid,50,2,0,0.0,0,0.026122448979591838
grid,100,2,0,0.019797979797979797,2,0.028282828282828285
grid,150,2,0,0.01843400447427293,0,0.021655480984340045
grid,50,2,0,0.006530612244897959,1,0.0473469387755102
grid,100,2,2,0.01090909090909091,4,0.027474747474747475
grid,150,2,5,0.015570469798657718,2,0.02272930648769575
grid,50,2,0,0.0,1,0.0473469387755102
grid,100,2,2,0.01616161616161616,0,0.023434343434343436
grid,150,2,0,0.013422818791946308,3,0.023266219239373602
grid,50,2,0,0.006530612244897959,2,0.05061224489795919
grid,100,2,1,0.01575757575757576,7,0.027474747474747475
grid,150,2,2,0.015033557046979866,0,0.020760626398210292
grid,50,2,2,0.0473469387755102,1,0.037551020408163265
grid,100,2,6,0.019797979797979797,12,0.028686868686868688
grid,150,2,2,0.015391498881431768,0,0.02237136465324385
grid,50,2,3,0.024489795918367346,6,0.045714285714285714
grid,100,2,2,0.025050505050505052,0,0.024242424242424242
grid,150,2,5,0.017181208053691274,0,0.020760626398210292
grid,50,3,4,0.05551020408163265,0,0.05551020408163265
grid,100,3,3,0.020202020202020204,0,0.03878787878787879
grid,150,3,0,0.01628635346756152,0,0.03006711409395973
grid,50,3,0,0.04897959183673469,2,0.04244897959183674
grid,100,3,4,0.02383838383838384,1,0.03111111111111111
grid,150,3,4,0.017539149888143177,0,0.02988814317673378
grid,50,3,0,0.0163265306122449,0,0.035918367346938776
grid,100,3,0,0.02101010101010101,0,0.033535353535353536
grid,150,3,0,0.022550335570469798,0,0.028993288590604026
grid,50,3,0,0.022857142857142857,2,0.05551020408163265
grid,100,3,0,0.02101010101010101,0,0.03313131313131313
grid,150,3,0,0.010022371364653244,1,0.028635346756152126
grid,50,3,0,0.0636734693877551,0,0.052244897959183675
grid,100,3,0,0.020202020202020204,0,0.03676767676767677
grid,150,3,1,0.02756152125279642,0,0.02953020134228188
grid,50,3,0,0.0163265306122449,0,0.045714285714285714
grid,100,3,0,0.027474747474747475,0,0.03393939393939394
grid,150,3,0,0.02451901565995526,1,0.030782997762863536
grid,50,3,0,0.0163265306122449,0,0.052244897959183675
grid,100,3,0,0.0032323232323232323,0,0.03151515151515152
grid,150,3,0,0.016823266219239373,0,0.02970917225950783
grid,50,3,0,0.026122448979591838,0,0.053877551020408164
grid,100,3,0,0.012121212121212121,2,0.04040404040404041
grid,150,3,0,0.01843400447427293,1,0.03006711409395973
grid,50,3,0,0.019591836734693877,8,0.05714285714285714
grid,100,3,0,0.0048484848484848485,11,0.037171717171717175
grid,150,3,0,0.024161073825503355,4,0.028098434004474274
grid,50,3,2,0.0,0,0.05551020408163265
grid,100,3,1,0.013333333333333334,1,0.02666666666666667
grid,150,3,0,0.02505592841163311,0,0.030604026845637584
grid,50,3,0,0.026122448979591838,0,0.05714285714285714
grid,100,3,0,0.01616161616161616,0,0.03636363636363636
grid,150,3,0,0.026308724832214764,2,0.028635346756152126
grid,50,3,0,0.026122448979591838,0,0.062040816326530614
grid,100,3,0,0.024242424242424242,0,0.03676767676767677
grid,150,3,0,0.019507829977628635,0,0.029351230425055927
grid,50,3,0,0.045714285714285714,0,0.0653061224489796
grid,100,3,2,0.01292929292929293,0,0.03676767676767677
grid,150,3,0,0.017539149888143177,2,0.03006711409395973
grid,50,3,0,0.022857142857142857,0,0.0473469387755102
grid,100,3,0,0.019393939393939394,0,0.037575757575757575
grid,150,3,1,0.019686800894854587,1,0.030246085011185683
grid,50,3,0,0.022857142857142857,0,0.04897959183673469
grid,100,3,2,0.025454545454545455,0,0.03676767676767677
grid,150,3,1,0.011275167785234899,6,0.02970917225950783
grid,50,3,0,0.035918367346938776,0,0.053877551020408164
grid,100,3,0,0.019797979797979797,2,0.03676767676767677
grid,150,3,1,0.0229082774049217,6,0.025592841163310964
grid,50,3,0,0.026122448979591838,0,0.062040816326530614
grid,100,3,1,0.027878787878787878,0,0.03515151515151515
grid,150,3,0,0.01592841163310962,0,0.028456375838926174
grid,50,3,0,0.019591836734693877,1,0.05714285714285714
grid,100,3,0,0.022626262626262626,2,0.04080808080808081
grid,150,3,2,0.019149888143176735,0,0.029351230425055927
grid,50,3,2,0.0,0,0.0653061224489796
grid,100,3,0,0.014545454545454545,0,0.037171717171717175
grid,150,3,0,0.016107382550335572,0,0.02756152125279642
grid,50,3,0,0.0326530612244898,0,0.04081632653061224
grid,100,3,1,0.025050505050505052,2,0.037171717171717175
grid,150,3,0,0.022192393736017897,1,0.028456375838926174
grid,50,3,0,0.0,2,0.05551020408163265
grid,100,3,0,0.01090909090909091,1,0.037575757575757575
grid,150,3,2,0.02541387024608501,0,0.028814317673378075
grid,50,3,0,0.04897959183673469,0,0.044081632653061226
grid,100,3,0,0.013737373737373737,0,0.033535353535353536
grid,150,3,2,0.020402684563758388,2,0.028814317673378075
grid,50,3,0,0.019591836734693877,1,0.053877551020408164
grid,100,3,4,0.023434343434343436,3,0.03313131313131313
grid,150,3,1,0.011991051454138703,1,0.030425055928411632
grid,50,3,0,0.029387755102040815,0,0.053877551020408164
grid,100,3,0,0.02101010101010101,1,0.03636363636363636
grid,150,3,3,0.015570469798657718,4,0.030246085011185683
grid,50,3,0,0.029387755102040815,0,0.04897959183673469
grid,100,3,0,0.019393939393939394,0,0.03434343434343434
grid,150,3,6,0.015212527964205816,1,0.026487695749440716
grid,50,3,0,0.019591836734693877,0,0.05551020408163265
grid,100,3,0,0.018585858585858588,5,0.03878787878787879
grid,150,3,1,0.015391498881431768,3,0.026487695749440716
grid,50,3,0,0.045714285714285714,2,0.0473469387755102
grid,100,3,0,0.019797979797979797,2,0.03636363636363636
grid,150,3,0,0.014138702460850111,0,0.028098434004474274
grid,50,3,0,0.019591836734693877,0,0.060408163265306125
grid,100,3,3,0.020202020202020204,0,0.02909090909090909
grid,150,3,3,0.02093959731543624,1,0.031140939597315436
grid,50,3,0,0.022857142857142857,0,0.05551020408163265
grid,100,3,0,0.019393939393939394,4,0.03393939393939394
grid,150,3,0,0.011812080536912751,0,0.030425055928411632
grid,50,3,1,0.053877551020408164,0,0.052244897959183675
grid,100,3,0,0.02303030303030303,1,0.03676767676767677
grid,150,3,2,0.015033557046979866,4,0.028635346756152126
grid,50,3,0,0.026122448979591838,0,0.04897959183673469
grid,100,3,0,0.022626262626262626,10,0.039191919191919194
grid,150,3,2,0.023445190156599554,4,0.028814317673378075
grid,50,3,0,0.045714285714285714,4,0.05714285714285714
grid,100,3,0,0.013737373737373737,0,0.03474747474747475
grid,150,3,0,0.017360178970917226,2,0.028635346756152126
grid,50,3,0,0.04897959183673469,0,0.05061224489795919
grid,100,3,0,0.019393939393939394,0,0.03878787878787879
grid,150,3,0,0.015570469798657718,0,0.02988814317673378
grid,50,3,0,0.0326530612244898,0,0.052244897959183675
grid,100,3,0,0.01292929292929293,1,0.04
grid,150,3,1,0.021118568232662192,3,0.030425055928411632
grid,50,3,0,0.03918367346938775,1,0.060408163265306125
grid,100,3,4,0.025050505050505052,0,0.035555555555555556
grid,150,3,0,0.021118568232662192,0,0.028456375838926174
grid,50,3,0,0.060408163265306125,1,0.05551020408163265
grid,100,3,0,0.028282828282828285,0,0.039595959595959594
grid,150,3,0,0.021655480984340045,0,0.028098434004474274
grid,50,3,0,0.026122448979591838,0,0.05714285714285714
grid,100,3,0,0.017777777777777778,8,0.03232323232323232
grid,150,3,0,0.020760626398210292,0,0.028635346756152126
grid,50,3,0,0.0326530612244898,0,0.05551020408163265
grid,100,3,0,0.013737373737373737,0,0.03151515151515152
grid,150,3,2,0.026129753914988816,0,0.02988814317673378
grid,50,3,0,0.044081632653061226,0,0.06693877551020408
grid,100,3,0,0.023434343434343436,0,0.03636363636363636
grid,150,3,2,0.019865771812080536,2,0.02791946308724832
grid,50,3,0,0.05061224489795919,0,0.05061224489795919
grid,100,3,0,0.013737373737373737,1,0.03232323232323232
grid,150,3,0,0.020760626398210292,1,0.02953020134228188
grid,50,3,0,0.0,0,0.0473469387755102
grid,100,3,0,0.0,0,0.039191919191919194
grid,150,3,0,0.010380313199105146,2,0.03006711409395973
grid,50,3,0,0.037551020408163265,2,0.053877551020408164
grid,100,3,0,0.01696969696969697,0,0.03595959595959596
grid,150,3,0,0.012527964205816556,0,0.029351230425055927
grid,50,3,0,0.026122448979591838,6,0.05551020408163265
grid,100,3,5,0.022626262626262626,0,0.033535353535353536
grid,150,3,1,0.02756152125279642,0,0.030425055928411632
grid,50,3,0,0.013061224489795919,0,0.062040816326530614
grid,100,3,0,0.01494949494949495,1,0.03434343434343434
grid,150,3,8,0.01825503355704698,0,0.02791946308724832
grid,50,3,0,0.0163265306122449,2,0.060408163265306125
grid,100,3,0,0.03151515151515152,0,0.03515151515151515
grid,150,3,1,0.025950782997762864,0,0.028814317673378075
grid,50,3,0,0.029387755102040815,4,0.05877551020408163
grid,100,3,0,0.022626262626262626,0,0.03595959595959596
grid,150,3,4,0.021476510067114093,1,0.028814317673378075
grid,50,3,0,0.05061224489795919,0,0.053877551020408164
grid,100,3,0,0.01292929292929293,2,0.037171717171717175
grid,150,3,0,0.02093959731543624,2,0.030961968680089484
grid,50,3,10,0.0,0,0.05714285714285714
grid,100,3,0,0.009696969696969697,2,0.037575757575757575
grid,150,3,0,0.026487695749440716,1,0.02702460850111857
grid,50,3,0,0.04244897959183674,0,0.05714285714285714
grid,100,3,0,0.019393939393939394,0,0.03838383838383838
grid,150,3,1,0.02058165548098434,0,0.02774049217002237
grid,50,3,0,0.0,3,0.05061224489795919
grid,100,3,0,0.02101010101010101,4,0.039191919191919194
grid,150,3,0,0.015391498881431768,1,0.028456375838926174
grid,50,3,0,0.05877551020408163,0,0.04244897959183674
grid,100,3,0,0.012121212121212121,0,0.03636363636363636
grid,150,3,0,0.009843400447427294,2,0.030425055928411632
grid,50,3,4,0.0163265306122449,1,0.0653061224489796
grid,100,3,0,0.012525252525252526,2,0.037171717171717175
grid,150,3,2,0.021655480984340045,0,0.028814317673378075
grid,50,3,0,0.0326530612244898,1,0.053877551020408164
grid,100,3,0,0.02585858585858586,2,0.035555555555555556
grid,150,3,1,0.011633109619686801,1,0.030604026845637584
grid,50,3,0,0.062040816326530614,3,0.0473469387755102
grid,100,3,0,0.006464646464646465,0,0.03474747474747475
grid,150,3,0,0.019328859060402683,0,0.030246085011185683
grid,50,3,0,0.0,0,0.05061224489795919
grid,100,3,0,0.009696969696969697,2,0.03636363636363636
grid,150,3,0,0.021834451901565997,0,0.028277404921700222
grid,50,3,0,0.035918367346938776,2,0.05714285714285714
grid,100,3,0,0.01898989898989899,0,0.03595959595959596
grid,150,3,11,0.021834451901565997,0,0.02791946308724832
grid,50,3,0,0.019591836734693877,2,0.05551020408163265
grid,100,3,0,0.02101010101010101,3,0.037575757575757575
grid,150,3,1,0.02093959731543624,4,0.030425055928411632
grid,50,3,2,0.0,2,0.052244897959183675
grid,100,3,0,0.02101010101010101,4,0.03474747474747475
grid,150,3,1,0.02487695749440716,0,0.030246085011185683
grid,50,3,2,0.0163265306122449,2,0.044081632653061226
grid,100,3,0,0.00404040404040404,0,0.03838383838383838
grid,150,3,4,0.019865771812080536,0,0.028277404921700222
grid,50,3,0,0.019591836734693877,1,0.052244897959183675
grid,100,3,0,0.0032323232323232323,0,0.03474747474747475
grid,150,3,0,0.010201342281879194,0,0.028098434004474274
grid,50,3,2,0.0,0,0.062040816326530614
grid,100,3,0,0.022222222222222223,1,0.03878787878787879
