type,vertex_count,block_count,new_fp,new_energy,half_fp,half_energy,zero_fp,zero_energy
SBM,100,5,1,0.19797979797979798,4,0.1987878787878788,0,0.19676767676767676
SBM,150,2,6,0.26487695749440715,0,0.2646979865771812,0,0.2650559284116331
SBM,150,3,0,0.21888143176733782,3,0.22013422818791947,0,0.21637583892617449
SBM,150,5,3,0.21297539149888142,1,0.21190156599552573,0,0.2153020134228188
SBM,50,2,10,0.18612244897959185,2,0.20081632653061224,0,0.2057142857142857
SBM,50,3,0,0.17907801418439717,0,0.18971631205673758,0,0.20035460992907803
SBM,50,5,0,0.15510204081632653,0,0.15020408163265306,0,0.14857142857142858
SBM,100,2,0,0.23636363636363636,0,0.2391919191919192,0,0.23313131313131313
SBM,100,3,0,0.2069676355390641,0,0.21397649969078542,0,0.238301381158524
SBM,100,5,1,0.1894949494949495,2,0.19797979797979798,0,0.19474747474747475
SBM,150,2,0,0.2607606263982103,4,0.2614765100671141,0,0.2645190156599553
SBM,150,3,10,0.22335570469798657,0,0.22890380313199105,0,0.22675615212527964
SBM,150,5,1,0.2160178970917226,2,0.2170917225950783,0,0.21387024608501118
SBM,50,2,0,0.19755102040816327,0,0.2057142857142857,0,0.20244897959183675
SBM,50,3,1,0.19680851063829788,0,0.22340425531914893,0,0.21631205673758866
SBM,50,5,3,0.16,1,0.16,0,0.16489795918367348
SBM,100,2,0,0.2496969696969697,0,0.25212121212121213,0,0.24565656565656566
SBM,100,3,0,0.1999587713873428,0,0.2069676355390641,0,0.20944135229849514
SBM,100,5,1,0.19636363636363635,0,0.19636363636363635,0,0.19555555555555557
SBM,150,2,0,0.2595078299776286,0,0.2589709172259508,0,0.26344519015659956
SBM,150,3,2,0.22085011185682327,0,0.21888143176733782,0,0.22389261744966443
SBM,150,5,0,0.20689038031319912,0,0.2051006711409396,0,0.20599552572706936
SBM,50,2,0,0.24326530612244898,0,0.21387755102040817,0,0.21224489795918366
SBM,50,3,0,0.19326241134751773,1,0.18085106382978725,0,0.19148936170212766
SBM,50,5,1,0.1436734693877551,1,0.15183673469387754,0,0.14530612244897959
SBM,100,2,0,0.24848484848484848,0,0.24808080808080807,0,0.2496969696969697
SBM,100,3,0,0.23046794475365903,0,0.21480107194392908,0,0.24737167594310452
SBM,100,5,0,0.19838383838383838,1,0.2008080808080808,0,0.19434343434343435
SBM,150,2,0,0.26058165548098433,0,0.2552125279642058,0,0.258076062639821
SBM,150,3,0,0.21941834451901565,2,0.26237136465324384,0,0.22639821029082774
SBM,150,5,2,0.214586129753915,0,0.21727069351230424,0,0.21422818791946308
SBM,50,2,0,0.19591836734693877,0,0.19755102040816327,0,0.2073469387755102
SBM,50,3,3,0.20567375886524822,1,0.19680851063829788,0,0.21631205673758866
SBM,50,5,2,0.16163265306122448,4,0.15836734693877552,0,0.15836734693877552
SBM,100,2,0,0.23717171717171717,0,0.2383838383838384,0,0.24606060606060606
SBM,100,3,9,0.2028447742733457,0,0.22469593898165327,0,0.20325706039991753
SBM,100,5,0,0.19515151515151516,1,0.19555555555555557,0,0.20242424242424242
SBM,150,2,0,0.258255033557047,0,0.2570022371364653,0,0.2607606263982103
SBM,150,3,1,0.22604026845637584,6,0.22747203579418346,0,0.22550335570469798
SBM,150,5,0,0.20975391498881432,1,0.22246085011185682,0,0.21082774049217
SBM,50,2,0,0.19591836734693877,0,0.1926530612244898,0,0.19428571428571428
SBM,50,3,1,0.1773049645390071,4,0.16843971631205673,0,0.17375886524822695
SBM,50,5,5,0.1469387755102041,3,0.15020408163265306,0,0.15020408163265306
SBM,100,2,6,0.2387878787878788,0,0.2412121212121212,0,0.29292929292929293
SBM,100,3,1,0.23871366728509585,0,0.20820449391877963,0,0.24118738404452691
SBM,100,5,1,0.2008080808080808,1,0.19474747474747475,0,0.2016161616161616
SBM,150,2,0,0.2612975391498881,0,0.2614765100671141,0,0.2645190156599553
SBM,150,3,0,0.2206711409395973,0,0.22514541387024609,0,0.22246085011185682
SBM,150,5,0,0.21225950782997763,0,0.20241610738255034,0,0.21387024608501118
SBM,50,2,7,0.21551020408163266,1,0.2677551020408163,0,0.21877551020408162
SBM,50,3,0,0.19148936170212766,0,0.19858156028368795,0,0.18971631205673758
SBM,50,5,6,0.16163265306122448,0,0.16979591836734695,0,0.16489795918367348
SBM,100,2,0,0.2404040404040404,13,0.23797979797979799,0,0.2412121212121212
SBM,100,3,1,0.2119150690579262,2,0.2370645227788085,0,0.22057307771593485
SBM,100,5,1,0.19676767676767676,2,0.2012121212121212,0,0.19595959595959597
SBM,150,2,2,0.258076062639821,3,0.25592841163310964,0,0.25467561521252796
SBM,150,3,0,0.2323042505592841,0,0.22049217002237137,0,0.22389261744966443
SBM,150,5,4,0.2167337807606264,1,0.22120805369127516,0,0.21440715883668904
SBM,50,2,0,0.2057142857142857,0,0.21387755102040817,0,0.21387755102040817
SBM,50,3,0,0.20390070921985815,2,0.19148936170212766,0,0.18617021276595744
SBM,50,5,2,0.16,2,0.16,0,0.15836734693877552
SBM,100,2,1,0.24363636363636362,14,0.2404040404040404,0,0.2476767676767677
SBM,100,3,0,0.20902906617192332,2,0.2189239332096475,0,0.21397649969078542
SBM,100,5,1,0.19555555555555557,2,0.1919191919191919,0,0.1987878787878788
SBM,150,2,0,0.2596868008948546,3,0.2639821029082774,0,0.26237136465324384
SBM,150,3,1,0.22049217002237137,1,0.22711409395973153,0,0.22138702460850113
SBM,150,5,4,0.21011185682326622,1,0.21100671140939598,0,0.21029082774049218
SBM,50,2,3,0.2073469387755102,25,0.16489795918367348,0,0.19428571428571428
SBM,50,3,1,0.18439716312056736,2,0.18617021276595744,0,0.19148936170212766
SBM,50,5,0,0.16816326530612244,0,0.16326530612244897,0,0.16489795918367348
SBM,100,2,0,0.23797979797979799,0,0.24484848484848484,0,0.2412121212121212
SBM,100,3,2,0.20243248814677386,3,0.2028447742733457,0,0.20366934652648938
SBM,100,5,0,0.20565656565656565,0,0.19797979797979798,0,0.20404040404040405
SBM,150,2,0,0.26487695749440715,0,0.26559284116331094,0,0.2675615212527964
SBM,150,3,1,0.24161073825503357,9,0.22675615212527964,0,0.2305145413870246
SBM,150,5,4,0.214586129753915,1,0.2160178970917226,0,0.21583892617449665
SBM,50,2,0,0.21224489795918366,0,0.22040816326530613,0,0.21877551020408162
SBM,50,3,0,0.1773049645390071,0,0.1702127659574468,0,0.1879432624113475
SBM,50,5,1,0.16326530612244897,2,0.15346938775510205,0,0.15183673469387754
SBM,100,2,0,0.24202020202020202,1,0.2387878787878788,0,0.23474747474747476
SBM,100,3,0,0.209853638425067,1,0.23665223665223664,0,0.2119150690579262
SBM,100,5,2,0.1991919191919192,0,0.2012121212121212,0,0.19717171717171716
SBM,150,2,1,0.26237136465324384,0,0.25789709172259506,0,0.2639821029082774
SBM,150,3,0,0.22407158836689037,0,0.2244295302013423,0,0.23659955257270693
SBM,150,5,1,0.21440715883668904,1,0.2086800894854586,0,0.20885906040268457
SBM,50,2,2,0.21061224489795918,0,0.20408163265306123,0,0.2057142857142857
SBM,50,3,1,0.15780141843971632,1,0.16489361702127658,0,0.17375886524822695
SBM,50,5,1,0.16653061224489796,7,0.16326530612244897,0,0.17469387755102042
SBM,100,2,0,0.24525252525252525,0,0.2492929292929293,0,0.24565656565656566
SBM,100,3,0,0.2510822510822511,0,0.23500309214594928,0,0.21768707482993196
SBM,100,5,2,0.20444444444444446,0,0.20363636363636364,0,0.2084848484848485
SBM,150,2,0,0.2650559284116331,0,0.26738255033557046,0,0.26237136465324384
SBM,150,3,0,0.2206711409395973,1,0.22371364653243847,0,0.22263982102908278
SBM,150,5,2,0.21762863534675614,1,0.21691275167785234,0,0.21583892617449665
SBM,50,2,0,0.20244897959183675,0,0.20244897959183675,0,0.2057142857142857
SBM,50,3,5,0.18085106382978725,2,0.20212765957446807,0,0.1773049645390071
SBM,50,5,2,0.15510204081632653,1,0.15020408163265306,0,0.1469387755102041
SBM,100,2,3,0.23797979797979799,7,0.2404040404040404,0,0.24202020202020202
SBM,100,3,0,0.24654710368996083,1,0.22345908060193775,0,0.23953823953823955
SBM,100,5,2,0.19353535353535353,0,0.1923232323232323,0,0.19111111111111112
SBM,150,2,0,0.26165548098434005,0,0.2611185682326622,0,0.26595078299776287
SBM,150,3,0,0.21834451901565996,1,0.22085011185682327,0,0.22246085011185682
SBM,150,5,5,0.20939597315436242,0,0.2083221476510067,0,0.20975391498881432
SBM,50,2,2,0.21061224489795918,1,0.21224489795918366,0,0.2236734693877551
SBM,50,3,0,0.21453900709219859,2,0.1950354609929078,0,0.2127659574468085
SBM,50,5,2,0.17142857142857143,9,0.16489795918367348,0,0.17469387755102042
SBM,100,2,1,0.2408080808080808,0,0.2408080808080808,0,0.2383838383838384
SBM,100,3,10,0.21273964131106987,0,0.21397649969078542,0,0.22263450834879406
SBM,100,5,2,0.19636363636363635,0,0.19111111111111112,0,0.19434343434343435
SBM,150,2,0,0.2629082774049217,6,0.2636241610738255,0,0.2731096196868009
SBM,150,3,0,0.23624161073825503,1,0.261834451901566,0,0.26595078299776287
SBM,150,5,1,0.21333333333333335,1,0.20742729306487695,0,0.21082774049217
SBM,50,2,0,0.20408163265306123,0,0.2073469387755102,0,0.20408163265306123
SBM,50,3,0,0.1595744680851064,0,0.20035460992907803,0,0.19858156028368795
SBM,50,5,1,0.13877551020408163,3,0.15020408163265306,0,0.15020408163265306
SBM,100,2,0,0.2408080808080808,3,0.24525252525252525,0,0.25252525252525254
SBM,100,3,0,0.22139764996907854,0,0.2119150690579262,0,0.24737167594310452
SBM,100,5,1,0.1995959595959596,5,0.20767676767676768,0,0.20323232323232324
SBM,150,2,2,0.2625503355704698,0,0.2611185682326622,0,0.26380313199105143
SBM,150,3,0,0.2195973154362416,2,0.24644295302013422,0,0.21727069351230424
SBM,150,5,1,0.21029082774049218,0,0.20778523489932885,0,0.21208053691275167
SBM,50,2,2,0.19918367346938776,0,0.21224489795918366,0,0.20244897959183675
SBM,50,3,0,0.22163120567375885,1,0.21631205673758866,0,0.22340425531914893
SBM,50,5,2,0.1436734693877551,0,0.15183673469387754,0,0.14204081632653062
SBM,100,2,0,0.24646464646464647,50,0.1923232323232323,0,0.24202020202020202
SBM,100,3,1,0.227994227994228,0,0.2209853638425067,0,0.19748505462791177
SBM,100,5,1,0.1907070707070707,3,0.19151515151515153,0,0.19272727272727272
SBM,150,2,0,0.26022371364653246,0,0.2625503355704698,0,0.2593288590604027
SBM,150,3,3,0.26040268456375837,0,0.24340044742729305,0,0.2283668903803132
SBM,150,5,0,0.21583892617449665,0,0.2185234899328859,0,0.21512304250559283
SBM,50,2,0,0.19591836734693877,2,0.19591836734693877,0,0.20081632653061224
SBM,50,3,1,0.19326241134751773,0,0.1950354609929078,0,0.20035460992907803
SBM,50,5,1,0.15346938775510205,1,0.14530612244897959,0,0.15020408163265306
SBM,100,2,0,0.2404040404040404,1,0.24,0,0.2391919191919192
SBM,100,3,0,0.22923108637394352,0,0.22387136672850957,0,0.21480107194392908
SBM,100,5,0,0.19111111111111112,1,0.1874747474747475,0,0.18868686868686868
SBM,150,2,0,0.2587919463087248,4,0.2555704697986577,0,0.2570022371364653
SBM,150,3,0,0.2548545861297539,3,0.22639821029082774,0,0.22210290827740492
SBM,150,5,3,0.21637583892617449,2,0.21154362416107383,0,0.218165548098434
SBM,50,2,2,0.21387755102040817,0,0.2089795918367347,0,0.23346938775510204
SBM,50,3,3,0.19858156028368795,3,0.1950354609929078,0,0.20035460992907803
SBM,50,5,0,0.15510204081632653,2,0.15020408163265306,0,0.15183673469387754
SBM,100,2,2,0.2383838383838384,0,0.23797979797979799,0,0.24525252525252525
SBM,100,3,11,0.22057307771593485,2,0.2057307771593486,0,0.21562564419707278
SBM,100,5,1,0.19797979797979798,1,0.19313131313131313,0,0.1890909090909091
SBM,150,2,2,0.25718120805369127,2,0.26022371364653246,0,0.25914988814317674
SBM,150,3,0,0.22854586129753915,0,0.2247874720357942,0,0.2287248322147651
SBM,150,5,0,0.21190156599552573,0,0.21208053691275167,0,0.21297539149888142
SBM,50,2,15,0.21061224489795918,0,0.19755102040816327,0,0.20244897959183675
SBM,50,3,11,0.15602836879432624,1,0.1773049645390071,0,0.19680851063829788
SBM,50,5,2,0.15346938775510205,1,0.16163265306122448,0,0.15020408163265306
SBM,100,2,0,0.2404040404040404,0,0.24606060606060606,0,0.24444444444444444
SBM,100,3,0,0.21232735518449805,0,0.22428365285508142,0,0.23088023088023088
SBM,100,5,4,0.19515151515151516,0,0.1907070707070707,0,0.1919191919191919
SBM,150,2,0,0.26308724832214764,3,0.26022371364653246,0,0.2564653243847875
SBM,150,3,0,0.2276510067114094,5,0.22675615212527964,0,0.2643400447427293
SBM,150,5,0,0.21762863534675614,4,0.21387024608501118,0,0.21046979865771812
SBM,50,2,2,0.20244897959183675,0,0.19755102040816327,0,0.19918367346938776
SBM,50,3,7,0.1702127659574468,0,0.19326241134751773,0,0.20567375886524822
SBM,50,5,0,0.13551020408163264,1,0.13714285714285715,0,0.1306122448979592
SBM,100,2,0,0.24404040404040403,0,0.2404040404040404,0,0.2412121212121212
SBM,100,3,4,0.2333539476396619,2,0.21397649969078542,0,0.23046794475365903
SBM,100,5,1,0.19151515151515153,1,0.19515151515151516,0,0.18787878787878787
SBM,150,2,0,0.2632662192393736,0,0.2632662192393736,0,0.26308724832214764
SBM,150,3,0,0.22156599552572706,1,0.24626398210290829,0,0.22210290827740492
SBM,150,5,1,0.21422818791946308,1,0.21727069351230424,0,0.21619686800894855
SBM,50,2,9,0.1910204081632653,0,0.19918367346938776,0,0.2089795918367347
SBM,50,3,0,0.17907801418439717,2,0.19148936170212766,0,0.17553191489361702
SBM,50,5,1,0.16,1,0.15346938775510205,0,0.156734693877551
SBM,100,2,2,0.24606060606060606,0,0.2496969696969697,0,0.24404040404040403
SBM,100,3,1,0.22510822510822512,0,0.21438878581735724,0,0.22057307771593485
SBM,100,5,0,0.19434343434343435,5,0.20242424242424242,0,0.19838383838383838
SBM,150,2,0,0.2629082774049217,6,0.2657718120805369,0,0.2632662192393736
SBM,150,3,0,0.25413870246085013,0,0.22389261744966443,0,0.250917225950783
SBM,150,5,0,0.21118568232662194,1,0.2153020134228188,0,0.2167337807606264
SBM,50,2,0,0.19918367346938776,0,0.20081632653061224,0,0.19428571428571428
SBM,50,3,0,0.19148936170212766,2,0.19858156028368795,0,0.19326241134751773
SBM,50,5,1,0.15836734693877552,3,0.15510204081632653,0,0.16163265306122448
SBM,100,2,3,0.23474747474747476,3,0.23959595959595958,0,0.23272727272727273
SBM,100,3,0,0.20820449391877963,1,0.2453102453102453,0,0.2209853638425067
SBM,100,5,2,0.18303030303030304,1,0.18626262626262627,0,0.18343434343434342
SBM,150,2,0,0.2636241610738255,0,0.2611185682326622,0,0.2607606263982103
SBM,150,3,3,0.22675615212527964,0,0.254496644295302,0,0.22604026845637584
SBM,150,5,2,0.20241610738255034,3,0.20903803131991053,0,0.21154362416107383
SBM,50,2,7,0.19591836734693877,25,0.16,0,0.25142857142857145
SBM,50,3,2,0.21631205673758866,1,0.21808510638297873,0,0.18439716312056736
SBM,50,5,1,0.14857142857142858,1,0.15183673469387754,0,0.15020408163265306
SBM,100,2,0,0.23717171717171717,0,0.24161616161616162,0,0.2383838383838384
SBM,100,3,0,0.23953823953823955,2,0.2106782106782107,0,0.2341785198928056
SBM,100,5,1,0.2016161616161616,1,0.20363636363636364,0,0.2096969696969697
SBM,150,2,0,0.2650559284116331,0,0.2620134228187919,0,0.2672035794183445
SBM,150,3,1,0.22228187919463088,0,0.22210290827740492,0,0.22854586129753915
SBM,150,5,4,0.1988366890380313,0,0.20671140939597316,0,0.21100671140939598
SBM,50,2,1,0.21877551020408162,5,0.1926530612244898,0,0.21714285714285714
SBM,50,3,1,0.20390070921985815,3,0.19680851063829788,0,0.20390070921985815
SBM,50,5,0,0.156734693877551,1,0.15183673469387754,0,0.16163265306122448
SBM,100,2,4,0.24282828282828284,0,0.24646464646464647,0,0.24161616161616162
SBM,100,3,3,0.2209853638425067,0,0.24118738404452691,0,0.21645021645021645
SBM,100,5,0,0.20282828282828283,0,0.1991919191919192,0,0.20363636363636364
SBM,150,2,2,0.2670246085011186,1,0.2632662192393736,0,0.26058165548098433
SBM,150,3,1,0.22371364653243847,1,0.22568232662192395,0,0.22425055928411633
SBM,150,5,1,0.2174496644295302,1,0.2160178970917226,0,0.21870246085011186
SBM,50,2,4,0.23183673469387756,25,0.18775510204081633,0,0.22857142857142856
SBM,50,3,14,0.1595744680851064,3,0.17553191489361702,0,0.19858156028368795
SBM,50,5,1,0.1730612244897959,2,0.17795918367346938,0,0.17795918367346938
SBM,100,2,0,0.24404040404040403,5,0.2408080808080808,0,0.2476767676767677
SBM,100,3,1,0.2222222222222222,1,0.2189239332096475,0,0.2160379303236446
SBM,100,5,1,0.20323232323232324,0,0.20282828282828283,0,0.1991919191919192
SBM,150,2,0,0.2589709172259508,5,0.2632662192393736,0,0.26058165548098433
SBM,150,3,0,0.21011185682326622,2,0.21136465324384787,0,0.21136465324384787
SBM,150,5,0,0.21422818791946308,0,0.21888143176733782,0,0.2127964205816555
SBM,50,2,1,0.21387755102040817,0,0.21551020408163266,0,0.21387755102040817
SBM,50,3,1,0.21099290780141844,2,0.18085106382978725,0,0.19680851063829788
SBM,50,5,8,0.15836734693877552,1,0.16326530612244897,0,0.16326530612244897
SBM,100,2,0,0.24242424242424243,4,0.25414141414141417,0,0.24404040404040403
SBM,100,3,1,0.21933621933621933,1,0.25190682333539477,0,0.22634508348794063
SBM,100,5,0,0.20727272727272728,2,0.19595959595959597,0,0.19555555555555557
SBM,150,2,0,0.2614765100671141,0,0.2611185682326622,0,0.26380313199105143
SBM,150,3,0,0.2301565995525727,0,0.23373601789709172,0,0.232662192393736
SBM,150,5,0,0.20706935123042505,1,0.21977628635346755,0,0.2206711409395973
SBM,50,2,0,0.2073469387755102,0,0.2057142857142857,0,0.2057142857142857
SBM,50,3,0,0.1950354609929078,4,0.18439716312056736,0,0.1879432624113475
SBM,50,5,1,0.16653061224489796,1,0.17142857142857143,0,0.1763265306122449
SBM,100,2,3,0.2412121212121212,6,0.24323232323232324,0,0.24242424242424243
SBM,100,3,1,0.2057307771593486,1,0.23541537827252113,0,0.209853638425067
SBM,100,5,0,0.18868686868686868,6,0.19313131313131313,0,0.19636363636363635
SBM,150,2,0,0.2688143176733781,0,0.2677404921700224,0,0.26738255033557046
SBM,150,3,6,0.23373601789709172,0,0.22156599552572706,0,0.2199552572706935
SBM,150,5,2,0.21333333333333335,0,0.21548098434004473,0,0.20689038031319912
SBM,50,2,0,0.2089795918367347,0,0.25795918367346937,0,0.2057142857142857
SBM,50,3,0,0.18617021276595744,0,0.18262411347517732,0,0.19148936170212766
SBM,50,5,4,0.13387755102040816,0,0.15020408163265306,0,0.14530612244897959
SBM,100,2,0,0.24727272727272728,1,0.24363636363636362,0,0.24686868686868688
SBM,100,3,0,0.20820449391877963,1,0.2077922077922078,0,0.21521335807050093
SBM,100,5,1,0.19313131313131313,2,0.1907070707070707,0,0.19474747474747475
SBM,150,2,6,0.2620134228187919,0,0.2612975391498881,0,0.2611185682326622
SBM,150,3,0,0.22621923937360178,1,0.22389261744966443,0,0.22747203579418346
SBM,150,5,1,0.21619686800894855,1,0.21404921700223714,0,0.2149440715883669
SBM,50,2,0,0.19918367346938776,3,0.19591836734693877,0,0.19428571428571428
SBM,50,3,5,0.18617021276595744,6,0.18617021276595744,0,0.19680851063829788
SBM,50,5,3,0.16,0,0.1436734693877551,0,0.16326530612244897
SBM,100,2,0,0.24565656565656566,0,0.24242424242424243,0,0.24242424242424243
SBM,100,3,0,0.20944135229849514,3,0.23788909503195219,0,0.2057307771593486
SBM,100,5,4,0.1923232323232323,0,0.19676767676767676,0,0.1890909090909091
SBM,150,2,3,0.2621923937360179,0,0.2625503355704698,0,0.2670246085011186
