type,vertex_count,block_count,eigenvector_fp,eigenvector_energy,half_fp,half_energy
SBM,50,3,2,0.18439716312056736,1,0.20035460992907803
SBM,50,5,2,0.1469387755102041,2,0.1469387755102041
SBM,100,2,0,0.24727272727272728,11,0.2505050505050505
SBM,100,3,1,0.2110904968047825,0,0.22016079158936303
SBM,100,5,0,0.18464646464646464,0,0.1802020202020202
SBM,150,2,0,0.2593288590604027,2,0.26344519015659956
SBM,150,3,0,0.22639821029082774,0,0.22299776286353468
SBM,150,5,1,0.21977628635346755,0,0.2195973154362416
SBM,50,2,3,0.2057142857142857,1,0.20081632653061224
SBM,50,3,24,0.12588652482269502,0,0.17198581560283688
SBM,50,5,0,0.17959183673469387,2,0.17469387755102042
SBM,100,2,1,0.24282828282828284,3,0.24161616161616162
SBM,100,3,1,0.22387136672850957,1,0.24984539270253556
SBM,100,5,3,0.20363636363636364,0,0.20323232323232324
SBM,150,2,6,0.25610738255033555,0,0.25539149888143176
SBM,150,3,0,0.2206711409395973,0,0.22246085011185682
SBM,150,5,0,0.21834451901565996,1,0.218165548098434
SBM,50,2,1,0.21387755102040817,16,0.18285714285714286
SBM,50,3,3,0.18617021276595744,0,0.20567375886524822
SBM,50,5,0,0.1436734693877551,0,0.14204081632653062
SBM,100,2,0,0.23353535353535354,1,0.24565656565656566
SBM,100,3,1,0.2077922077922078,8,0.23129251700680273
SBM,100,5,0,0.19353535353535353,1,0.20040404040404042
SBM,150,2,1,0.2620134228187919,3,0.26541387024608504
SBM,150,3,0,0.22854586129753915,0,0.2247874720357942
SBM,150,5,4,0.2206711409395973,1,0.2167337807606264
SBM,50,2,1,0.21387755102040817,0,0.2416326530612245
SBM,50,3,0,0.20921985815602837,2,0.20390070921985815
SBM,50,5,0,0.16979591836734695,3,0.17142857142857143
SBM,100,2,0,0.24202020202020202,0,0.23676767676767677
SBM,100,3,1,0.2560296846011132,0,0.20944135229849514
SBM,100,5,2,0.1987878787878788,2,0.19838383838383838
SBM,150,2,1,0.25861297539149886,0,0.25718120805369127
SBM,150,3,0,0.21941834451901565,0,0.22049217002237137
SBM,150,5,2,0.22102908277404923,1,0.21762863534675614
SBM,50,2,2,0.21224489795918366,0,0.21061224489795918
SBM,50,3,0,0.1879432624113475,24,0.1400709219858156
SBM,50,5,0,0.17142857142857143,0,0.17469387755102042
SBM,100,2,0,0.24,0,0.2404040404040404
SBM,100,3,0,0.21562564419707278,1,0.23376623376623376
SBM,100,5,0,0.1995959595959596,0,0.19434343434343435
SBM,150,2,1,0.26058165548098433,3,0.2612975391498881
SBM,150,3,0,0.22299776286353468,0,0.2480536912751678
SBM,150,5,0,0.218165548098434,2,0.21100671140939598
SBM,50,2,8,0.18612244897959185,0,0.20081632653061224
SBM,50,3,2,0.18439716312056736,0,0.19148936170212766
SBM,50,5,1,0.16,2,0.156734693877551
SBM,100,2,0,0.24202020202020202,0,0.23515151515151514
SBM,100,3,1,0.21933621933621933,2,0.20449391877963308
SBM,100,5,0,0.20565656565656565,0,0.2016161616161616
SBM,150,2,0,0.26791946308724834,3,0.2636241610738255
SBM,150,3,1,0.2414317673378076,0,0.2174496644295302
SBM,150,5,1,0.22192393736017896,5,0.22120805369127516
SBM,50,2,0,0.22040816326530613,11,0.2073469387755102
SBM,50,3,0,0.20035460992907803,1,0.2074468085106383
SBM,50,5,3,0.156734693877551,2,0.16326530612244897
SBM,100,2,0,0.24484848484848484,0,0.2412121212121212
SBM,100,3,0,0.23541537827252113,0,0.20449391877963308
SBM,100,5,0,0.19272727272727272,2,0.19474747474747475
SBM,150,2,0,0.26541387024608504,6,0.2607606263982103
SBM,150,3,0,0.23105145413870246,1,0.23123042505592842
SBM,150,5,4,0.21100671140939598,3,0.21870246085011186
SBM,50,2,3,0.20081632653061224,24,0.14857142857142858
SBM,50,3,4,0.16843971631205673,0,0.17553191489361702
SBM,50,5,0,0.16,0,0.16816326530612244
SBM,100,2,0,0.24606060606060606,0,0.24282828282828284
SBM,100,3,2,0.24201195629767058,0,0.21397649969078542
SBM,100,5,1,0.2012121212121212,1,0.2012121212121212
SBM,150,2,0,0.2650559284116331,0,0.2636241610738255
SBM,150,3,0,0.2206711409395973,0,0.22102908277404923
SBM,150,5,0,0.2160178970917226,0,0.2029530201342282
SBM,50,2,0,0.2742857142857143,2,0.2220408163265306
SBM,50,3,0,0.18617021276595744,0,0.15602836879432624
SBM,50,5,1,0.1730612244897959,1,0.16489795918367348
SBM,100,2,0,0.2404040404040404,8,0.23959595959595958
SBM,100,3,6,0.2453102453102453,3,0.21273964131106987
SBM,100,5,2,0.20565656565656565,0,0.19838383838383838
SBM,150,2,0,0.2670246085011186,0,0.2600447427293065
SBM,150,3,0,0.23785234899328858,1,0.23498881431767338
SBM,150,5,0,0.20438478747203578,0,0.2029530201342282
SBM,50,2,0,0.21551020408163266,0,0.20244897959183675
SBM,50,3,0,0.1879432624113475,7,0.19326241134751773
SBM,50,5,5,0.15346938775510205,0,0.15183673469387754
SBM,100,2,0,0.23353535353535354,1,0.2294949494949495
SBM,100,3,2,0.2259327973613688,0,0.21150278293135436
SBM,100,5,0,0.19717171717171716,1,0.2012121212121212
SBM,150,2,1,0.26541387024608504,0,0.3062192393736018
SBM,150,3,0,0.261834451901566,0,0.22353467561521254
SBM,150,5,0,0.2124384787472036,1,0.21512304250559283
SBM,50,2,0,0.23020408163265307,8,0.20408163265306123
SBM,50,3,1,0.20390070921985815,1,0.20567375886524822
SBM,50,5,1,0.16489795918367348,7,0.16163265306122448
SBM,100,2,0,0.2391919191919192,6,0.23595959595959595
SBM,100,3,0,0.21397649969078542,1,0.20614306328592044
SBM,100,5,1,0.2084848484848485,1,0.20525252525252524
SBM,150,2,0,0.2629082774049217,0,0.26738255033557046
SBM,150,3,0,0.22514541387024609,0,0.22550335570469798
SBM,150,5,2,0.20313199105145413,0,0.20742729306487695
SBM,50,2,0,0.20081632653061224,25,0.15346938775510205
SBM,50,3,2,0.20212765957446807,7,0.19148936170212766
SBM,50,5,3,0.16,1,0.16163265306122448
SBM,100,2,0,0.2476767676767677,0,0.2513131313131313
SBM,100,3,0,0.22263450834879406,0,0.23170480313337455
SBM,100,5,1,0.20727272727272728,1,0.2088888888888889
SBM,150,2,0,0.2570022371364653,0,0.25789709172259506
SBM,150,3,1,0.25771812080536916,0,0.22747203579418346
SBM,150,5,1,0.21369127516778524,2,0.21422818791946308
SBM,50,2,1,0.21714285714285714,0,0.19755102040816327
SBM,50,3,2,0.20035460992907803,0,0.18971631205673758
SBM,50,5,1,0.1763265306122449,0,0.16979591836734695
SBM,100,2,0,0.24686868686868688,0,0.2387878787878788
SBM,100,3,6,0.20944135229849514,2,0.21026592455163884
SBM,100,5,5,0.19434343434343435,1,0.1907070707070707
SBM,150,2,1,0.268993288590604,3,0.26487695749440715
SBM,150,3,1,0.22102908277404923,0,0.22174496644295302
SBM,150,5,1,0.20975391498881432,2,0.2058165548098434
SBM,50,2,0,0.21061224489795918,0,0.21551020408163266
SBM,50,3,0,0.1773049645390071,0,0.1702127659574468
SBM,50,5,1,0.15020408163265306,25,0.12571428571428572
SBM,100,2,0,0.25252525252525254,4,0.25575757575757574
SBM,100,3,4,0.2209853638425067,1,0.2391259534116677
SBM,100,5,0,0.2012121212121212,0,0.20686868686868687
SBM,150,2,0,0.2720357941834452,0,0.26630872483221474
SBM,150,3,9,0.22281879194630871,5,0.22192393736017896
SBM,150,5,4,0.21637583892617449,1,0.2170917225950783
SBM,50,2,0,0.19755102040816327,0,0.19918367346938776
SBM,50,3,24,0.1595744680851064,2,0.17553191489361702
SBM,50,5,1,0.16653061224489796,1,0.1730612244897959
SBM,100,2,1,0.24646464646464647,0,0.24444444444444444
SBM,100,3,0,0.19666048237476808,2,0.20861678004535147
SBM,100,5,0,0.20282828282828283,2,0.2008080808080808
SBM,150,2,0,0.26487695749440715,0,0.2620134228187919
SBM,150,3,1,0.2564653243847875,0,0.22496644295302012
SBM,150,5,1,0.2160178970917226,1,0.21369127516778524
SBM,50,2,0,0.2220408163265306,9,0.2057142857142857
SBM,50,3,2,0.18085106382978725,7,0.18262411347517732
SBM,50,5,0,0.17469387755102042,3,0.16816326530612244
SBM,100,2,0,0.24525252525252525,0,0.2391919191919192
SBM,100,3,0,0.2057307771593486,9,0.20531849103277675
SBM,100,5,1,0.19393939393939394,1,0.19474747474747475
SBM,150,2,1,0.25986577181208054,0,0.2596868008948546
SBM,150,3,0,0.2301565995525727,0,0.229082774049217
SBM,150,5,0,0.21762863534675614,1,0.21619686800894855
SBM,50,2,1,0.22693877551020408,0,0.24326530612244898
SBM,50,3,3,0.1879432624113475,1,0.20035460992907803
SBM,50,5,2,0.15183673469387754,0,0.15020408163265306
SBM,100,2,0,0.24484848484848484,0,0.24202020202020202
SBM,100,3,0,0.20366934652648938,4,0.21397649969078542
SBM,100,5,0,0.20404040404040405,0,0.20282828282828283
SBM,150,2,0,0.26022371364653246,1,0.2589709172259508
SBM,150,3,1,0.2287248322147651,2,0.22371364653243847
SBM,150,5,0,0.2124384787472036,2,0.2124384787472036
SBM,50,2,3,0.1910204081632653,1,0.19755102040816327
SBM,50,3,1,0.1702127659574468,1,0.1773049645390071
SBM,50,5,1,0.15183673469387754,8,0.14857142857142858
SBM,100,2,2,0.2545454545454545,0,0.24404040404040403
SBM,100,3,7,0.20037105751391465,2,0.20737992166563596
SBM,100,5,0,0.20565656565656565,0,0.19474747474747475
SBM,150,2,4,0.2650559284116331,0,0.2657718120805369
SBM,150,3,3,0.23337807606263983,2,0.2199552572706935
SBM,150,5,1,0.21548098434004473,0,0.21512304250559283
SBM,50,2,12,0.1893877551020408,1,0.2530612244897959
SBM,50,3,1,0.18971631205673758,5,0.1950354609929078
SBM,50,5,0,0.15510204081632653,1,0.15020408163265306
SBM,100,2,2,0.23676767676767677,0,0.24202020202020202
SBM,100,3,1,0.21480107194392908,3,0.19789734075448362
SBM,100,5,2,0.19636363636363635,4,0.19353535353535353
SBM,150,2,3,0.2664876957494407,0,0.2639821029082774
SBM,150,3,0,0.2203131991051454,2,0.24680089485458612
SBM,150,5,2,0.21512304250559283,1,0.2195973154362416
SBM,50,2,0,0.21224489795918366,0,0.2073469387755102
SBM,50,3,3,0.20567375886524822,3,0.17375886524822695
SBM,50,5,0,0.16489795918367348,4,0.16653061224489796
SBM,100,2,0,0.24404040404040403,3,0.23595959595959595
SBM,100,3,0,0.21232735518449805,0,0.2160379303236446
SBM,100,5,2,0.19393939393939394,1,0.1987878787878788
SBM,150,2,0,0.2636241610738255,2,0.26487695749440715
SBM,150,3,0,0.24483221476510067,4,0.22102908277404923
SBM,150,5,0,0.21941834451901565,1,0.21512304250559283
SBM,50,2,0,0.23673469387755103,0,0.22040816326530613
SBM,50,3,0,0.18085106382978725,0,0.16666666666666666
SBM,50,5,0,0.15346938775510205,2,0.15183673469387754
SBM,100,2,0,0.2408080808080808,0,0.2391919191919192
SBM,100,3,0,0.24201195629767058,0,0.21521335807050093
SBM,100,5,1,0.1987878787878788,0,0.2008080808080808
SBM,150,2,1,0.26380313199105143,5,0.2639821029082774
SBM,150,3,3,0.22621923937360178,0,0.22407158836689037
SBM,150,5,1,0.2065324384787472,0,0.20742729306487695
SBM,50,2,2,0.21224489795918366,0,0.21387755102040817
SBM,50,3,2,0.18262411347517732,24,0.11702127659574468
SBM,50,5,0,0.1893877551020408,2,0.1763265306122449
SBM,100,2,0,0.2496969696969697,0,0.24646464646464647
SBM,100,3,3,0.21232735518449805,2,0.20737992166563596
SBM,100,5,0,0.19353535353535353,3,0.1923232323232323
SBM,150,2,0,0.26738255033557046,0,0.2672035794183445
SBM,150,3,3,0.22675615212527964,4,0.2287248322147651
SBM,150,5,1,0.20850111856823267,1,0.21261744966442953
SBM,50,2,1,0.20408163265306123,3,0.21387755102040817
SBM,50,3,4,0.18439716312056736,1,0.18262411347517732
SBM,50,5,2,0.16489795918367348,0,0.16
SBM,100,2,0,0.2404040404040404,6,0.24242424242424243
SBM,100,3,0,0.24159967017109873,2,0.2069676355390641
SBM,100,5,1,0.2096969696969697,3,0.20040404040404042
SBM,150,2,0,0.2652348993288591,3,0.26791946308724834
SBM,150,3,2,0.25914988814317674,1,0.250917225950783
SBM,150,5,0,0.21136465324384787,2,0.218165548098434
SBM,50,2,2,0.20244897959183675,0,0.20244897959183675
SBM,50,3,2,0.19680851063829788,3,0.19326241134751773
SBM,50,5,0,0.15836734693877552,0,0.16326530612244897
SBM,100,2,0,0.24606060606060606,5,0.24606060606060606
SBM,100,3,0,0.21768707482993196,0,0.20449391877963308
SBM,100,5,1,0.1903030303030303,2,0.19313131313131313
SBM,150,2,0,0.2670246085011186,2,0.26595078299776287
SBM,150,3,0,0.22335570469798657,2,0.23749440715883668
SBM,150,5,2,0.21762863534675614,1,0.20975391498881432
SBM,50,2,1,0.21224489795918366,0,0.20408163265306123
SBM,50,3,0,0.19148936170212766,2,0.18262411347517732
SBM,50,5,1,0.13877551020408163,0,0.14530612244897959
SBM,100,2,3,0.23353535353535354,0,0.2383838383838384
SBM,100,3,3,0.22758194186765615,1,0.238301381158524
SBM,100,5,2,0.1987878787878788,0,0.19555555555555557
SBM,150,2,2,0.2525279642058166,0,0.258076062639821
SBM,150,3,0,0.22926174496644294,0,0.24519015659955257
SBM,150,5,1,0.2124384787472036,1,0.21637583892617449
SBM,50,2,0,0.2057142857142857,6,0.2057142857142857
SBM,50,3,10,0.19326241134751773,2,0.19858156028368795
SBM,50,5,1,0.16,1,0.15346938775510205
SBM,100,2,0,0.24202020202020202,2,0.23757575757575758
SBM,100,3,0,0.23500309214594928,0,0.20655534941249226
SBM,100,5,2,0.2084848484848485,1,0.19838383838383838
SBM,150,2,0,0.26612975391498883,3,0.2714988814317673
SBM,150,3,0,0.22890380313199105,0,0.2244295302013423
SBM,150,5,1,0.22496644295302012,1,0.22156599552572706
SBM,50,2,3,0.20408163265306123,0,0.2057142857142857
SBM,50,3,1,0.19148936170212766,1,0.1773049645390071
SBM,50,5,1,0.15020408163265306,0,0.14857142857142858
SBM,100,2,0,0.2408080808080808,3,0.24
SBM,100,3,0,0.20202020202020202,4,0.209853638425067
SBM,100,5,2,0.1991919191919192,1,0.2
SBM,150,2,0,0.2684563758389262,0,0.26559284116331094
SBM,150,3,1,0.23212527964205817,1,0.23463087248322148
SBM,150,5,5,0.21727069351230424,0,0.20939597315436242
SBM,50,2,25,0.15183673469387754,0,0.20244897959183675
SBM,50,3,2,0.2074468085106383,0,0.19680851063829788
SBM,50,5,5,0.14857142857142858,0,0.15020408163265306
