type,vertex_count,edge_density,new_fp,new_energy,half_fp,half_energy,zero_fp,zero_energy
ER,20,0.2,8,0.11578947368421053,8,0.07368421052631578,0,0.12631578947368421
ER,20,0.3,0,0.17894736842105263,4,0.11578947368421053,0,0.14736842105263157
ER,20,0.4,1,0.2,3,0.25263157894736843,0,0.21052631578947367
ER,20,0.5,2,0.2736842105263158,1,0.23157894736842105,0,0.22105263157894736
ER,50,0.1,2,0.08816326530612245,2,0.08979591836734693,0,0.0946938775510204
ER,50,0.2,3,0.19591836734693877,3,0.19591836734693877,0,0.19591836734693877
ER,50,0.3,0,0.2563265306122449,0,0.2546938775510204,0,0.2563265306122449
ER,50,0.4,4,0.2808163265306122,1,0.2922448979591837,0,0.2873469387755102
ER,50,0.5,2,0.31673469387755104,0,0.3216326530612245,0,0.32
ER,100,0.1,7,0.1098989898989899,0,0.11191919191919192,0,0.11191919191919192
ER,100,0.2,1,0.2197979797979798,5,0.2193939393939394,0,0.22545454545454546
ER,100,0.3,1,0.30343434343434345,1,0.2961616161616162,0,0.30383838383838385
ER,100,0.4,0,0.34585858585858587,1,0.3503030303030303,0,0.34545454545454546
ER,100,0.5,3,0.36282828282828283,5,0.35878787878787877,0,0.3612121212121212
ER,20,0.1,1,0.05263157894736842,3,0.042105263157894736,0,0.042105263157894736
ER,20,0.2,6,0.08421052631578947,0,0.12631578947368421,0,0.12631578947368421
ER,20,0.3,8,0.1368421052631579,1,0.18947368421052632,0,0.16842105263157894
ER,20,0.4,2,0.2,10,0.17894736842105263,0,0.23157894736842105
ER,20,0.5,1,0.25263157894736843,10,0.14736842105263157,0,0.23157894736842105
ER,50,0.1,1,0.07020408163265306,1,0.07510204081632653,0,0.0653061224489796
ER,50,0.2,2,0.18775510204081633,1,0.19755102040816327,0,0.2057142857142857
ER,50,0.3,0,0.24489795918367346,1,0.24979591836734694,0,0.24979591836734694
ER,50,0.4,1,0.2873469387755102,0,0.32,0,0.3053061224489796
ER,50,0.5,0,0.3053061224489796,4,0.3036734693877551,0,0.313469387755102
ER,100,0.1,3,0.1111111111111111,2,0.10949494949494949,0,0.11070707070707071
ER,100,0.2,1,0.22464646464646465,1,0.2307070707070707,0,0.22585858585858587
ER,100,0.3,3,0.30262626262626263,1,0.2961616161616162,0,0.30303030303030304
ER,100,0.4,5,0.34383838383838383,0,0.3381818181818182,0,0.34383838383838383
ER,100,0.5,2,0.3616161616161616,2,0.36686868686868684,0,0.3575757575757576
ER,20,0.1,1,0.031578947368421054,8,0.010526315789473684,0,0.031578947368421054
ER,20,0.2,4,0.10526315789473684,1,0.1368421052631579,0,0.16842105263157894
ER,20,0.3,4,0.18947368421052632,10,0.14736842105263157,0,0.2
ER,20,0.4,1,0.2,1,0.22105263157894736,0,0.23157894736842105
ER,20,0.5,0,0.23157894736842105,10,0.18947368421052632,0,0.22105263157894736
ER,50,0.1,3,0.08326530612244898,4,0.08816326530612245,0,0.08326530612244898
ER,50,0.2,1,0.2057142857142857,7,0.21714285714285714,0,0.2057142857142857
ER,50,0.3,2,0.2595918367346939,3,0.25795918367346937,0,0.2563265306122449
ER,50,0.4,9,0.28408163265306124,0,0.3020408163265306,0,0.2889795918367347
ER,50,0.5,4,0.3053061224489796,2,0.31183673469387757,0,0.3036734693877551
ER,100,0.1,3,0.10949494949494949,1,0.1098989898989899,0,0.1111111111111111
ER,100,0.2,0,0.21898989898989898,2,0.21737373737373739,0,0.21818181818181817
ER,100,0.3,1,0.30343434343434345,0,0.2961616161616162,0,0.30424242424242426
ER,100,0.4,0,0.35313131313131313,2,0.33575757575757575,0,0.3418181818181818
ER,100,0.5,1,0.362020202020202,1,0.3612121212121212,0,0.3624242424242424
ER,20,0.1,3,0.042105263157894736,10,0.0,0,0.042105263157894736
ER,20,0.2,4,0.08421052631578947,6,0.08421052631578947,0,0.11578947368421053
ER,20,0.3,1,0.2,1,0.22105263157894736,0,0.17894736842105263
ER,20,0.4,1,0.23157894736842105,1,0.22105263157894736,0,0.24210526315789474
ER,20,0.5,0,0.2631578947368421,0,0.24210526315789474,0,0.24210526315789474
ER,50,0.1,0,0.10122448979591837,3,0.0946938775510204,0,0.09795918367346938
ER,50,0.2,2,0.18285714285714286,0,0.18448979591836734,0,0.19755102040816327
ER,50,0.3,1,0.23673469387755103,1,0.25142857142857145,0,0.25795918367346937
ER,50,0.4,2,0.2987755102040816,3,0.2857142857142857,0,0.29714285714285715
ER,50,0.5,2,0.313469387755102,0,0.31020408163265306,0,0.31020408163265306
ER,100,0.1,0,0.1204040404040404,1,0.1204040404040404,0,0.12242424242424242
ER,100,0.2,1,0.22545454545454546,3,0.22101010101010102,0,0.22585858585858587
ER,100,0.3,2,0.30343434343434345,0,0.3018181818181818,0,0.30707070707070705
ER,100,0.4,3,0.3474747474747475,1,0.3478787878787879,0,0.34949494949494947
ER,100,0.5,0,0.3567676767676768,1,0.36,0,0.36282828282828283
ER,20,0.1,1,0.042105263157894736,3,0.010526315789473684,0,0.042105263157894736
ER,20,0.2,2,0.12631578947368421,10,0.11578947368421053,0,0.15789473684210525
ER,20,0.3,1,0.18947368421052632,0,0.15789473684210525,0,0.17894736842105263
ER,20,0.4,0,0.22105263157894736,1,0.24210526315789474,0,0.24210526315789474
ER,20,0.5,10,0.15789473684210525,3,0.22105263157894736,0,0.23157894736842105
ER,50,0.1,2,0.09142857142857143,3,0.0963265306122449,0,0.08979591836734693
ER,50,0.2,0,0.16,1,0.18285714285714286,0,0.18448979591836734
ER,50,0.3,2,0.25795918367346937,0,0.2612244897959184,0,0.24653061224489795
ER,50,0.4,0,0.2922448979591837,1,0.3004081632653061,0,0.29551020408163264
ER,50,0.5,0,0.31020408163265306,3,0.3004081632653061,0,0.31183673469387757
ER,100,0.1,2,0.10787878787878788,1,0.10666666666666667,0,0.10747474747474747
ER,100,0.2,0,0.2315151515151515,6,0.23353535353535354,0,0.23474747474747476
ER,100,0.3,3,0.2997979797979798,1,0.29494949494949496,0,0.296969696969697
ER,100,0.4,1,0.3422222222222222,1,0.3523232323232323,0,0.34585858585858587
ER,100,0.5,0,0.362020202020202,2,0.3604040404040404,0,0.3652525252525253
ER,20,0.1,1,0.05263157894736842,8,0.021052631578947368,0,0.042105263157894736
ER,20,0.2,0,0.1368421052631579,1,0.1368421052631579,0,0.1368421052631579
ER,20,0.3,4,0.14736842105263157,2,0.14736842105263157,0,0.1368421052631579
ER,20,0.4,0,0.2,8,0.2,0,0.22105263157894736
ER,20,0.5,8,0.16842105263157894,1,0.2736842105263158,0,0.21052631578947367
ER,50,0.1,2,0.07673469387755102,0,0.08,0,0.08163265306122448
ER,50,0.2,1,0.18122448979591838,2,0.1763265306122449,0,0.18448979591836734
ER,50,0.3,1,0.2889795918367347,3,0.2742857142857143,0,0.26285714285714284
ER,50,0.4,1,0.3069387755102041,3,0.2857142857142857,0,0.2987755102040816
ER,50,0.5,5,0.3004081632653061,2,0.3053061224489796,0,0.3036734693877551
ER,100,0.1,0,0.11717171717171718,3,0.11717171717171718,0,0.11797979797979798
ER,100,0.2,1,0.2290909090909091,0,0.22545454545454546,0,0.22545454545454546
ER,100,0.3,3,0.2973737373737374,0,0.296969696969697,0,0.2957575757575758
ER,100,0.4,2,0.3474747474747475,1,0.34464646464646465,0,0.3466666666666667
ER,100,0.5,1,0.3701010101010101,2,0.36404040404040405,0,0.3571717171717172
ER,20,0.1,4,0.05263157894736842,10,0.05263157894736842,0,0.08421052631578947
ER,20,0.2,4,0.06315789473684211,2,0.08421052631578947,0,0.12631578947368421
ER,20,0.3,0,0.2,1,0.22105263157894736,0,0.2
ER,20,0.4,0,0.22105263157894736,0,0.22105263157894736,0,0.21052631578947367
ER,20,0.5,9,0.15789473684210525,2,0.21052631578947367,0,0.24210526315789474
ER,50,0.1,0,0.0783673469387755,0,0.07510204081632653,0,0.07510204081632653
ER,50,0.2,3,0.16816326530612244,2,0.16653061224489796,0,0.18285714285714286
ER,50,0.3,1,0.23510204081632652,4,0.2253061224489796,0,0.23183673469387756
ER,50,0.4,3,0.2987755102040816,1,0.29714285714285715,0,0.313469387755102
ER,50,0.5,0,0.31183673469387757,4,0.31183673469387757,0,0.3020408163265306
ER,100,0.1,2,0.1111111111111111,0,0.11151515151515151,0,0.10787878787878788
ER,100,0.2,2,0.2286868686868687,0,0.2294949494949495,0,0.2307070707070707
ER,100,0.3,10,0.30464646464646467,1,0.3058585858585859,0,0.30383838383838385
ER,100,0.4,0,0.34626262626262627,2,0.3418181818181818,0,0.3490909090909091
ER,100,0.5,3,0.35353535353535354,0,0.3591919191919192,0,0.362020202020202
ER,20,0.1,10,0.010526315789473684,1,0.05263157894736842,0,0.05263157894736842
ER,20,0.2,1,0.10526315789473684,8,0.08421052631578947,0,0.10526315789473684
ER,20,0.3,12,0.10526315789473684,10,0.11578947368421053,0,0.2
ER,20,0.4,1,0.2,0,0.25263157894736843,0,0.23157894736842105
ER,20,0.5,3,0.22105263157894736,3,0.24210526315789474,0,0.18947368421052632
ER,50,0.1,0,0.09306122448979592,2,0.09306122448979592,0,0.08979591836734693
ER,50,0.2,1,0.18122448979591838,0,0.19428571428571428,0,0.17959183673469387
ER,50,0.3,0,0.2530612244897959,2,0.2563265306122449,0,0.25142857142857145
ER,50,0.4,0,0.3069387755102041,2,0.3004081632653061,0,0.3004081632653061
ER,50,0.5,2,0.31020408163265306,0,0.31020408163265306,0,0.32653061224489793
ER,100,0.1,4,0.11232323232323232,2,0.11434343434343434,0,0.11353535353535353
ER,100,0.2,1,0.2311111111111111,0,0.2311111111111111,0,0.23393939393939395
ER,100,0.3,2,0.30666666666666664,1,0.3054545454545455,0,0.3098989898989899
ER,100,0.4,0,0.3397979797979798,2,0.3466666666666667,0,0.3474747474747475
ER,100,0.5,0,0.35878787878787877,0,0.36,0,0.3656565656565657
ER,20,0.1,10,0.010526315789473684,2,0.05263157894736842,0,0.042105263157894736
ER,20,0.2,10,0.1368421052631579,8,0.08421052631578947,0,0.14736842105263157
ER,20,0.3,0,0.21052631578947367,6,0.15789473684210525,0,0.2
ER,20,0.4,0,0.2,10,0.15789473684210525,0,0.22105263157894736
ER,20,0.5,1,0.25263157894736843,1,0.24210526315789474,0,0.24210526315789474
ER,50,0.1,2,0.08979591836734693,1,0.09142857142857143,0,0.09142857142857143
ER,50,0.2,3,0.17795918367346938,1,0.18285714285714286,0,0.18285714285714286
ER,50,0.3,2,0.2546938775510204,7,0.2546938775510204,0,0.26448979591836735
ER,50,0.4,0,0.3053061224489796,1,0.2889795918367347,0,0.3004081632653061
ER,50,0.5,1,0.3183673469387755,2,0.31510204081632653,0,0.3036734693877551
ER,100,0.1,2,0.10909090909090909,2,0.1103030303030303,0,0.10585858585858586
ER,100,0.2,2,0.21616161616161617,2,0.21898989898989898,0,0.21777777777777776
ER,100,0.3,0,0.30343434343434345,0,0.30666666666666664,0,0.30505050505050507
ER,100,0.4,1,0.3511111111111111,2,0.3498989898989899,0,0.3478787878787879
ER,100,0.5,3,0.362020202020202,0,0.3656565656565657,0,0.35878787878787877
ER,20,0.1,1,0.042105263157894736,1,0.042105263157894736,0,0.05263157894736842
ER,20,0.2,4,0.1368421052631579,10,0.10526315789473684,0,0.15789473684210525
ER,20,0.3,11,0.1368421052631579,1,0.18947368421052632,0,0.18947368421052632
ER,20,0.4,7,0.24210526315789474,10,0.15789473684210525,0,0.24210526315789474
ER,20,0.5,4,0.21052631578947367,6,0.14736842105263157,0,0.24210526315789474
ER,50,0.1,1,0.1126530612244898,1,0.12244897959183673,0,0.1110204081632653
ER,50,0.2,0,0.18775510204081633,2,0.1926530612244898,0,0.19755102040816327
ER,50,0.3,2,0.24489795918367346,0,0.23673469387755103,0,0.2383673469387755
ER,50,0.4,6,0.2857142857142857,0,0.2922448979591837,0,0.30857142857142855
ER,50,0.5,1,0.30857142857142855,1,0.2987755102040816,0,0.32653061224489793
ER,100,0.1,2,0.12121212121212122,4,0.12121212121212122,0,0.11878787878787879
ER,100,0.2,4,0.2286868686868687,0,0.23030303030303031,0,0.2311111111111111
ER,100,0.3,1,0.2880808080808081,0,0.2896969696969697,0,0.29292929292929293
ER,100,0.4,1,0.3498989898989899,0,0.3434343434343434,0,0.3486868686868687
ER,100,0.5,0,0.36808080808080806,1,0.36848484848484847,0,0.36
ER,20,0.1,7,0.010526315789473684,4,0.021052631578947368,0,0.031578947368421054
ER,20,0.2,0,0.1368421052631579,4,0.1368421052631579,0,0.11578947368421053
ER,20,0.3,5,0.22105263157894736,1,0.23157894736842105,0,0.25263157894736843
ER,20,0.4,6,0.21052631578947367,10,0.16842105263157894,0,0.23157894736842105
ER,20,0.5,1,0.22105263157894736,0,0.2631578947368421,0,0.23157894736842105
ER,50,0.1,0,0.08326530612244898,4,0.08163265306122448,0,0.0783673469387755
ER,50,0.2,1,0.18612244897959185,25,0.15346938775510205,0,0.1910204081632653
ER,50,0.3,9,0.24979591836734694,1,0.24979591836734694,0,0.2595918367346939
ER,50,0.4,0,0.2873469387755102,0,0.29061224489795917,0,0.2857142857142857
ER,50,0.5,2,0.3004081632653061,1,0.31183673469387757,0,0.31183673469387757
ER,100,0.1,3,0.11313131313131314,2,0.11636363636363636,0,0.11555555555555555
ER,100,0.2,0,0.21494949494949495,0,0.2197979797979798,0,0.21575757575757576
ER,100,0.3,1,0.29818181818181816,1,0.3002020202020202,0,0.30505050505050507
ER,100,0.4,1,0.35515151515151516,1,0.34626262626262627,0,0.3490909090909091
ER,100,0.5,2,0.36484848484848487,2,0.36404040404040405,0,0.3575757575757576
ER,20,0.1,2,0.031578947368421054,1,0.042105263157894736,0,0.042105263157894736
ER,20,0.2,0,0.14736842105263157,9,0.08421052631578947,0,0.12631578947368421
ER,20,0.3,1,0.2,3,0.22105263157894736,0,0.22105263157894736
ER,20,0.4,6,0.24210526315789474,1,0.21052631578947367,0,0.25263157894736843
ER,20,0.5,2,0.23157894736842105,1,0.25263157894736843,0,0.24210526315789474
ER,50,0.1,2,0.07673469387755102,1,0.08,0,0.08163265306122448
ER,50,0.2,1,0.1910204081632653,0,0.1893877551020408,0,0.18448979591836734
ER,50,0.3,1,0.2612244897959184,5,0.25795918367346937,0,0.25795918367346937
ER,50,0.4,1,0.3069387755102041,5,0.2922448979591837,0,0.2857142857142857
ER,50,0.5,1,0.3020408163265306,1,0.2987755102040816,0,0.3020408163265306
ER,100,0.1,4,0.11717171717171718,0,0.11191919191919192,0,0.11474747474747475
ER,100,0.2,3,0.22141414141414142,1,0.22303030303030302,0,0.21656565656565657
ER,100,0.3,0,0.2965656565656566,1,0.2957575757575758,0,0.3002020202020202
ER,100,0.4,3,0.3486868686868687,3,0.3486868686868687,0,0.3503030303030303
ER,100,0.5,2,0.3595959595959596,4,0.3604040404040404,0,0.36
ER,20,0.1,3,0.06315789473684211,1,0.06315789473684211,0,0.07368421052631578
ER,20,0.2,0,0.09473684210526316,0,0.09473684210526316,0,0.07368421052631578
ER,20,0.3,1,0.17894736842105263,1,0.2,0,0.23157894736842105
ER,20,0.4,3,0.21052631578947367,2,0.17894736842105263,0,0.22105263157894736
ER,20,0.5,2,0.2631578947368421,1,0.2,0,0.25263157894736843
ER,50,0.1,1,0.07020408163265306,0,0.07510204081632653,0,0.07510204081632653
ER,50,0.2,4,0.19918367346938776,0,0.19428571428571428,0,0.18285714285714286
ER,50,0.3,0,0.22857142857142856,1,0.24,0,0.24
ER,50,0.4,0,0.2889795918367347,0,0.29714285714285715,0,0.32326530612244897
ER,50,0.5,1,0.2987755102040816,2,0.3053061224489796,0,0.31020408163265306
ER,100,0.1,0,0.1195959595959596,1,0.12080808080808081,0,0.11717171717171718
ER,100,0.2,0,0.22747474747474747,0,0.22303030303030302,0,0.22141414141414142
ER,100,0.3,1,0.30828282828282827,2,0.30747474747474746,0,0.3090909090909091
ER,100,0.4,1,0.3486868686868687,0,0.3478787878787879,0,0.3482828282828283
ER,100,0.5,1,0.36282828282828283,2,0.3616161616161616,0,0.3608080808080808
ER,20,0.1,0,0.042105263157894736,6,0.021052631578947368,0,0.042105263157894736
ER,20,0.2,4,0.10526315789473684,10,0.11578947368421053,0,0.14736842105263157
ER,20,0.3,3,0.22105263157894736,2,0.2,0,0.2
ER,20,0.4,1,0.21052631578947367,4,0.17894736842105263,0,0.2631578947368421
ER,20,0.5,3,0.21052631578947367,1,0.24210526315789474,0,0.23157894736842105
ER,50,0.1,2,0.09959183673469388,3,0.10448979591836735,0,0.10775510204081633
ER,50,0.2,1,0.17959183673469387,0,0.17795918367346938,0,0.1893877551020408
ER,50,0.3,2,0.24816326530612245,0,0.2612244897959184,0,0.26448979591836735
ER,50,0.4,7,0.3036734693877551,2,0.3036734693877551,0,0.313469387755102
ER,50,0.5,1,0.3183673469387755,2,0.3004081632653061,0,0.31183673469387757
ER,100,0.1,0,0.11676767676767677,1,0.11434343434343434,0,0.11555555555555555
ER,100,0.2,1,0.21858585858585858,2,0.21858585858585858,0,0.22181818181818183
ER,100,0.3,0,0.2997979797979798,1,0.298989898989899,0,0.2997979797979798
ER,100,0.4,3,0.34383838383838383,1,0.34545454545454546,0,0.3406060606060606
ER,100,0.5,0,0.3652525252525253,1,0.36646464646464644,0,0.36323232323232324
ER,20,0.1,0,0.05263157894736842,1,0.031578947368421054,0,0.05263157894736842
ER,20,0.2,2,0.12631578947368421,6,0.05263157894736842,0,0.12631578947368421
ER,20,0.3,2,0.21052631578947367,1,0.23157894736842105,0,0.22105263157894736
ER,20,0.4,2,0.21052631578947367,1,0.15789473684210525,0,0.18947368421052632
ER,20,0.5,0,0.21052631578947367,8,0.15789473684210525,0,0.25263157894736843
ER,50,0.1,2,0.09306122448979592,0,0.08979591836734693,0,0.0963265306122449
ER,50,0.2,6,0.20408163265306123,2,0.2089795918367347,0,0.19755102040816327
ER,50,0.3,5,0.2546938775510204,3,0.2416326530612245,0,0.25795918367346937
ER,50,0.4,0,0.2987755102040816,0,0.3020408163265306,0,0.3020408163265306
ER,50,0.5,1,0.32326530612244897,5,0.3020408163265306,0,0.3053061224489796
ER,100,0.1,0,0.1195959595959596,1,0.12161616161616162,0,0.1195959595959596
ER,100,0.2,1,0.2105050505050505,1,0.2101010101010101,0,0.21454545454545454
ER,100,0.3,0,0.30303030303030304,0,0.29818181818181816,0,0.30666666666666664
ER,100,0.4,1,0.34949494949494947,0,0.34505050505050505,0,0.3474747474747475
ER,100,0.5,1,0.36444444444444446,3,0.3616161616161616,0,0.36
ER,20,0.1,1,0.05263157894736842,7,0.031578947368421054,0,0.05263157894736842
ER,20,0.2,7,0.1368421052631579,0,0.11578947368421053,0,0.1368421052631579
ER,20,0.3,4,0.18947368421052632,10,0.1368421052631579,0,0.18947368421052632
ER,20,0.4,4,0.24210526315789474,0,0.22105263157894736,0,0.23157894736842105
ER,20,0.5,10,0.17894736842105263,2,0.22105263157894736,0,0.2736842105263158
ER,50,0.1,5,0.09959183673469388,0,0.10285714285714286,0,0.10122448979591837
ER,50,0.2,0,0.18612244897959185,0,0.18775510204081633,0,0.18448979591836734
ER,50,0.3,2,0.26285714285714284,2,0.26285714285714284,0,0.2677551020408163
ER,50,0.4,1,0.28244897959183674,0,0.2987755102040816,0,0.2987755102040816
ER,50,0.5,3,0.30857142857142855,0,0.313469387755102,0,0.3053061224489796
ER,100,0.1,2,0.11797979797979798,0,0.11717171717171718,0,0.11636363636363636
ER,100,0.2,1,0.2202020202020202,4,0.2101010101010101,0,0.21898989898989898
ER,100,0.3,0,0.30262626262626263,1,0.30747474747474746,0,0.3022222222222222
ER,100,0.4,1,0.3482828282828283,0,0.3474747474747475,0,0.34585858585858587
ER,100,0.5,4,0.3571717171717172,1,0.3612121212121212,0,0.3656565656565657
ER,20,0.1,1,0.031578947368421054,0,0.05263157894736842,0,0.042105263157894736
ER,20,0.2,6,0.10526315789473684,2,0.10526315789473684,0,0.10526315789473684
ER,20,0.3,4,0.1368421052631579,2,0.17894736842105263,0,0.16842105263157894
ER,20,0.4,1,0.21052631578947367,10,0.16842105263157894,0,0.23157894736842105
ER,20,0.5,0,0.22105263157894736,3,0.2631578947368421,0,0.22105263157894736
ER,50,0.1,1,0.09795918367346938,1,0.0963265306122449,0,0.0963265306122449
ER,50,0.2,1,0.18122448979591838,1,0.18775510204081633,0,0.18285714285714286
ER,50,0.3,0,0.24326530612244898,2,0.23510204081632652,0,0.23020408163265307
ER,50,0.4,1,0.3069387755102041,4,0.31183673469387757,0,0.313469387755102
ER,50,0.5,0,0.3036734693877551,7,0.3036734693877551,0,0.313469387755102
ER,100,0.1,0,0.1288888888888889,1,0.12606060606060607,0,0.12565656565656566
ER,100,0.2,0,0.22141414141414142,0,0.22262626262626262,0,0.2197979797979798
ER,100,0.3,1,0.2961616161616162,1,0.29777777777777775,0,0.29414141414141415
ER,100,0.4,0,0.3490909090909091,1,0.34424242424242424,0,0.3474747474747475
ER,100,0.5,1,0.36444444444444446,5,0.36404040404040405,0,0.3604040404040404
ER,20,0.1,8,0.031578947368421054,2,0.031578947368421054,0,0.05263157894736842
ER,20,0.2,3,0.15789473684210525,0,0.15789473684210525,0,0.1368421052631579
ER,20,0.3,2,0.18947368421052632,10,0.12631578947368421,0,0.16842105263157894
ER,20,0.4,0,0.25263157894736843,0,0.22105263157894736,0,0.23157894736842105
ER,20,0.5,3,0.24210526315789474,10,0.15789473684210525,0,0.22105263157894736
ER,50,0.1,11,0.08816326530612245,1,0.10122448979591837,0,0.10285714285714286
ER,50,0.2,1,0.1893877551020408,4,0.1910204081632653,0,0.18612244897959185
ER,50,0.3,5,0.24326530612244898,1,0.24326530612244898,0,0.24653061224489795
ER,50,0.4,0,0.2857142857142857,0,0.2987755102040816,0,0.2857142857142857
ER,50,0.5,1,0.3183673469387755,1,0.3020408163265306,0,0.3183673469387755
ER,100,0.1,3,0.12202020202020201,2,0.12323232323232323,0,0.12242424242424242
ER,100,0.2,1,0.22383838383838384,2,0.21818181818181817,0,0.22303030303030302
ER,100,0.3,1,0.29535353535353537,2,0.3006060606060606,0,0.29818181818181816
ER,100,0.4,0,0.343030303030303,3,0.34464646464646465,0,0.343030303030303
ER,100,0.5,0,0.3660606060606061,0,0.3563636363636364,0,0.36484848484848487
ER,20,0.1,3,0.06315789473684211,2,0.09473684210526316,0,0.08421052631578947
ER,20,0.2,1,0.08421052631578947,10,0.05263157894736842,0,0.09473684210526316
ER,20,0.3,1,0.18947368421052632,2,0.16842105263157894,0,0.17894736842105263
ER,20,0.4,6,0.17894736842105263,5,0.21052631578947367,0,0.22105263157894736
ER,20,0.5,0,0.2631578947368421,10,0.2,0,0.22105263157894736
ER,50,0.1,2,0.09795918367346938,2,0.09795918367346938,0,0.0946938775510204
ER,50,0.2,2,0.18122448979591838,6,0.16979591836734695,0,0.17795918367346938
ER,50,0.3,1,0.24653061224489795,1,0.24326530612244898,0,0.24653061224489795
ER,50,0.4,1,0.29714285714285715,1,0.29714285714285715,0,0.2938775510204082
ER,50,0.5,1,0.31183673469387757,2,0.31673469387755104,0,0.3216326530612245
ER,100,0.1,1,0.12323232323232323,0,0.12444444444444444,0,0.12202020202020201
ER,100,0.2,2,0.21656565656565657,0,0.21696969696969698,0,0.21656565656565657
ER,100,0.3,1,0.2997979797979798,2,0.30303030303030304,0,0.298989898989899
ER,100,0.4,1,0.3519191919191919,4,0.35353535353535354,0,0.34949494949494947
ER,100,0.5,0,0.3652525252525253,1,0.3612121212121212,0,0.3604040404040404
ER,20,0.1,3,0.031578947368421054,3,0.010526315789473684,0,0.05263157894736842
ER,20,0.2,5,0.12631578947368421,8,0.10526315789473684,0,0.14736842105263157
ER,20,0.3,9,0.18947368421052632,10,0.14736842105263157,0,0.17894736842105263
ER,20,0.4,3,0.22105263157894736,2,0.21052631578947367,0,0.23157894736842105
ER,20,0.5,7,0.21052631578947367,4,0.22105263157894736,0,0.21052631578947367
ER,50,0.1,0,0.08,0,0.08653061224489796,0,0.08
ER,50,0.2,2,0.17795918367346938,1,0.18122448979591838,0,0.17469387755102042
ER,50,0.3,8,0.2546938775510204,2,0.25142857142857145,0,0.26285714285714284
ER,50,0.4,2,0.29061224489795917,1,0.27918367346938777,0,0.2987755102040816
ER,50,0.5,1,0.3053061224489796,1,0.2987755102040816,0,0.32326530612244897
ER,100,0.1,1,0.12686868686868688,2,0.12727272727272726,0,0.12767676767676767
ER,100,0.2,0,0.2202020202020202,2,0.22464646464646465,0,0.22262626262626262
ER,100,0.3,2,0.2961616161616162,0,0.2957575757575758,0,0.29292929292929293
ER,100,0.4,1,0.33656565656565657,0,0.3397979797979798,0,0.3474747474747475
ER,100,0.5,4,0.3595959595959596,2,0.3608080808080808,0,0.35797979797979795
ER,20,0.1,2,0.042105263157894736,6,0.05263157894736842,0,0.042105263157894736
ER,20,0.2,3,0.12631578947368421,2,0.10526315789473684,0,0.12631578947368421
ER,20,0.3,6,0.1368421052631579,10,0.12631578947368421,0,0.14736842105263157
ER,20,0.4,6,0.16842105263157894,10,0.15789473684210525,0,0.18947368421052632
ER,20,0.5,1,0.23157894736842105,2,0.23157894736842105,0,0.2631578947368421
ER,50,0.1,0,0.08163265306122448,1,0.08163265306122448,0,0.08489795918367347
ER,50,0.2,0,0.18448979591836734,1,0.1730612244897959,0,0.1763265306122449
ER,50,0.3,3,0.22857142857142856,0,0.23673469387755103,0,0.24326530612244898
ER,50,0.4,0,0.2987755102040816,2,0.3036734693877551,0,0.2987755102040816
ER,50,0.5,11,0.3053061224489796,2,0.31183673469387757,0,0.313469387755102
ER,100,0.1,0,0.10828282828282829,9,0.11191919191919192,0,0.11353535353535353
ER,100,0.2,1,0.21333333333333335,2,0.21575757575757576,0,0.21373737373737373
ER,100,0.3,6,0.301010101010101,1,0.301010101010101,0,0.30343434343434345
ER,100,0.4,0,0.3478787878787879,0,0.3490909090909091,0,0.3478787878787879
ER,100,0.5,0,0.3616161616161616,1,0.3624242424242424,0,0.35878787878787877
ER,20,0.1,2,0.06315789473684211,0,0.08421052631578947,0,0.08421052631578947
ER,20,0.2,3,0.14736842105263157,2,0.09473684210526316,0,0.15789473684210525
ER,20,0.3,1,0.17894736842105263,6,0.16842105263157894,0,0.15789473684210525
ER,20,0.4,0,0.24210526315789474,0,0.24210526315789474,0,0.21052631578947367
ER,20,0.5,2,0.23157894736842105,6,0.2,0,0.23157894736842105
ER,50,0.1,0,0.08653061224489796,4,0.08326530612244898,0,0.08979591836734693
ER,50,0.2,4,0.16163265306122448,1,0.16816326530612244,0,0.16816326530612244
ER,50,0.3,3,0.2563265306122449,3,0.24816326530612245,0,0.2612244897959184
ER,50,0.4,0,0.29061224489795917,0,0.29714285714285715,0,0.2889795918367347
ER,50,0.5,2,0.3069387755102041,2,0.30857142857142855,0,0.30857142857142855
ER,100,0.1,0,0.11393939393939394,4,0.1111111111111111,0,0.1103030303030303
ER,100,0.2,0,0.21696969696969698,2,0.2197979797979798,0,0.2202020202020202
ER,100,0.3,1,0.30424242424242426,0,0.30464646464646467,0,0.30303030303030304
ER,100,0.4,3,0.3507070707070707,0,0.3426262626262626,0,0.34626262626262627
ER,100,0.5,3,0.362020202020202,3,0.36404040404040405,0,0.36646464646464644
ER,20,0.1,1,0.05263157894736842,9,0.042105263157894736,0,0.05263157894736842
ER,20,0.2,7,0.09473684210526316,8,0.07368421052631578,0,0.10526315789473684
ER,20,0.3,1,0.21052631578947367,0,0.22105263157894736,0,0.2
ER,20,0.4,1,0.24210526315789474,10,0.14736842105263157,0,0.24210526315789474
ER,20,0.5,4,0.25263157894736843,2,0.21052631578947367,0,0.22105263157894736
ER,50,0.1,1,0.08816326530612245,1,0.09306122448979592,0,0.09142857142857143
ER,50,0.2,8,0.17142857142857143,1,0.1763265306122449,0,0.1763265306122449
ER,50,0.3,0,0.25142857142857145,0,0.2612244897959184,0,0.24816326530612245
