type,vertex_count,edge_density,new_fp,new_energy,half_fp,half_energy,zero_fp,zero_energy
ER,20,0.4,5,0.21052631578947367,0,0.22105263157894736,0,0.2736842105263158
ER,20,0.5,9,0.17894736842105263,4,0.21052631578947367,0,0.24210526315789474
ER,50,0.1,0,0.08163265306122448,5,0.08653061224489796,0,0.0783673469387755
ER,50,0.2,2,0.1730612244897959,0,0.16489795918367348,0,0.16979591836734695
ER,50,0.3,0,0.26612244897959186,3,0.26448979591836735,0,0.24816326530612245
ER,50,0.4,1,0.28408163265306124,5,0.2873469387755102,0,0.2922448979591837
ER,50,0.5,1,0.31020408163265306,1,0.31510204081632653,0,0.3216326530612245
ER,100,0.1,2,0.12242424242424242,1,0.12484848484848485,0,0.12242424242424242
ER,100,0.2,0,0.2319191919191919,1,0.2307070707070707,0,0.23393939393939395
ER,100,0.3,1,0.3002020202020202,1,0.3002020202020202,0,0.298989898989899
ER,100,0.4,2,0.3486868686868687,1,0.3470707070707071,0,0.3402020202020202
ER,100,0.5,0,0.35878787878787877,1,0.35797979797979795,0,0.3595959595959596
ER,20,0.1,2,0.05263157894736842,6,0.042105263157894736,0,0.06315789473684211
ER,20,0.2,2,0.11578947368421053,1,0.12631578947368421,0,0.1368421052631579
ER,20,0.3,2,0.15789473684210525,3,0.17894736842105263,0,0.17894736842105263
ER,20,0.4,0,0.23157894736842105,4,0.14736842105263157,0,0.21052631578947367
ER,20,0.5,1,0.24210526315789474,0,0.2631578947368421,0,0.23157894736842105
ER,50,0.1,1,0.09795918367346938,1,0.0963265306122449,0,0.09959183673469388
ER,50,0.2,0,0.20081632653061224,2,0.1926530612244898,0,0.20081632653061224
ER,50,0.3,0,0.2595918367346939,1,0.25142857142857145,0,0.24816326530612245
ER,50,0.4,0,0.31183673469387757,3,0.31673469387755104,0,0.3020408163265306
ER,50,0.5,6,0.2987755102040816,2,0.3036734693877551,0,0.31020408163265306
ER,100,0.1,7,0.11434343434343434,1,0.11676767676767677,0,0.11555555555555555
ER,100,0.2,4,0.21777777777777776,3,0.22303030303030302,0,0.21454545454545454
ER,100,0.3,1,0.2913131313131313,1,0.2957575757575758,0,0.3022222222222222
ER,100,0.4,1,0.34949494949494947,1,0.34949494949494947,0,0.3511111111111111
ER,100,0.5,0,0.3624242424242424,1,0.3591919191919192,0,0.36484848484848487
ER,20,0.1,5,0.031578947368421054,1,0.06315789473684211,0,0.06315789473684211
ER,20,0.2,1,0.10526315789473684,10,0.08421052631578947,0,0.12631578947368421
ER,20,0.3,0,0.12631578947368421,1,0.14736842105263157,0,0.14736842105263157
ER,20,0.4,1,0.22105263157894736,3,0.23157894736842105,0,0.24210526315789474
ER,20,0.5,2,0.24210526315789474,1,0.2631578947368421,0,0.24210526315789474
ER,50,0.1,0,0.09795918367346938,2,0.09959183673469388,0,0.10285714285714286
ER,50,0.2,0,0.19755102040816327,1,0.19591836734693877,0,0.20081632653061224
ER,50,0.3,2,0.24489795918367346,1,0.25142857142857145,0,0.25142857142857145
ER,50,0.4,0,0.3020408163265306,1,0.2987755102040816,0,0.3069387755102041
ER,50,0.5,2,0.31510204081632653,0,0.31673469387755104,0,0.31020408163265306
ER,100,0.1,13,0.11676767676767677,5,0.11878787878787879,0,0.12080808080808081
ER,100,0.2,1,0.22707070707070706,2,0.22626262626262628,0,0.22626262626262628
ER,100,0.3,0,0.3002020202020202,3,0.29858585858585857,0,0.2961616161616162
ER,100,0.4,0,0.3478787878787879,3,0.3482828282828283,0,0.3515151515151515
ER,100,0.5,2,0.3616161616161616,0,0.3571717171717172,0,0.35474747474747476
ER,20,0.1,6,0.021052631578947368,10,0.0,0,0.042105263157894736
ER,20,0.2,0,0.12631578947368421,4,0.11578947368421053,0,0.11578947368421053
ER,20,0.3,2,0.21052631578947367,3,0.21052631578947367,0,0.21052631578947367
ER,20,0.4,8,0.14736842105263157,1,0.21052631578947367,0,0.2
ER,20,0.5,3,0.23157894736842105,4,0.2,0,0.24210526315789474
ER,50,0.1,3,0.09142857142857143,2,0.08979591836734693,0,0.09795918367346938
ER,50,0.2,1,0.1730612244897959,1,0.17795918367346938,0,0.1763265306122449
ER,50,0.3,7,0.24489795918367346,0,0.24,0,0.2546938775510204
ER,50,0.4,7,0.2873469387755102,0,0.2922448979591837,0,0.2987755102040816
ER,50,0.5,0,0.31020408163265306,1,0.32979591836734695,0,0.31183673469387757
ER,100,0.1,3,0.11878787878787879,0,0.11797979797979798,0,0.12
ER,100,0.2,2,0.21858585858585858,1,0.22141414141414142,0,0.21858585858585858
ER,100,0.3,2,0.30464646464646467,3,0.29494949494949496,0,0.3006060606060606
ER,100,0.4,2,0.3426262626262626,0,0.34626262626262627,0,0.3503030303030303
ER,100,0.5,1,0.3595959595959596,0,0.3652525252525253,0,0.36282828282828283
ER,20,0.1,11,0.0,7,0.021052631578947368,0,0.031578947368421054
ER,20,0.2,1,0.12631578947368421,5,0.10526315789473684,0,0.1368421052631579
ER,20,0.3,6,0.15789473684210525,10,0.1368421052631579,0,0.18947368421052632
ER,20,0.4,0,0.21052631578947367,0,0.2631578947368421,0,0.23157894736842105
ER,20,0.5,1,0.22105263157894736,3,0.22105263157894736,0,0.25263157894736843
ER,50,0.1,3,0.08653061224489796,6,0.07510204081632653,0,0.08
ER,50,0.2,0,0.18285714285714286,2,0.16979591836734695,0,0.1763265306122449
ER,50,0.3,0,0.24653061224489795,7,0.24489795918367346,0,0.2546938775510204
ER,50,0.4,2,0.3053061224489796,1,0.31183673469387757,0,0.3183673469387755
ER,50,0.5,0,0.3216326530612245,3,0.32979591836734695,0,0.3053061224489796
ER,100,0.1,1,0.11595959595959596,0,0.11636363636363636,0,0.11676767676767677
ER,100,0.2,0,0.22626262626262628,0,0.22464646464646465,0,0.2294949494949495
ER,100,0.3,0,0.3014141414141414,2,0.29292929292929293,0,0.30343434343434345
ER,100,0.4,2,0.355959595959596,1,0.3486868686868687,0,0.3575757575757576
ER,100,0.5,0,0.36323232323232324,4,0.3612121212121212,0,0.3563636363636364
ER,20,0.1,1,0.05263157894736842,10,0.021052631578947368,0,0.05263157894736842
ER,20,0.2,3,0.10526315789473684,0,0.10526315789473684,0,0.11578947368421053
ER,20,0.3,6,0.14736842105263157,2,0.18947368421052632,0,0.17894736842105263
ER,20,0.4,0,0.24210526315789474,5,0.21052631578947367,0,0.23157894736842105
ER,20,0.5,11,0.2,8,0.23157894736842105,0,0.24210526315789474
ER,50,0.1,1,0.08816326530612245,3,0.08489795918367347,0,0.0946938775510204
ER,50,0.2,2,0.1893877551020408,2,0.1926530612244898,0,0.18285714285714286
ER,50,0.3,8,0.2383673469387755,2,0.23020408163265307,0,0.24653061224489795
ER,50,0.4,4,0.2987755102040816,2,0.29551020408163264,0,0.29714285714285715
ER,50,0.5,0,0.3069387755102041,2,0.3053061224489796,0,0.3183673469387755
ER,100,0.1,2,0.11595959595959596,1,0.11797979797979798,0,0.11555555555555555
ER,100,0.2,6,0.22464646464646465,1,0.22343434343434343,0,0.22828282828282828
ER,100,0.3,2,0.3103030303030303,0,0.296969696969697,0,0.30787878787878786
ER,100,0.4,0,0.34464646464646465,1,0.34545454545454546,0,0.3486868686868687
ER,100,0.5,0,0.3595959595959596,2,0.3656565656565657,0,0.36404040404040405
ER,20,0.1,3,0.06315789473684211,10,0.031578947368421054,0,0.05263157894736842
ER,20,0.2,7,0.11578947368421053,1,0.1368421052631579,0,0.15789473684210525
ER,20,0.3,8,0.14736842105263157,6,0.12631578947368421,0,0.16842105263157894
ER,20,0.4,1,0.25263157894736843,1,0.24210526315789474,0,0.24210526315789474
ER,20,0.5,4,0.2631578947368421,7,0.21052631578947367,0,0.24210526315789474
ER,50,0.1,2,0.10285714285714286,1,0.09795918367346938,0,0.09795918367346938
ER,50,0.2,1,0.1926530612244898,0,0.18448979591836734,0,0.19591836734693877
ER,50,0.3,2,0.2595918367346939,0,0.2530612244897959,0,0.25142857142857145
ER,50,0.4,2,0.27918367346938777,3,0.28244897959183674,0,0.2938775510204082
ER,50,0.5,2,0.30857142857142855,0,0.31510204081632653,0,0.31183673469387757
ER,100,0.1,1,0.12242424242424242,0,0.12,0,0.1195959595959596
ER,100,0.2,1,0.22787878787878788,0,0.2294949494949495,0,0.22626262626262628
ER,100,0.3,2,0.2917171717171717,2,0.28484848484848485,0,0.2868686868686869
ER,100,0.4,1,0.34585858585858587,3,0.3434343434343434,0,0.3503030303030303
ER,100,0.5,0,0.35838383838383836,0,0.36282828282828283,0,0.3591919191919192
ER,20,0.1,10,0.031578947368421054,9,0.021052631578947368,0,0.05263157894736842
ER,20,0.2,2,0.09473684210526316,4,0.08421052631578947,0,0.10526315789473684
ER,20,0.3,0,0.15789473684210525,10,0.16842105263157894,0,0.2
ER,20,0.4,2,0.21052631578947367,6,0.17894736842105263,0,0.22105263157894736
ER,20,0.5,1,0.21052631578947367,10,0.15789473684210525,0,0.21052631578947367
ER,50,0.1,4,0.10122448979591837,1,0.10122448979591837,0,0.10775510204081633
ER,50,0.2,1,0.20244897959183675,0,0.1910204081632653,0,0.19428571428571428
ER,50,0.3,3,0.2383673469387755,2,0.25142857142857145,0,0.24326530612244898
ER,50,0.4,1,0.2889795918367347,2,0.2987755102040816,0,0.3053061224489796
ER,50,0.5,6,0.3183673469387755,3,0.31020408163265306,0,0.3053061224489796
ER,100,0.1,0,0.11434343434343434,3,0.1111111111111111,0,0.11272727272727273
ER,100,0.2,0,0.2311111111111111,0,0.23515151515151514,0,0.23030303030303031
ER,100,0.3,4,0.30343434343434345,1,0.30262626262626263,0,0.3014141414141414
ER,100,0.4,0,0.3414141414141414,3,0.3474747474747475,0,0.3422222222222222
ER,100,0.5,0,0.36444444444444446,2,0.35878787878787877,0,0.35797979797979795
ER,20,0.1,0,0.06315789473684211,2,0.05263157894736842,0,0.06315789473684211
ER,20,0.2,1,0.11578947368421053,1,0.11578947368421053,0,0.11578947368421053
ER,20,0.3,1,0.16842105263157894,2,0.16842105263157894,0,0.18947368421052632
ER,20,0.4,3,0.2,0,0.24210526315789474,0,0.16842105263157894
ER,20,0.5,0,0.21052631578947367,3,0.24210526315789474,0,0.24210526315789474
ER,50,0.1,3,0.0946938775510204,3,0.10122448979591837,0,0.09306122448979592
ER,50,0.2,1,0.16653061224489796,1,0.16816326530612244,0,0.1730612244897959
ER,50,0.3,1,0.24816326530612245,3,0.26448979591836735,0,0.26448979591836735
ER,50,0.4,0,0.3053061224489796,2,0.29551020408163264,0,0.3036734693877551
ER,50,0.5,1,0.30857142857142855,3,0.3069387755102041,0,0.3069387755102041
ER,100,0.1,3,0.11070707070707071,3,0.11434343434343434,0,0.11393939393939394
ER,100,0.2,1,0.2202020202020202,0,0.21535353535353535,0,0.2193939393939394
ER,100,0.3,3,0.3006060606060606,1,0.30464646464646467,0,0.3002020202020202
ER,100,0.4,0,0.34949494949494947,0,0.3507070707070707,0,0.3490909090909091
ER,100,0.5,0,0.3575757575757576,6,0.3624242424242424,0,0.3595959595959596
ER,20,0.1,2,0.031578947368421054,2,0.031578947368421054,0,0.042105263157894736
ER,20,0.2,2,0.18947368421052632,10,0.10526315789473684,0,0.18947368421052632
ER,20,0.3,0,0.16842105263157894,5,0.2,0,0.23157894736842105
ER,20,0.4,8,0.16842105263157894,6,0.16842105263157894,0,0.23157894736842105
ER,20,0.5,0,0.24210526315789474,8,0.14736842105263157,0,0.21052631578947367
ER,50,0.1,1,0.0963265306122449,2,0.0963265306122449,0,0.0946938775510204
ER,50,0.2,0,0.18612244897959185,1,0.18285714285714286,0,0.19591836734693877
ER,50,0.3,4,0.2383673469387755,2,0.24489795918367346,0,0.23020408163265307
ER,50,0.4,2,0.2922448979591837,1,0.3004081632653061,0,0.29714285714285715
ER,50,0.5,3,0.31510204081632653,0,0.31020408163265306,0,0.31020408163265306
ER,100,0.1,3,0.11676767676767677,0,0.11474747474747475,0,0.11515151515151516
ER,100,0.2,0,0.2319191919191919,1,0.23272727272727273,0,0.2307070707070707
ER,100,0.3,3,0.30747474747474746,1,0.30464646464646467,0,0.30747474747474746
ER,100,0.4,3,0.343030303030303,1,0.34585858585858587,0,0.3414141414141414
ER,100,0.5,0,0.355959595959596,2,0.36323232323232324,0,0.36646464646464644
ER,20,0.1,1,0.06315789473684211,10,0.031578947368421054,0,0.06315789473684211
ER,20,0.2,1,0.09473684210526316,1,0.08421052631578947,0,0.09473684210526316
ER,20,0.3,6,0.15789473684210525,3,0.2,0,0.22105263157894736
ER,20,0.4,5,0.21052631578947367,0,0.2,0,0.24210526315789474
ER,20,0.5,3,0.24210526315789474,0,0.25263157894736843,0,0.24210526315789474
ER,50,0.1,0,0.08979591836734693,1,0.08816326530612245,0,0.08979591836734693
ER,50,0.2,0,0.1926530612244898,3,0.18775510204081633,0,0.20244897959183675
ER,50,0.3,1,0.2612244897959184,1,0.24979591836734694,0,0.26285714285714284
ER,50,0.4,0,0.29714285714285715,0,0.2922448979591837,0,0.3036734693877551
ER,50,0.5,2,0.31183673469387757,7,0.3020408163265306,0,0.31673469387755104
ER,100,0.1,2,0.11353535353535353,0,0.11353535353535353,0,0.11474747474747475
ER,100,0.2,0,0.2294949494949495,0,0.22424242424242424,0,0.22505050505050506
ER,100,0.3,3,0.3058585858585859,1,0.30424242424242426,0,0.3054545454545455
ER,100,0.4,4,0.3466666666666667,1,0.34585858585858587,0,0.34505050505050505
ER,100,0.5,0,0.36282828282828283,3,0.3591919191919192,0,0.36444444444444446
ER,20,0.1,2,0.06315789473684211,1,0.07368421052631578,0,0.05263157894736842
ER,20,0.2,0,0.12631578947368421,3,0.10526315789473684,0,0.10526315789473684
ER,20,0.3,1,0.17894736842105263,3,0.15789473684210525,0,0.17894736842105263
ER,20,0.4,0,0.23157894736842105,1,0.21052631578947367,0,0.23157894736842105
ER,20,0.5,4,0.22105263157894736,0,0.23157894736842105,0,0.25263157894736843
ER,50,0.1,8,0.08979591836734693,1,0.09795918367346938,0,0.10285714285714286
ER,50,0.2,1,0.18122448979591838,1,0.18122448979591838,0,0.1763265306122449
ER,50,0.3,0,0.2677551020408163,5,0.24326530612244898,0,0.26285714285714284
ER,50,0.4,0,0.3004081632653061,1,0.2987755102040816,0,0.29551020408163264
ER,50,0.5,0,0.31510204081632653,0,0.3036734693877551,0,0.32
ER,100,0.1,1,0.11676767676767677,0,0.11595959595959596,0,0.11797979797979798
ER,100,0.2,3,0.21656565656565657,0,0.21494949494949495,0,0.21454545454545454
ER,100,0.3,2,0.2921212121212121,1,0.29777777777777775,0,0.29818181818181816
ER,100,0.4,1,0.34585858585858587,2,0.3478787878787879,0,0.35474747474747476
ER,100,0.5,1,0.36646464646464644,2,0.3608080808080808,0,0.36323232323232324
ER,20,0.1,1,0.05263157894736842,4,0.021052631578947368,0,0.05263157894736842
ER,20,0.2,4,0.12631578947368421,1,0.14736842105263157,0,0.15789473684210525
ER,20,0.3,2,0.21052631578947367,2,0.15789473684210525,0,0.2
ER,20,0.4,10,0.11578947368421053,0,0.22105263157894736,0,0.23157894736842105
ER,20,0.5,7,0.23157894736842105,8,0.17894736842105263,0,0.23157894736842105
ER,50,0.1,3,0.08979591836734693,0,0.09142857142857143,0,0.0963265306122449
ER,50,0.2,5,0.1763265306122449,2,0.17469387755102042,0,0.17469387755102042
ER,50,0.3,2,0.24326530612244898,3,0.23510204081632652,0,0.24653061224489795
ER,50,0.4,8,0.2889795918367347,0,0.2938775510204082,0,0.3053061224489796
ER,50,0.5,4,0.31673469387755104,2,0.3053061224489796,0,0.31673469387755104
ER,100,0.1,2,0.12080808080808081,1,0.1195959595959596,0,0.12080808080808081
ER,100,0.2,1,0.21737373737373739,1,0.2109090909090909,0,0.21616161616161617
ER,100,0.3,0,0.30464646464646467,4,0.30828282828282827,0,0.30343434343434345
ER,100,0.4,1,0.3486868686868687,2,0.35434343434343435,0,0.3466666666666667
ER,100,0.5,1,0.362020202020202,1,0.3608080808080808,0,0.36444444444444446
ER,20,0.1,2,0.042105263157894736,6,0.042105263157894736,0,0.031578947368421054
