type,vertex_count,k,new_fp,new_energy,half_fp,half_energy,zero_fp,zero_energy
BA,150,5,1,0.07785234899328859,1,0.07695749440715884,0,0.07910514541387025
BA,150,7,5,0.105413870246085,0,0.10720357941834452,0,0.11310961968680089
BA,50,3,0,0.09306122448979592,0,0.09959183673469388,0,0.09306122448979592
BA,50,5,2,0.1469387755102041,4,0.1306122448979592,0,0.15346938775510205
BA,50,7,6,0.17959183673469387,25,0.15183673469387754,0,0.1893877551020408
BA,100,3,3,0.06060606060606061,3,0.06343434343434344,0,0.06545454545454546
BA,100,5,2,0.10828282828282829,2,0.1006060606060606,0,0.10707070707070707
BA,100,7,0,0.14303030303030304,0,0.1414141414141414,0,0.14181818181818182
BA,150,3,2,0.04402684563758389,1,0.0461744966442953,0,0.046353467561521255
BA,150,5,1,0.08,4,0.07874720357941835,0,0.0810738255033557
BA,150,7,4,0.10809843400447428,0,0.10827740492170022,0,0.10648769574944071
BA,50,3,1,0.0946938775510204,3,0.10612244897959183,0,0.09306122448979592
BA,50,5,0,0.16,3,0.14857142857142858,0,0.156734693877551
BA,50,7,4,0.2089795918367347,3,0.20244897959183675,0,0.1893877551020408
BA,100,3,0,0.05818181818181818,4,0.06101010101010101,0,0.06222222222222222
BA,100,5,1,0.10424242424242425,4,0.10626262626262627,0,0.10181818181818182
BA,100,7,2,0.1406060606060606,2,0.14222222222222222,0,0.14343434343434344
BA,150,3,0,0.04170022371364653,0,0.04366890380313199,0,0.044384787472035794
BA,150,5,0,0.0785682326621924,2,0.07767337807606264,0,0.07838926174496644
BA,150,7,2,0.10953020134228188,0,0.11167785234899329,0,0.10953020134228188
BA,50,3,4,0.08816326530612245,2,0.0946938775510204,0,0.0963265306122449
BA,50,5,1,0.15510204081632653,2,0.15510204081632653,0,0.15346938775510205
BA,50,7,1,0.2057142857142857,2,0.19755102040816327,0,0.20408163265306123
BA,100,3,3,0.05898989898989899,2,0.06181818181818182,0,0.0602020202020202
BA,100,5,7,0.10101010101010101,5,0.09696969696969697,0,0.10303030303030303
BA,100,7,2,0.14585858585858585,6,0.1397979797979798,0,0.14424242424242426
BA,150,3,1,0.04456375838926174,2,0.04348993288590604,0,0.046532438478747204
BA,150,5,3,0.07982102908277405,5,0.07713646532438478,0,0.07982102908277405
BA,150,7,3,0.10523489932885906,1,0.10988814317673377,0,0.10809843400447428
BA,50,3,5,0.0963265306122449,0,0.09795918367346938,0,0.10448979591836735
BA,50,5,6,0.15020408163265306,2,0.14857142857142858,0,0.16
BA,50,7,10,0.18775510204081633,5,0.19591836734693877,0,0.1910204081632653
BA,100,3,5,0.05818181818181818,1,0.057777777777777775,0,0.06101010101010101
BA,100,5,2,0.10141414141414141,5,0.10343434343434343,0,0.10464646464646464
BA,100,7,3,0.14303030303030304,1,0.138989898989899,0,0.14666666666666667
BA,150,3,2,0.0458165548098434,2,0.04563758389261745,0,0.0458165548098434
BA,150,5,0,0.07695749440715884,1,0.0796420581655481,0,0.07910514541387025
BA,150,7,5,0.10774049217002236,0,0.11060402684563758,0,0.10899328859060403
BA,50,3,1,0.10122448979591837,2,0.0963265306122449,0,0.09142857142857143
BA,50,5,0,0.16979591836734695,3,0.14857142857142858,0,0.16489795918367348
BA,50,7,1,0.19428571428571428,14,0.17795918367346938,0,0.20408163265306123
BA,100,3,4,0.059393939393939395,5,0.057373737373737375,0,0.06424242424242424
BA,100,5,0,0.10626262626262627,0,0.10505050505050505,0,0.10707070707070707
BA,100,7,4,0.14222222222222222,0,0.141010101010101,0,0.14181818181818182
BA,150,3,3,0.04563758389261745,2,0.046532438478747204,0,0.04492170022371365
BA,150,5,3,0.07874720357941835,1,0.07821029082774049,0,0.08071588366890381
BA,150,7,2,0.105413870246085,2,0.10845637583892617,0,0.10630872483221476
BA,50,3,8,0.09795918367346938,2,0.10122448979591837,0,0.0963265306122449
BA,50,5,1,0.15183673469387754,5,0.1469387755102041,0,0.14530612244897959
BA,50,7,2,0.20244897959183675,24,0.17795918367346938,0,0.20244897959183675
BA,100,3,2,0.05858585858585859,0,0.06262626262626263,0,0.061414141414141414
BA,100,5,2,0.1006060606060606,2,0.10383838383838384,0,0.0993939393939394
BA,100,7,1,0.141010101010101,0,0.14626262626262626,0,0.14585858585858585
BA,150,3,4,0.04241610738255033,0,0.04492170022371365,0,0.046532438478747204
BA,150,5,2,0.07677852348993289,0,0.07910514541387025,0,0.0803579418344519
BA,150,7,1,0.10684563758389262,3,0.10612975391498881,0,0.10756152125279642
BA,50,3,1,0.08979591836734693,1,0.08816326530612245,0,0.08489795918367347
BA,50,5,1,0.15183673469387754,1,0.15510204081632653,0,0.15510204081632653
BA,50,7,2,0.19428571428571428,25,0.14530612244897959,0,0.19591836734693877
BA,100,3,1,0.05818181818181818,0,0.05858585858585859,0,0.061414141414141414
BA,100,5,1,0.0997979797979798,12,0.09575757575757576,0,0.10141414141414141
BA,100,7,7,0.13333333333333333,2,0.13535353535353536,0,0.13494949494949496
BA,150,3,3,0.0461744966442953,4,0.04527964205816555,0,0.04456375838926174
BA,150,5,3,0.07946308724832214,1,0.07767337807606264,0,0.0789261744966443
BA,150,7,3,0.10827740492170022,11,0.105413870246085,0,0.10380313199105146
BA,50,3,8,0.08653061224489796,0,0.08653061224489796,0,0.0946938775510204
BA,50,5,2,0.1436734693877551,1,0.156734693877551,0,0.16163265306122448
BA,50,7,2,0.21224489795918366,2,0.20408163265306123,0,0.19755102040816327
BA,100,3,0,0.06060606060606061,7,0.06101010101010101,0,0.06262626262626263
BA,100,5,3,0.10141414141414141,2,0.10020202020202021,0,0.10020202020202021
BA,100,7,2,0.14181818181818182,9,0.141010101010101,0,0.14222222222222222
BA,150,3,1,0.04527964205816555,1,0.046532438478747204,0,0.04671140939597315
BA,150,5,1,0.07803131991051454,1,0.07803131991051454,0,0.07910514541387025
BA,150,7,0,0.10970917225950783,2,0.11006711409395974,0,0.11006711409395974
BA,50,3,12,0.08653061224489796,2,0.0963265306122449,0,0.09306122448979592
BA,50,5,1,0.16653061224489796,0,0.15836734693877552,0,0.16816326530612244
BA,50,7,2,0.19591836734693877,23,0.15183673469387754,0,0.18775510204081633
BA,100,3,2,0.057777777777777775,6,0.061414141414141414,0,0.05858585858585859
BA,100,5,2,0.10787878787878788,6,0.10262626262626262,0,0.10424242424242425
BA,100,7,1,0.141010101010101,1,0.14545454545454545,0,0.14383838383838385
BA,150,3,0,0.04796420581655481,0,0.0458165548098434,0,0.045100671140939595
BA,150,5,2,0.08125279642058165,2,0.0792841163310962,0,0.0796420581655481
BA,150,7,3,0.10917225950782998,1,0.10899328859060403,0,0.10988814317673377
BA,50,3,1,0.09306122448979592,13,0.0783673469387755,0,0.0946938775510204
BA,50,5,0,0.16,6,0.15510204081632653,0,0.16163265306122448
BA,50,7,0,0.19918367346938776,1,0.19755102040816327,0,0.20081632653061224
BA,100,3,2,0.06101010101010101,0,0.06222222222222222,0,0.06222222222222222
BA,100,5,0,0.10545454545454545,17,0.10020202020202021,0,0.10424242424242425
BA,100,7,0,0.1406060606060606,19,0.13777777777777778,0,0.1385858585858586
BA,150,3,1,0.045100671140939595,3,0.04331096196868009,0,0.044384787472035794
BA,150,5,0,0.07695749440715884,1,0.07659955257270694,0,0.0774944071588367
BA,150,7,0,0.10917225950782998,1,0.11310961968680089,0,0.10738255033557047
BA,50,3,1,0.10122448979591837,2,0.09959183673469388,0,0.10448979591836735
BA,50,5,6,0.14857142857142858,7,0.15183673469387754,0,0.15510204081632653
BA,50,7,10,0.2089795918367347,1,0.21061224489795918,0,0.2089795918367347
BA,100,3,1,0.06222222222222222,1,0.06060606060606061,0,0.061414141414141414
BA,100,5,3,0.11151515151515151,0,0.10666666666666667,0,0.10868686868686869
BA,100,7,4,0.13696969696969696,1,0.141010101010101,0,0.13777777777777778
BA,150,3,1,0.046353467561521255,2,0.044205816554809846,0,0.0454586129753915
BA,150,5,0,0.0792841163310962,1,0.0789261744966443,0,0.0785682326621924
BA,150,7,3,0.10738255033557047,2,0.10827740492170022,0,0.10970917225950783
BA,50,3,0,0.0963265306122449,2,0.10285714285714286,0,0.0963265306122449
BA,50,5,4,0.16489795918367348,4,0.1469387755102041,0,0.16163265306122448
BA,50,7,5,0.1910204081632653,7,0.1893877551020408,0,0.1926530612244898
BA,100,3,1,0.06303030303030303,3,0.06222222222222222,0,0.057777777777777775
BA,100,5,14,0.10020202020202021,0,0.10464646464646464,0,0.10545454545454545
BA,100,7,4,0.13696969696969696,0,0.14303030303030304,0,0.14505050505050504
BA,150,3,2,0.04313199105145414,3,0.0447427293064877,0,0.044384787472035794
BA,150,5,6,0.08017897091722595,3,0.07821029082774049,0,0.0814317673378076
BA,150,7,3,0.10827740492170022,5,0.10630872483221476,0,0.11060402684563758
BA,50,3,13,0.08163265306122448,3,0.0946938775510204,0,0.0963265306122449
BA,50,5,3,0.15510204081632653,7,0.15020408163265306,0,0.16
BA,50,7,3,0.2073469387755102,0,0.20081632653061224,0,0.1910204081632653
BA,100,3,3,0.06262626262626263,0,0.0597979797979798,0,0.0597979797979798
BA,100,5,1,0.10505050505050505,4,0.10666666666666667,0,0.10828282828282829
BA,100,7,1,0.13777777777777778,1,0.14181818181818182,0,0.138989898989899
BA,150,3,0,0.044384787472035794,8,0.045100671140939595,0,0.04671140939597315
BA,150,5,7,0.07821029082774049,0,0.07695749440715884,0,0.08125279642058165
BA,150,7,4,0.10666666666666667,1,0.11114093959731544,0,0.10774049217002236
BA,50,3,0,0.09959183673469388,25,0.05877551020408163,0,0.08979591836734693
BA,50,5,3,0.15020408163265306,2,0.15836734693877552,0,0.16326530612244897
BA,50,7,3,0.19918367346938776,7,0.19591836734693877,0,0.2089795918367347
BA,100,3,1,0.06303030303030303,0,0.0597979797979798,0,0.06262626262626263
BA,100,5,14,0.09858585858585858,2,0.10707070707070707,0,0.10585858585858586
BA,100,7,1,0.138989898989899,5,0.14424242424242426,0,0.14585858585858585
BA,150,3,4,0.04116331096196868,1,0.04384787472035794,0,0.04348993288590604
BA,150,5,0,0.07713646532438478,1,0.07785234899328859,0,0.07838926174496644
BA,150,7,1,0.10774049217002236,4,0.10648769574944071,0,0.10451901565995526
BA,50,3,12,0.08816326530612245,2,0.09795918367346938,0,0.10122448979591837
BA,50,5,1,0.1469387755102041,3,0.15346938775510205,0,0.15836734693877552
BA,50,7,1,0.19918367346938776,3,0.1910204081632653,0,0.19428571428571428
BA,100,3,3,0.06222222222222222,21,0.055757575757575756,0,0.06181818181818182
BA,100,5,1,0.09818181818181818,0,0.10262626262626262,0,0.10181818181818182
BA,100,7,1,0.14303030303030304,3,0.1406060606060606,0,0.14424242424242426
BA,150,3,0,0.047248322147651005,7,0.0461744966442953,0,0.047069351230425056
BA,150,5,1,0.07982102908277405,2,0.07821029082774049,0,0.0792841163310962
BA,150,7,0,0.11185682326621924,4,0.10612975391498881,0,0.11024608501118568
BA,50,3,2,0.08979591836734693,6,0.09142857142857143,0,0.09959183673469388
BA,50,5,2,0.15836734693877552,3,0.15510204081632653,0,0.16163265306122448
BA,50,7,1,0.20408163265306123,0,0.20244897959183675,0,0.2073469387755102
BA,100,3,2,0.06101010101010101,15,0.055353535353535356,0,0.05616161616161616
BA,100,5,0,0.10626262626262627,7,0.10181818181818182,0,0.10545454545454545
BA,100,7,8,0.1414141414141414,12,0.13494949494949496,0,0.14303030303030304
BA,150,3,3,0.044205816554809846,1,0.04563758389261745,0,0.0458165548098434
BA,150,5,1,0.07480984340044743,2,0.07606263982102908,0,0.07695749440715884
BA,150,7,6,0.10935123042505593,4,0.10863534675615212,0,0.10845637583892617
BA,50,3,1,0.0963265306122449,1,0.09959183673469388,0,0.09142857142857143
BA,50,5,2,0.16979591836734695,8,0.16,0,0.16326530612244897
BA,50,7,1,0.2057142857142857,7,0.1893877551020408,0,0.19591836734693877
BA,100,3,0,0.061414141414141414,4,0.0597979797979798,0,0.06181818181818182
BA,100,5,1,0.10828282828282829,1,0.10464646464646464,0,0.10666666666666667
BA,100,7,1,0.14262626262626263,3,0.14222222222222222,0,0.1402020202020202
BA,150,3,1,0.0458165548098434,5,0.0454586129753915,0,0.04599552572706935
BA,150,5,4,0.07803131991051454,2,0.08017897091722595,0,0.0792841163310962
BA,150,7,9,0.10988814317673377,2,0.11096196868008948,0,0.10827740492170022
BA,50,3,3,0.09142857142857143,14,0.08979591836734693,0,0.08979591836734693
BA,50,5,1,0.16163265306122448,4,0.15020408163265306,0,0.15020408163265306
BA,50,7,4,0.19591836734693877,2,0.19755102040816327,0,0.19755102040816327
BA,100,3,0,0.059393939393939395,3,0.06424242424242424,0,0.06343434343434344
BA,100,5,20,0.10020202020202021,0,0.10424242424242425,0,0.10424242424242425
BA,100,7,0,0.141010101010101,6,0.14181818181818182,0,0.1482828282828283
BA,150,3,4,0.0454586129753915,1,0.0447427293064877,0,0.04671140939597315
BA,150,5,6,0.07785234899328859,5,0.07695749440715884,0,0.0810738255033557
BA,150,7,1,0.10791946308724833,0,0.10917225950782998,0,0.10827740492170022
BA,50,3,1,0.09959183673469388,8,0.08816326530612245,0,0.10122448979591837
BA,50,5,2,0.15183673469387754,12,0.15183673469387754,0,0.156734693877551
BA,50,7,2,0.19428571428571428,3,0.20244897959183675,0,0.20081632653061224
BA,100,3,0,0.06424242424242424,3,0.06060606060606061,0,0.06181818181818182
BA,100,5,19,0.09737373737373738,6,0.10141414141414141,0,0.10343434343434343
BA,100,7,0,0.13818181818181818,12,0.1397979797979798,0,0.13818181818181818
BA,150,3,1,0.0458165548098434,1,0.04492170022371365,0,0.044205816554809846
BA,150,5,1,0.0785682326621924,2,0.07821029082774049,0,0.0774944071588367
BA,150,7,1,0.11114093959731544,2,0.11096196868008948,0,0.10827740492170022
BA,50,3,0,0.09795918367346938,9,0.09795918367346938,0,0.0946938775510204
BA,50,5,0,0.14857142857142858,2,0.156734693877551,0,0.16
BA,50,7,2,0.1926530612244898,4,0.18285714285714286,0,0.19428571428571428
BA,100,3,0,0.06303030303030303,3,0.0602020202020202,0,0.06464646464646465
BA,100,5,3,0.10222222222222223,4,0.10545454545454545,0,0.10787878787878788
BA,100,7,4,0.13696969696969696,1,0.138989898989899,0,0.14262626262626263
BA,150,3,3,0.042237136465324385,17,0.04241610738255033,0,0.04456375838926174
BA,150,5,3,0.0814317673378076,0,0.07946308724832214,0,0.07910514541387025
BA,150,7,2,0.10791946308724833,3,0.10774049217002236,0,0.10970917225950783
BA,50,3,4,0.0946938775510204,3,0.10285714285714286,0,0.10285714285714286
BA,50,5,3,0.15510204081632653,4,0.14857142857142858,0,0.15020408163265306
BA,50,7,6,0.2073469387755102,2,0.21224489795918366,0,0.21061224489795918
BA,100,3,2,0.061414141414141414,3,0.05898989898989899,0,0.06060606060606061
BA,100,5,4,0.09858585858585858,1,0.10343434343434343,0,0.10343434343434343
BA,100,7,1,0.14262626262626263,4,0.14181818181818182,0,0.14181818181818182
BA,150,3,2,0.045100671140939595,3,0.04527964205816555,0,0.04742729306487696
BA,150,5,5,0.07624161073825503,9,0.07516778523489932,0,0.07982102908277405
BA,150,7,0,0.10738255033557047,6,0.10809843400447428,0,0.10899328859060403
BA,50,3,10,0.08,6,0.08816326530612245,0,0.0963265306122449
BA,50,5,5,0.1469387755102041,5,0.156734693877551,0,0.16163265306122448
BA,50,7,9,0.18775510204081633,8,0.20244897959183675,0,0.1910204081632653
BA,100,3,5,0.06060606060606061,0,0.0602020202020202,0,0.05858585858585859
BA,100,5,0,0.10626262626262627,0,0.10303030303030303,0,0.10181818181818182
BA,100,7,0,0.14181818181818182,3,0.14545454545454545,0,0.14262626262626263
BA,150,3,0,0.04456375838926174,0,0.048680089485458614,0,0.04527964205816555
BA,150,5,2,0.07677852348993289,3,0.07910514541387025,0,0.07570469798657718
BA,150,7,9,0.10809843400447428,4,0.11167785234899329,0,0.11114093959731544
BA,50,3,1,0.09795918367346938,5,0.09142857142857143,0,0.10775510204081633
BA,50,5,0,0.156734693877551,25,0.12081632653061225,0,0.16489795918367348
BA,50,7,0,0.22040816326530613,5,0.2089795918367347,0,0.20081632653061224
BA,100,3,2,0.05898989898989899,5,0.06262626262626263,0,0.06343434343434344
BA,100,5,1,0.10707070707070707,7,0.10262626262626262,0,0.10343434343434343
BA,100,7,1,0.13696969696969696,4,0.13454545454545455,0,0.13333333333333333
BA,150,3,0,0.04599552572706935,4,0.04313199105145414,0,0.045100671140939595
BA,150,5,1,0.08,2,0.07659955257270694,0,0.08017897091722595
BA,150,7,0,0.10988814317673377,1,0.10953020134228188,0,0.10899328859060403
BA,50,3,5,0.09306122448979592,25,0.060408163265306125,0,0.09795918367346938
BA,50,5,6,0.14530612244897959,4,0.16326530612244897,0,0.156734693877551
BA,50,7,2,0.18612244897959185,9,0.18448979591836734,0,0.1910204081632653
BA,100,3,6,0.05898989898989899,2,0.05494949494949495,0,0.06262626262626263
BA,100,5,0,0.10020202020202021,10,0.09494949494949495,0,0.10585858585858586
BA,100,7,2,0.1402020202020202,0,0.14545454545454545,0,0.14707070707070707
BA,150,3,10,0.045100671140939595,2,0.04366890380313199,0,0.04456375838926174
BA,150,5,1,0.07767337807606264,2,0.07821029082774049,0,0.07803131991051454
BA,150,7,0,0.10559284116331097,0,0.10935123042505593,0,0.10881431767337807
BA,50,3,1,0.0963265306122449,2,0.10122448979591837,0,0.10285714285714286
BA,50,5,2,0.16489795918367348,5,0.156734693877551,0,0.15183673469387754
BA,50,7,5,0.19428571428571428,25,0.156734693877551,0,0.20244897959183675
BA,100,3,0,0.061414141414141414,44,0.04323232323232323,0,0.06262626262626263
BA,100,5,0,0.10424242424242425,2,0.0997979797979798,0,0.10222222222222223
BA,100,7,3,0.14222222222222222,10,0.13656565656565656,0,0.1397979797979798
BA,150,3,0,0.046353467561521255,2,0.04527964205816555,0,0.04492170022371365
BA,150,5,0,0.07785234899328859,3,0.07982102908277405,0,0.08268456375838926
BA,150,7,16,0.10648769574944071,2,0.10899328859060403,0,0.10970917225950783
BA,50,3,0,0.09795918367346938,2,0.09795918367346938,0,0.0946938775510204
BA,50,5,4,0.16653061224489796,4,0.16326530612244897,0,0.16489795918367348
BA,50,7,3,0.18775510204081633,2,0.19755102040816327,0,0.20408163265306123
BA,100,3,1,0.057777777777777775,0,0.0597979797979798,0,0.059393939393939395
BA,100,5,1,0.10343434343434343,1,0.10141414141414141,0,0.10262626262626262
BA,100,7,5,0.14222222222222222,0,0.1402020202020202,0,0.14626262626262626
BA,150,3,10,0.04348993288590604,0,0.044205816554809846,0,0.04492170022371365
BA,150,5,5,0.07552572706935123,0,0.07606263982102908,0,0.07570469798657718
BA,150,7,0,0.10970917225950783,2,0.10791946308724833,0,0.11131991051454139
BA,50,3,1,0.09959183673469388,5,0.08979591836734693,0,0.09959183673469388
BA,50,5,8,0.14530612244897959,1,0.15183673469387754,0,0.16489795918367348
BA,50,7,3,0.20081632653061224,3,0.20244897959183675,0,0.20081632653061224
BA,100,3,2,0.06343434343434344,0,0.06101010101010101,0,0.06060606060606061
BA,100,5,7,0.10020202020202021,1,0.10101010101010101,0,0.10181818181818182
BA,100,7,3,0.1406060606060606,1,0.14303030303030304,0,0.1482828282828283
BA,150,3,0,0.04671140939597315,4,0.04563758389261745,0,0.0458165548098434
BA,150,5,1,0.07803131991051454,1,0.08196868008948546,0,0.07910514541387025
BA,150,7,2,0.10702460850111857,3,0.10523489932885906,0,0.10684563758389262
BA,50,3,0,0.0963265306122449,4,0.09306122448979592,0,0.09959183673469388
BA,50,5,5,0.16163265306122448,6,0.15183673469387754,0,0.16
BA,50,7,4,0.17959183673469387,2,0.1893877551020408,0,0.19428571428571428
BA,100,3,3,0.057373737373737375,0,0.057373737373737375,0,0.05656565656565657
BA,100,5,9,0.10545454545454545,1,0.10464646464646464,0,0.10101010101010101
BA,100,7,2,0.14464646464646463,4,0.14747474747474748,0,0.14343434343434344
BA,150,3,6,0.04527964205816555,5,0.04760626398210291,0,0.0461744966442953
BA,150,5,1,0.0774944071588367,3,0.0796420581655481,0,0.07982102908277405
BA,150,7,5,0.10738255033557047,1,0.11006711409395974,0,0.10970917225950783
BA,50,3,2,0.09142857142857143,2,0.08979591836734693,0,0.08979591836734693
BA,50,5,2,0.15183673469387754,6,0.15346938775510205,0,0.15836734693877552
BA,50,7,10,0.19918367346938776,25,0.156734693877551,0,0.20081632653061224
BA,100,3,3,0.057373737373737375,2,0.06262626262626263,0,0.061414141414141414
BA,100,5,0,0.10020202020202021,0,0.10222222222222223,0,0.10141414141414141
BA,100,7,3,0.14303030303030304,0,0.14424242424242426,0,0.14666666666666667
BA,150,3,1,0.04599552572706935,1,0.04456375838926174,0,0.0454586129753915
BA,150,5,5,0.07677852348993289,0,0.07606263982102908,0,0.07838926174496644
BA,150,7,0,0.10899328859060403,5,0.10970917225950783,0,0.10845637583892617
BA,50,3,6,0.09795918367346938,0,0.10285714285714286,0,0.09306122448979592
BA,50,5,3,0.156734693877551,1,0.16653061224489796,0,0.15346938775510205
BA,50,7,1,0.19755102040816327,3,0.19591836734693877,0,0.1910204081632653
BA,100,3,2,0.059393939393939395,5,0.05858585858585859,0,0.061414141414141414
BA,100,5,2,0.10181818181818182,3,0.10303030303030303,0,0.10747474747474747
BA,100,7,3,0.14343434343434344,4,0.14424242424242426,0,0.1414141414141414
BA,150,3,2,0.04689038031319911,1,0.04563758389261745,0,0.04527964205816555
