type,vertex_count,probability,original_fp,original_energy,eigenvector_fp,eigenvector_energy,pagerank_fp,pagerank_energy,betweenness_fp,betweenness_energy,clustering_fp,clustering_energy,degree_fp,degree_energy
DuplicationDivergence,150,0.3,0,0.022013422818791945,1,0.02058165548098434,0,0.018970917225950783,1,0.019328859060402683,0,0.022192393736017897,3,0.01915503043322592
DuplicationDivergence,50,0.1,1,0.022857142857142857,20,0.007729468599033816,5,0.01810699588477366,9,0.015138772077375946,29,0.0,12,0.013805004314063849
DuplicationDivergence,50,0.3,2,0.03758169934640523,3,0.03600654664484452,0,0.04244897959183674,0,0.03918367346938775,6,0.03966942148760331,1,0.04081632653061224
DuplicationDivergence,100,0.1,1,0.017373737373737375,1,0.01616161616161616,1,0.011313131313131313,1,0.01696969696969697,0,0.016565656565656565,3,0.014554275318374773
DuplicationDivergence,100,0.3,0,0.02909090909090909,1,0.02909090909090909,0,0.030303030303030304,2,0.028692665184885835,0,0.03434343434343434,0,0.028686868686868688
DuplicationDivergence,150,0.1,2,0.01557186325398246,2,0.014676928584213352,2,0.012708072310721318,4,0.0159369683946638,0,0.017539149888143177,1,0.013422818791946308
DuplicationDivergence,150,0.3,11,0.02068345323741007,1,0.019507829977628635,0,0.019865771812080536,0,0.01879194630872483,3,0.02166129609738632,1,0.019507829977628635
DuplicationDivergence,50,0.1,7,0.019933554817275746,5,0.01316872427983539,3,0.022913256955810146,1,0.029387755102040815,1,0.031020408163265307,2,0.02287581699346405
DuplicationDivergence,50,0.3,0,0.026122448979591838,2,0.027777777777777776,2,0.027777777777777776,0,0.022857142857142857,6,0.026446280991735537,2,0.026143790849673203
DuplicationDivergence,100,0.1,5,0.017408906882591092,3,0.014554275318374773,3,0.016171417020416416,1,0.020606060606060607,16,0.011180124223602485,1,0.02303030303030303
DuplicationDivergence,100,0.3,4,0.03033980582524272,1,0.02909090909090909,1,0.028282828282828285,1,0.028686868686868688,4,0.02953074433656958,1,0.030303030303030304
DuplicationDivergence,150,0.1,1,0.014675615212527963,3,0.014321518080916577,0,0.011812080536912751,0,0.012885906040268456,1,0.01664429530201342,1,0.01378076062639821
DuplicationDivergence,150,0.3,6,0.023655913978494623,1,0.025771812080536912,2,0.02470019688562735,0,0.028814317673378075,2,0.02702702702702703,0,0.02756152125279642
DuplicationDivergence,50,0.1,1,0.0326530612244898,3,0.02618657937806874,1,0.027755102040816326,1,0.024489795918367346,4,0.022969647251845776,0,0.029387755102040815
DuplicationDivergence,50,0.3,1,0.026122448979591838,1,0.037551020408163265,0,0.037551020408163265,0,0.035918367346938776,9,0.03700588730025231,0,0.024489795918367346
DuplicationDivergence,100,0.1,5,0.013360323886639677,4,0.014563106796116505,0,0.013737373737373737,1,0.01818181818181818,6,0.016210739614994935,2,0.015760759749444332
DuplicationDivergence,100,0.3,8,0.024380333197887037,1,0.025454545454545455,0,0.02181818181818182,7,0.027186041793467234,21,0.015611814345991562,0,0.024242424242424242
DuplicationDivergence,150,0.1,3,0.014858575008950948,1,0.01395973154362416,0,0.012170022371364653,1,0.012170022371364653,1,0.014317673378076063,1,0.011991051454138703
DuplicationDivergence,150,0.3,1,0.01378076062639821,16,0.00976933514246947,1,0.017718120805369126,3,0.014500537056928034,1,0.014675615212527963,1,0.014317673378076063
DuplicationDivergence,50,0.1,1,0.027755102040816326,0,0.031020408163265307,0,0.026122448979591838,0,0.026122448979591838,0,0.027755102040816326,4,0.02461033634126333
DuplicationDivergence,50,0.3,4,0.0,6,0.0,4,0.0,4,0.0,7,0.0,4,0.0
DuplicationDivergence,100,0.1,2,0.01858961406344716,1,0.01818181818181818,0,0.013333333333333334,1,0.01696969696969697,1,0.021414141414141413,0,0.015353535353535354
DuplicationDivergence,100,0.3,10,0.023241590214067277,1,0.026262626262626262,0,0.023434343434343436,0,0.027474747474747475,1,0.026262626262626262,1,0.02909090909090909
DuplicationDivergence,150,0.1,8,0.012380012559433032,1,0.013243847874720358,1,0.012706935123042506,0,0.012527964205816556,1,0.015033557046979866,1,0.013422818791946308
DuplicationDivergence,150,0.3,3,0.024167561761546726,2,0.026490066225165563,1,0.022550335570469798,1,0.023445190156599554,0,0.026845637583892617,1,0.025950782997762864
DuplicationDivergence,50,0.1,1,0.03428571428571429,3,0.02618657937806874,0,0.029387755102040815,0,0.03428571428571429,5,0.027983539094650206,2,0.024509803921568627
DuplicationDivergence,50,0.3,0,0.04897959183673469,1,0.04081632653061224,0,0.04244897959183674,4,0.0475799835931091,0,0.03918367346938775,3,0.04091653027823241
DuplicationDivergence,100,0.1,1,0.011717171717171718,13,0.008210180623973728,2,0.010911295211153768,3,0.0072771376591873865,2,0.012931905435441503,5,0.010931174089068825
DuplicationDivergence,100,0.3,2,0.031521519498888664,1,0.027474747474747475,2,0.027480299050313194,0,0.0298989898989899,13,0.020114942528735632,1,0.03111111111111111
DuplicationDivergence,150,0.1,1,0.016465324384787473,0,0.013601789709172259,0,0.014854586129753915,1,0.015391498881431768,1,0.016107382550335572,0,0.016107382550335572
DuplicationDivergence,150,0.3,5,0.028481862964621584,0,0.025592841163310964,0,0.02774049217002237,2,0.026490066225165563,8,0.025477707006369428,2,0.02631107929121174
DuplicationDivergence,50,0.1,0,0.03918367346938775,4,0.029532403609515995,1,0.022857142857142857,1,0.029387755102040815,8,0.02172096908939014,1,0.0326530612244898
DuplicationDivergence,50,0.3,6,0.02809917355371901,6,0.02809917355371901,0,0.022857142857142857,1,0.031020408163265307,8,0.02172096908939014,5,0.03292181069958848
DuplicationDivergence,100,0.1,10,0.01834862385321101,1,0.018585858585858588,0,0.01494949494949495,1,0.018585858585858588,1,0.018585858585858588,2,0.016973125884016973
DuplicationDivergence,100,0.3,2,0.031521519498888664,1,0.024242424242424242,1,0.027474747474747475,0,0.030303030303030304,1,0.03232323232323232,4,0.02953074433656958
DuplicationDivergence,150,0.1,1,0.014138702460850111,1,0.013422818791946308,2,0.011992124574906032,0,0.013243847874720358,1,0.015391498881431768,0,0.014138702460850111
DuplicationDivergence,150,0.3,3,0.021124239169351952,1,0.021476510067114093,1,0.021118568232662192,1,0.021297539149888144,1,0.02272930648769575,1,0.020044742729306488
DuplicationDivergence,50,0.1,0,0.045714285714285714,9,0.023549201009251473,0,0.035918367346938776,1,0.03918367346938775,15,0.0125,1,0.03918367346938775
DuplicationDivergence,50,0.3,10,0.01694915254237288,5,0.027983539094650206,0,0.04081632653061224,1,0.045714285714285714,0,0.044081632653061226,1,0.0473469387755102
DuplicationDivergence,100,0.1,1,0.022222222222222223,2,0.01858961406344716,0,0.01575757575757576,0,0.017373737373737375,0,0.018585858585858588,1,0.01818181818181818
DuplicationDivergence,100,0.3,3,0.026278552658176673,0,0.028282828282828285,0,0.02585858585858586,1,0.02707070707070707,4,0.024676375404530743,0,0.024646464646464646
DuplicationDivergence,150,0.1,1,0.014317673378076063,4,0.0121765601217656,0,0.012706935123042506,1,0.014138702460850111,2,0.015392876320028637,1,0.014138702460850111
DuplicationDivergence,150,0.3,1,0.02058165548098434,0,0.019865771812080536,1,0.01879194630872483,2,0.018972614999105065,0,0.02093959731543624,0,0.019149888143176735
DuplicationDivergence,50,0.1,9,0.025231286795626577,0,0.026122448979591838,2,0.02287581699346405,3,0.031096563011456628,0,0.029387755102040815,0,0.022857142857142857
DuplicationDivergence,50,0.3,12,0.03451251078515962,2,0.03594771241830065,1,0.027755102040816326,0,0.05061224489795919,20,0.00966183574879227,1,0.0473469387755102
DuplicationDivergence,100,0.1,0,0.01696969696969697,2,0.016569003839159425,0,0.01494949494949495,0,0.017777777777777778,2,0.019801980198019802,5,0.01700404858299595
DuplicationDivergence,100,0.3,5,0.029149797570850202,2,0.023439078601737724,3,0.027087123509197494,1,0.033535353535353536,4,0.025080906148867314,0,0.0298989898989899
DuplicationDivergence,150,0.1,0,0.015391498881431768,6,0.013082437275985664,0,0.010917225950782998,0,0.011633109619686801,6,0.013620071684587814,1,0.010380313199105146
DuplicationDivergence,150,0.3,4,0.0175485719401916,1,0.017897091722595078,0,0.015570469798657718,1,0.017718120805369126,1,0.017360178970917226,0,0.017718120805369126
DuplicationDivergence,50,0.1,2,0.03104575163398693,1,0.029387755102040815,1,0.031020408163265307,4,0.026251025430680888,1,0.029387755102040815,3,0.027823240589198037
DuplicationDivergence,50,0.3,10,0.01864406779661017,1,0.03428571428571429,1,0.035918367346938776,0,0.035918367346938776,2,0.027777777777777776,1,0.04244897959183674
DuplicationDivergence,100,0.1,5,0.01862348178137652,12,0.015561015561015561,4,0.01982200647249191,4,0.016181229773462782,6,0.017831813576494427,8,0.01828524989841528
DuplicationDivergence,100,0.3,0,0.023434343434343436,1,0.02181818181818182,0,0.019393939393939394,1,0.014545454545454545,1,0.018585858585858588,1,0.022626262626262626
DuplicationDivergence,150,0.1,3,0.013963480128893663,1,0.017002237136465325,1,0.012885906040268456,0,0.015212527964205816,5,0.016480071652485447,1,0.014675615212527963
DuplicationDivergence,150,0.3,1,0.01843400447427293,1,0.020044742729306488,0,0.017002237136465325,3,0.019692087361260293,1,0.022192393736017897,4,0.0166532366371206
DuplicationDivergence,50,0.1,5,0.023045267489711935,0,0.026122448979591838,0,0.026122448979591838,1,0.024489795918367346,0,0.024489795918367346,0,0.024489795918367346
DuplicationDivergence,50,0.3,3,0.05073649754500818,1,0.024489795918367346,1,0.035918367346938776,8,0.031746031746031744,5,0.023045267489711935,7,0.019933554817275746
DuplicationDivergence,100,0.1,19,0.00962544465369324,3,0.019001414998989285,1,0.01616161616161616,5,0.010931174089068825,5,0.014979757085020242,6,0.01458966565349544
DuplicationDivergence,100,0.3,3,0.028704265211239133,0,0.02585858585858586,3,0.030725692338791185,0,0.02666666666666667,1,0.029494949494949494,0,0.027474747474747475
DuplicationDivergence,150,0.1,0,0.017897091722595078,1,0.013601789709172259,0,0.013422818791946308,0,0.015033557046979866,1,0.018970917225950783,2,0.017182745659566852
DuplicationDivergence,150,0.3,3,0.022556390977443608,1,0.021834451901565997,0,0.019686800894854587,0,0.02022371364653244,3,0.023988542785535267,0,0.02272930648769575
DuplicationDivergence,50,0.1,4,0.029532403609515995,1,0.024489795918367346,1,0.027755102040816326,0,0.03428571428571429,0,0.026122448979591838,1,0.026122448979591838
DuplicationDivergence,50,0.3,6,0.047933884297520664,1,0.035918367346938776,1,0.04081632653061224,1,0.05061224489795919,2,0.0457516339869281,1,0.04081632653061224
DuplicationDivergence,100,0.1,7,0.01582471089470481,1,0.017373737373737375,1,0.01494949494949495,3,0.015767131594906003,1,0.019393939393939394,0,0.017777777777777778
DuplicationDivergence,100,0.3,1,0.022626262626262626,15,0.01568627450980392,1,0.02707070707070707,0,0.028282828282828285,2,0.027076177005455646,3,0.025469981807155852
DuplicationDivergence,150,0.1,1,0.01592841163310962,3,0.014321518080916577,1,0.012170022371364653,0,0.013243847874720358,1,0.017181208053691274,3,0.013247404224847834
DuplicationDivergence,150,0.3,3,0.023809523809523808,1,0.02237136465324385,0,0.021476510067114093,0,0.022550335570469798,4,0.0234577849404602,2,0.022552353678181494
DuplicationDivergence,50,0.1,3,0.029459901800327332,1,0.031020408163265307,1,0.026122448979591838,1,0.026122448979591838,4,0.02789171452009844,0,0.029387755102040815
DuplicationDivergence,50,0.3,8,0.03007518796992481,0,0.04244897959183674,0,0.035918367346938776,0,0.04244897959183674,1,0.03918367346938775,1,0.035918367346938776
DuplicationDivergence,100,0.1,9,0.01628001628001628,2,0.01616488179430188,0,0.015353535353535354,1,0.019797979797979797,1,0.019797979797979797,0,0.020202020202020204
DuplicationDivergence,100,0.3,1,0.03191919191919192,1,0.028282828282828285,1,0.02909090909090909,2,0.027480299050313194,1,0.028686868686868688,1,0.030707070707070707
DuplicationDivergence,150,0.1,9,0.014184397163120567,4,0.012713761303608202,0,0.012885906040268456,1,0.013064876957494408,2,0.01431895471630571,1,0.012706935123042506
