type,vertex_count,probability,original_fp,original_energy,eigenvector_fp,eigenvector_energy,pagerank_fp,pagerank_energy,betweenness_fp,betweenness_energy,clustering_fp,clustering_energy,degree_fp,degree_energy
DuplicationDivergence,150,0.3,5,0.022928795342588446,1,0.023266219239373602,2,0.021478432074458563,1,0.022192393736017897,0,0.02541387024608501,0,0.022013422818791945
DuplicationDivergence,50,0.1,16,0.007239819004524887,0,0.0326530612244898,0,0.017959183673469388,0,0.019591836734693877,0,0.027755102040816326,1,0.04081632653061224
DuplicationDivergence,50,0.3,1,0.04081632653061224,0,0.0326530612244898,0,0.04081632653061224,1,0.0326530612244898,3,0.0425531914893617,0,0.03918367346938775
DuplicationDivergence,100,0.1,1,0.019797979797979797,0,0.01818181818181818,0,0.018585858585858588,1,0.020606060606060607,0,0.022222222222222223,2,0.01737724792887452
DuplicationDivergence,100,0.3,0,0.03474747474747475,4,0.031957928802589,0,0.03151515151515152,1,0.03313131313131313,4,0.032766990291262135,0,0.03232323232323232
DuplicationDivergence,150,0.1,1,0.016465324384787473,0,0.01378076062639821,0,0.013601789709172259,0,0.012348993288590604,3,0.01611170784103115,0,0.014496644295302013
DuplicationDivergence,150,0.3,11,0.02535971223021583,7,0.029406490944952485,0,0.026487695749440716,0,0.02917225950782998,1,0.030246085011185683,4,0.028471662637657803
DuplicationDivergence,50,0.1,4,0.014766201804757998,0,0.035918367346938776,1,0.031020408163265307,1,0.03428571428571429,1,0.037551020408163265,4,0.01804757998359311
DuplicationDivergence,50,0.3,0,0.04897959183673469,0,0.05061224489795919,1,0.04897959183673469,1,0.052244897959183675,0,0.0473469387755102,1,0.05061224489795919
DuplicationDivergence,100,0.1,1,0.020202020202020204,0,0.01616161616161616,0,0.015353535353535354,1,0.015353535353535354,7,0.01907080543720836,1,0.014545454545454545
DuplicationDivergence,100,0.3,0,0.030707070707070707,1,0.030303030303030304,0,0.028282828282828285,1,0.02585858585858586,6,0.03282674772036474,3,0.02304426925409339
DuplicationDivergence,150,0.1,2,0.015213889386074816,0,0.012885906040268456,1,0.011812080536912751,1,0.014317673378076063,3,0.013068385248836377,0,0.013243847874720358
DuplicationDivergence,150,0.3,5,0.018629646215853113,16,0.013930348258706468,0,0.017539149888143177,0,0.022192393736017897,5,0.015584415584415584,2,0.019151601933058888
DuplicationDivergence,50,0.1,17,0.005509641873278237,6,0.01652892561983471,1,0.03428571428571429,1,0.031020408163265307,10,0.015254237288135594,1,0.022857142857142857
DuplicationDivergence,50,0.3,1,0.035918367346938776,0,0.03428571428571429,1,0.03428571428571429,1,0.03428571428571429,2,0.032679738562091505,1,0.037551020408163265
DuplicationDivergence,100,0.1,1,0.01898989898989899,1,0.01575757575757576,1,0.015353535353535354,1,0.01818181818181818,0,0.02101010101010101,0,0.019797979797979797
DuplicationDivergence,100,0.3,1,0.019797979797979797,12,0.01760851760851761,0,0.025050505050505052,1,0.02585858585858586,3,0.021831412977562158,2,0.023034956556880176
DuplicationDivergence,150,0.1,3,0.014679556032939491,2,0.015034902452120994,0,0.014854586129753915,0,0.014138702460850111,3,0.015037593984962405,5,0.013972234661889835
DuplicationDivergence,150,0.3,4,0.025606589667830602,2,0.0234472883479506,0,0.021118568232662192,1,0.023982102908277406,5,0.02472010747872817,1,0.022192393736017897
DuplicationDivergence,50,0.1,8,0.02172096908939014,5,0.00823045267489712,0,0.022857142857142857,1,0.026122448979591838,3,0.019639934533551555,2,0.0196078431372549
DuplicationDivergence,50,0.3,20,0.001932367149758454,1,0.027755102040816326,1,0.045714285714285714,3,0.019639934533551555,1,0.04897959183673469,3,0.027823240589198037
DuplicationDivergence,100,0.1,18,0.01876172607879925,7,0.016230472712517752,1,0.02101010101010101,4,0.015372168284789644,4,0.01982200647249191,1,0.018585858585858588
DuplicationDivergence,100,0.3,1,0.025454545454545455,2,0.027076177005455646,4,0.027103559870550162,1,0.025454545454545455,1,0.025050505050505052,5,0.024696356275303644
DuplicationDivergence,150,0.1,2,0.01575085018793628,3,0.01593268886501969,0,0.01395973154362416,2,0.015034902452120994,4,0.0159369683946638,3,0.01217329036877909
DuplicationDivergence,150,0.3,2,0.019867549668874173,0,0.018970917225950783,0,0.017002237136465325,0,0.01879194630872483,0,0.021476510067114093,2,0.018972614999105065
DuplicationDivergence,50,0.1,1,0.0326530612244898,2,0.024509803921568627,1,0.031020408163265307,0,0.027755102040816326,3,0.02618657937806874,3,0.029459901800327332
DuplicationDivergence,50,0.3,4,0.029532403609515995,1,0.04081632653061224,1,0.035918367346938776,1,0.044081632653061226,1,0.044081632653061226,8,0.036758563074352546
DuplicationDivergence,100,0.1,1,0.02101010101010101,3,0.015767131594906003,0,0.01616161616161616,0,0.017373737373737375,13,0.015188834154351396,0,0.01898989898989899
DuplicationDivergence,100,0.3,7,0.023128423615337797,1,0.030303030303030304,0,0.02666666666666667,1,0.02585858585858586,10,0.024057084607543324,11,0.018794688457609805
DuplicationDivergence,150,0.1,10,0.014914645103324348,5,0.013076578593819973,1,0.014675615212527963,0,0.01574944071588367,1,0.017718120805369126,1,0.015391498881431768
DuplicationDivergence,150,0.3,1,0.0229082774049217,0,0.017718120805369126,0,0.015033557046979866,0,0.017181208053691274,11,0.017985611510791366,1,0.01879194630872483
DuplicationDivergence,50,0.1,0,0.031020408163265307,0,0.024489795918367346,1,0.029387755102040815,0,0.027755102040816326,3,0.024549918166939442,0,0.024489795918367346
DuplicationDivergence,50,0.3,5,0.04279835390946502,4,0.03609515996718622,2,0.04084967320261438,1,0.045714285714285714,1,0.04244897959183674,1,0.0326530612244898
DuplicationDivergence,100,0.1,4,0.013349514563106795,2,0.01858961406344716,0,0.018585858585858588,1,0.019393939393939394,0,0.02181818181818182,0,0.017373737373737375
DuplicationDivergence,100,0.3,6,0.028774062816616007,9,0.02157102157102157,0,0.02383838383838384,1,0.03232323232323232,2,0.02263083451202263,3,0.02425712553062462
DuplicationDivergence,150,0.1,2,0.013424020046536603,4,0.0121765601217656,0,0.012706935123042506,0,0.013064876957494408,1,0.01378076062639821,1,0.012348993288590604
DuplicationDivergence,150,0.3,3,0.020050125313283207,2,0.019151601933058888,0,0.019328859060402683,1,0.019149888143176735,0,0.016823266219239373,1,0.017539149888143177
DuplicationDivergence,50,0.1,1,0.024489795918367346,2,0.026143790849673203,1,0.03428571428571429,3,0.019639934533551555,10,0.020338983050847456,5,0.027983539094650206
DuplicationDivergence,50,0.3,7,0.03488372093023256,1,0.024489795918367346,2,0.017973856209150325,2,0.0196078431372549,0,0.03918367346938775,1,0.022857142857142857
DuplicationDivergence,100,0.1,10,0.013863404689092763,3,0.014554275318374773,0,0.01898989898989899,6,0.011752786220871328,6,0.0121580547112462,1,0.021414141414141413
DuplicationDivergence,100,0.3,8,0.01950426655830963,3,0.029512836062259955,1,0.0298989898989899,1,0.03313131313131313,1,0.026262626262626262,2,0.025055566781167913
DuplicationDivergence,150,0.1,0,0.015391498881431768,2,0.013960980848398067,2,0.012887059244675139,7,0.014882553344091805,6,0.013440860215053764,0,0.014317673378076063
DuplicationDivergence,150,0.3,1,0.029351230425055927,1,0.025592841163310964,1,0.026308724832214764,1,0.026487695749440716,2,0.02738500089493467,0,0.026845637583892617
DuplicationDivergence,50,0.1,7,0.029900332225913623,1,0.027755102040816326,0,0.024489795918367346,0,0.027755102040816326,1,0.027755102040816326,0,0.027755102040816326
DuplicationDivergence,50,0.3,0,0.04244897959183674,1,0.04244897959183674,3,0.022913256955810146,0,0.04244897959183674,1,0.04244897959183674,3,0.03764320785597381
DuplicationDivergence,100,0.1,6,0.016616008105369808,1,0.014141414141414142,0,0.019393939393939394,1,0.023434343434343436,0,0.021414141414141413,1,0.018585858585858588
DuplicationDivergence,100,0.3,0,0.030303030303030304,2,0.03192564154374621,1,0.03111111111111111,1,0.03111111111111111,0,0.03151515151515152,1,0.026262626262626262
DuplicationDivergence,150,0.1,2,0.012708072310721318,1,0.014854586129753915,1,0.012885906040268456,0,0.014138702460850111,1,0.01592841163310962,1,0.01378076062639821
DuplicationDivergence,150,0.3,6,0.02186379928315412,0,0.022192393736017897,0,0.017539149888143177,0,0.019328859060402683,2,0.020404510470735635,1,0.020402684563758388
DuplicationDivergence,50,0.1,4,0.014766201804757998,5,0.01316872427983539,1,0.017959183673469388,1,0.0163265306122449,11,0.017094017094017096,1,0.02122448979591837
DuplicationDivergence,50,0.3,7,0.03488372093023256,8,0.03007518796992481,3,0.024549918166939442,1,0.05061224489795919,2,0.04738562091503268,9,0.02691337258200168
DuplicationDivergence,100,0.1,2,0.020610224287734895,0,0.019797979797979797,1,0.019393939393939394,1,0.017777777777777778,4,0.019417475728155338,1,0.02101010101010101
DuplicationDivergence,100,0.3,1,0.03232323232323232,2,0.0266720549605981,7,0.030432136335970784,0,0.02707070707070707,0,0.030303030303030304,12,0.025798525798525797
DuplicationDivergence,150,0.1,0,0.015212527964205816,1,0.015570469798657718,0,0.012527964205816556,3,0.01342642320085929,0,0.017002237136465325,1,0.013601789709172259
DuplicationDivergence,150,0.3,1,0.02058165548098434,1,0.017539149888143177,0,0.01664429530201342,2,0.01807768032933596,0,0.0229082774049217,0,0.017002237136465325
DuplicationDivergence,50,0.1,3,0.02127659574468085,2,0.0196078431372549,1,0.02122448979591837,4,0.013125512715340444,12,0.015530629853321829,3,0.016366612111292964
DuplicationDivergence,50,0.3,1,0.037551020408163265,1,0.0326530612244898,1,0.03428571428571429,5,0.02139917695473251,2,0.02287581699346405,1,0.0326530612244898
DuplicationDivergence,100,0.1,0,0.025454545454545455,5,0.01700404858299595,1,0.01898989898989899,1,0.02101010101010101,4,0.015372168284789644,1,0.020202020202020204
DuplicationDivergence,100,0.3,4,0.032362459546925564,5,0.025910931174089068,0,0.024242424242424242,0,0.03191919191919192,7,0.02678027997565429,3,0.025469981807155852
DuplicationDivergence,150,0.1,4,0.015220700152207,1,0.015391498881431768,0,0.012527964205816556,2,0.015034902452120994,1,0.01807606263982103,1,0.014854586129753915
DuplicationDivergence,150,0.3,1,0.01843400447427293,2,0.0159298371218901,0,0.017002237136465325,0,0.017181208053691274,4,0.020055510788790403,1,0.015570469798657718
DuplicationDivergence,50,0.1,7,0.03488372093023256,4,0.016406890894175553,2,0.029411764705882353,1,0.022857142857142857,3,0.02127659574468085,0,0.035918367346938776
DuplicationDivergence,50,0.3,0,0.04897959183673469,1,0.0473469387755102,4,0.04265791632485644,0,0.04081632653061224,7,0.03156146179401993,2,0.05065359477124183
DuplicationDivergence,100,0.1,8,0.016659894351889477,0,0.01575757575757576,1,0.01818181818181818,1,0.014545454545454545,4,0.020226537216828478,0,0.02303030303030303
DuplicationDivergence,100,0.3,0,0.028686868686868688,1,0.03474747474747475,9,0.02035002035002035,0,0.03191919191919192,0,0.029494949494949494,9,0.02197802197802198
DuplicationDivergence,150,0.1,1,0.014675615212527963,2,0.012529085376767496,0,0.010022371364653244,0,0.013243847874720358,1,0.01574944071588367,1,0.010380313199105146
DuplicationDivergence,150,0.3,4,0.017906706061420002,1,0.01879194630872483,1,0.015212527964205816,1,0.01592841163310962,2,0.016645784857705386,1,0.016465324384787473
DuplicationDivergence,50,0.1,12,0.010353753235547885,17,0.009182736455463728,1,0.031020408163265307,1,0.035918367346938776,1,0.024489795918367346,6,0.023140495867768594
DuplicationDivergence,50,0.3,5,0.047736625514403296,0,0.04897959183673469,3,0.03764320785597381,1,0.053877551020408164,2,0.04084967320261438,0,0.05061224489795919
DuplicationDivergence,100,0.1,0,0.02181818181818182,1,0.020202020202020204,0,0.01575757575757576,0,0.01898989898989899,1,0.020606060606060607,1,0.01898989898989899
DuplicationDivergence,100,0.3,0,0.028686868686868688,13,0.022988505747126436,1,0.02303030303030303,1,0.028686868686868688,5,0.024696356275303644,1,0.028282828282828285
DuplicationDivergence,150,0.1,1,0.014496644295302013,4,0.0118184260005372,0,0.009843400447427294,0,0.010738255033557046,1,0.01574944071588367,0,0.014138702460850111
DuplicationDivergence,150,0.3,5,0.022749664128974473,9,0.019391327767304067,6,0.019175627240143368,1,0.019149888143176735,13,0.021086780210867802,2,0.02112045820655092
DuplicationDivergence,50,0.1,0,0.0326530612244898,0,0.035918367346938776,0,0.024489795918367346,1,0.035918367346938776,0,0.029387755102040815,0,0.029387755102040815
DuplicationDivergence,50,0.3,0,0.04897959183673469,2,0.05228758169934641,3,0.044189852700491,1,0.045714285714285714,1,0.052244897959183675,1,0.0473469387755102
DuplicationDivergence,100,0.1,1,0.021414141414141413,2,0.015760759749444332,0,0.016565656565656565,1,0.01818181818181818,0,0.021414141414141413,0,0.01818181818181818
DuplicationDivergence,100,0.3,1,0.030303030303030304,1,0.027878787878787878,0,0.022222222222222223,0,0.023434343434343436,2,0.031117397454031116,4,0.02953074433656958
DuplicationDivergence,150,0.1,1,0.015570469798657718,2,0.013424020046536603,0,0.009843400447427294,0,0.012706935123042506,0,0.015570469798657718,1,0.012527964205816556
DuplicationDivergence,150,0.3,3,0.02756892230576441,2,0.024521209951673527,0,0.021118568232662192,0,0.022013422818791945,3,0.024883637665592553,0,0.022550335570469798
DuplicationDivergence,50,0.1,4,0.02461033634126333,3,0.02618657937806874,1,0.0326530612244898,1,0.029387755102040815,0,0.0326530612244898,0,0.0326530612244898
DuplicationDivergence,50,0.3,0,0.045714285714285714,1,0.04244897959183674,0,0.04244897959183674,0,0.04081632653061224,2,0.042483660130718956,34,0.009036144578313253
DuplicationDivergence,100,0.1,1,0.01616161616161616,3,0.015767131594906003,1,0.01818181818181818,1,0.016565656565656565,5,0.01700404858299595,0,0.01696969696969697
DuplicationDivergence,100,0.3,2,0.025863810870883006,2,0.02424732269145282,0,0.025050505050505052,0,0.02181818181818182,0,0.025454545454545455,1,0.027878787878787878
DuplicationDivergence,150,0.1,3,0.014858575008950948,1,0.014496644295302013,0,0.013422818791946308,0,0.013243847874720358,1,0.014496644295302013,1,0.01378076062639821
DuplicationDivergence,150,0.3,2,0.020583497404689458,1,0.020044742729306488,0,0.016107382550335572,1,0.017718120805369126,1,0.019328859060402683,0,0.01664429530201342
DuplicationDivergence,50,0.1,3,0.02618657937806874,0,0.024489795918367346,1,0.022857142857142857,0,0.029387755102040815,8,0.02172096908939014,3,0.02618657937806874
DuplicationDivergence,50,0.3,3,0.031096563011456628,1,0.04081632653061224,1,0.04081632653061224,1,0.04081632653061224,7,0.04318936877076412,2,0.0392156862745098
DuplicationDivergence,100,0.1,0,0.01818181818181818,14,0.014406256431364478,0,0.01575757575757576,0,0.01818181818181818,13,0.013546798029556651,6,0.018642350557244173
DuplicationDivergence,100,0.3,10,0.022426095820591234,1,0.024646464646464646,0,0.022626262626262626,0,0.01898989898989899,1,0.030707070707070707,1,0.020606060606060607
DuplicationDivergence,150,0.1,0,0.015212527964205816,8,0.01220059208755719,1,0.014496644295302013,0,0.015212527964205816,0,0.014496644295302013,1,0.014317673378076063
DuplicationDivergence,150,0.3,5,0.02077922077922078,1,0.018970917225950783,0,0.018612975391498882,0,0.019507829977628635,8,0.020095092850094195,0,0.019686800894854587
DuplicationDivergence,50,0.1,1,0.017959183673469388,1,0.019591836734693877,1,0.027755102040816326,0,0.019591836734693877,11,0.020512820512820513,4,0.016406890894175553
DuplicationDivergence,50,0.3,9,0.018502943650126155,1,0.029387755102040815,0,0.026122448979591838,2,0.03104575163398693,1,0.031020408163265307,0,0.0326530612244898
DuplicationDivergence,100,0.1,0,0.02101010101010101,1,0.020202020202020204,0,0.01575757575757576,0,0.01818181818181818,0,0.019797979797979797,4,0.015776699029126214
DuplicationDivergence,100,0.3,0,0.03272727272727273,1,0.02585858585858586,6,0.021073961499493414,0,0.02666666666666667,10,0.029765545361875638,1,0.024242424242424242
DuplicationDivergence,150,0.1,1,0.01395973154362416,3,0.013605442176870748,1,0.012348993288590604,1,0.014496644295302013,10,0.012039532794249776,6,0.013978494623655914
DuplicationDivergence,150,0.3,1,0.01879194630872483,1,0.023266219239373602,0,0.01807606263982103,1,0.021118568232662192,7,0.018827326519634213,1,0.01628635346756152
DuplicationDivergence,50,0.1,1,0.026122448979591838,0,0.022857142857142857,0,0.027755102040816326,1,0.024489795918367346,3,0.029459901800327332,2,0.026143790849673203
DuplicationDivergence,50,0.3,0,0.03918367346938775,9,0.050462573591253154,0,0.04897959183673469,1,0.045714285714285714,1,0.05061224489795919,15,0.019642857142857142
DuplicationDivergence,100,0.1,0,0.01898989898989899,0,0.015353535353535354,0,0.015353535353535354,1,0.017373737373737375,2,0.018185492018589614,1,0.016565656565656565
DuplicationDivergence,100,0.3,3,0.029108550636749546,15,0.02063983488132095,0,0.022626262626262626,1,0.02303030303030303,1,0.0298989898989899,3,0.025065696381645443
DuplicationDivergence,150,0.1,3,0.014858575008950948,2,0.012708072310721318,0,0.011812080536912751,0,0.012706935123042506,1,0.015570469798657718,2,0.014139967782351888
DuplicationDivergence,150,0.3,0,0.022013422818791945,4,0.0189811084251052,0,0.01843400447427293,0,0.02093959731543624,1,0.0229082774049217,6,0.02060931899641577
DuplicationDivergence,50,0.1,0,0.0326530612244898,0,0.027755102040816326,0,0.029387755102040815,0,0.024489795918367346,4,0.034454470877768664,0,0.027755102040816326
DuplicationDivergence,50,0.3,0,0.027755102040816326,6,0.03471074380165289,0,0.027755102040816326,0,0.022857142857142857,1,0.035918367346938776,0,0.03428571428571429
DuplicationDivergence,100,0.1,3,0.021831412977562158,4,0.01982200647249191,1,0.01696969696969697,1,0.01898989898989899,6,0.017831813576494427,1,0.017777777777777778
DuplicationDivergence,100,0.3,5,0.014979757085020242,2,0.021014346332592443,1,0.019393939393939394,2,0.01858961406344716,1,0.024646464646464646,5,0.012955465587044534
DuplicationDivergence,150,0.1,1,0.014138702460850111,10,0.01311769991015274,1,0.011991051454138703,0,0.014854586129753915,1,0.015212527964205816,0,0.013422818791946308
DuplicationDivergence,150,0.3,2,0.020583497404689458,6,0.01935483870967742,0,0.02058165548098434,1,0.020044742729306488,4,0.019697376667562,1,0.019686800894854587
DuplicationDivergence,50,0.1,2,0.03431372549019608,3,0.027823240589198037,0,0.031020408163265307,2,0.026143790849673203,11,0.013675213675213675,0,0.035918367346938776
DuplicationDivergence,50,0.3,0,0.045714285714285714,16,0.02171945701357466,0,0.04897959183673469,1,0.04897959183673469,0,0.04244897959183674,0,0.0473469387755102
DuplicationDivergence,100,0.1,4,0.020226537216828478,0,0.020202020202020204,1,0.01898989898989899,0,0.019393939393939394,0,0.02101010101010101,1,0.018585858585858588
DuplicationDivergence,100,0.3,6,0.024721377912867274,3,0.027895694360218316,0,0.023434343434343436,0,0.027878787878787878,5,0.02874493927125506,0,0.028282828282828285
DuplicationDivergence,150,0.1,0,0.01664429530201342,3,0.014500537056928034,1,0.011633109619686801,1,0.015570469798657718,6,0.016666666666666666,0,0.015033557046979866
DuplicationDivergence,150,0.3,2,0.0234472883479506,2,0.016108824055843924,1,0.01807606263982103,7,0.018110095033171958,4,0.019518309606947802,1,0.018612975391498882
DuplicationDivergence,50,0.1,0,0.02122448979591837,1,0.031020408163265307,0,0.024489795918367346,0,0.029387755102040815,0,0.0326530612244898,2,0.0196078431372549
DuplicationDivergence,50,0.3,18,0.020522388059701493,14,0.015873015873015872,2,0.04084967320261438,8,0.02506265664160401,1,0.045714285714285714,1,0.035918367346938776
DuplicationDivergence,100,0.1,4,0.023058252427184466,5,0.01659919028340081,0,0.020606060606060607,0,0.022222222222222223,2,0.016973125884016973,2,0.017781369973732065
DuplicationDivergence,100,0.3,1,0.03151515151515152,1,0.029494949494949494,0,0.03111111111111111,1,0.030707070707070707,1,0.028686868686868688,0,0.028686868686868688
DuplicationDivergence,150,0.1,2,0.01449794165025953,2,0.011276176839090747,0,0.010201342281879194,1,0.014138702460850111,1,0.014317673378076063,0,0.011275167785234899
DuplicationDivergence,150,0.3,0,0.02523489932885906,6,0.01971326164874552,1,0.021476510067114093,0,0.021297539149888144,2,0.02487918381958117,3,0.022556390977443608
DuplicationDivergence,50,0.1,2,0.026143790849673203,0,0.026122448979591838,1,0.027755102040816326,0,0.024489795918367346,1,0.027755102040816326,0,0.026122448979591838
DuplicationDivergence,50,0.3,8,0.026733500417710943,2,0.03104575163398693,1,0.03918367346938775,1,0.04081632653061224,6,0.03305785123966942,0,0.035918367346938776
DuplicationDivergence,100,0.1,1,0.01696969696969697,1,0.01575757575757576,8,0.017472572125152377,1,0.017777777777777778,0,0.022222222222222223,3,0.016171417020416416
DuplicationDivergence,100,0.3,1,0.02303030303030303,2,0.025863810870883006,0,0.025454545454545455,0,0.021414141414141413,1,0.02585858585858586,1,0.024242424242424242
DuplicationDivergence,150,0.1,3,0.015216612960973864,1,0.014675615212527963,0,0.012348993288590604,1,0.009843400447427294,3,0.015037593984962405,1,0.010917225950782998
DuplicationDivergence,150,0.3,1,0.020760626398210292,1,0.02022371364653244,1,0.019865771812080536,2,0.019867549668874173,2,0.020404510470735635,1,0.019686800894854587
DuplicationDivergence,50,0.1,3,0.024549918166939442,1,0.03428571428571429,1,0.026122448979591838,1,0.03428571428571429,3,0.03273322422258593,3,0.02618657937806874
DuplicationDivergence,50,0.3,1,0.052244897959183675,1,0.029387755102040815,0,0.0326530612244898,2,0.024509803921568627,9,0.03532380151387721,1,0.031020408163265307
DuplicationDivergence,100,0.1,0,0.019393939393939394,3,0.02021427127552052,4,0.013754045307443365,1,0.01696969696969697,1,0.02101010101010101,1,0.018585858585858588
DuplicationDivergence,100,0.3,0,0.02909090909090909,0,0.024646464646464646,1,0.02666666666666667,1,0.025050505050505052,1,0.030707070707070707,5,0.02145748987854251
DuplicationDivergence,150,0.1,3,0.01163623344074472,0,0.013064876957494408,0,0.009664429530201342,0,0.011096196868008949,1,0.01145413870246085,0,0.011275167785234899
DuplicationDivergence,150,0.3,1,0.021834451901565997,4,0.021667114334318203,2,0.019867549668874173,1,0.0229082774049217,0,0.022550335570469798,1,0.021476510067114093
