type,vertex_count,dimension,original_fp,original_energy,eigenvector_fp,eigenvector_energy,pagerank_fp, pagerank_energy, betweenness_fp, betweenness_energy, clustering_fp, clustering_energy, degree_fp, degree_energy
grid,50,2,0,0.04081632653061224,0,0.04081632653061224,4,0.03773584905660377,1,0.02122448979591837,4,0.031173092698933553,5,0.03292181069958848
grid,100,2,0,0.028282828282828285,1,0.027474747474747475,0,0.024646464646464646,0,0.01898989898989899,0,0.022222222222222223,0,0.02909090909090909
grid,150,2,3,0.021124239169351952,0,0.019686800894854587,0,0.02093959731543624,2,0.014139967782351888,1,0.02237136465324385,0,0.021476510067114093
grid,50,2,1,0.03428571428571429,0,0.045714285714285714,0,0.0,4,0.026251025430680888,0,0.037551020408163265,1,0.05061224489795919
grid,100,2,0,0.027878787878787878,2,0.02141846837744999,2,0.023034956556880176,0,0.007676767676767677,0,0.025454545454545455,0,0.02666666666666667
grid,150,2,2,0.0209414712725971,0,0.019328859060402683,1,0.020760626398210292,1,0.012885906040268456,1,0.021655480984340045,0,0.021834451901565997
grid,50,2,1,0.04081632653061224,0,0.045714285714285714,1,0.03918367346938775,0,0.026122448979591838,1,0.03428571428571429,0,0.031020408163265307
grid,100,2,0,0.02585858585858586,3,0.027491408934707903,1,0.02383838383838384,0,0.019393939393939394,4,0.027103559870550162,1,0.025454545454545455
grid,150,2,0,0.0229082774049217,0,0.021834451901565997,0,0.021297539149888144,2,0.01700375872561303,1,0.021834451901565997,3,0.022556390977443608
grid,50,2,0,0.03918367346938775,10,0.0,0,0.029387755102040815,0,0.0,2,0.03104575163398693,0,0.031020408163265307
grid,100,2,1,0.028282828282828285,1,0.026262626262626262,0,0.024242424242424242,0,0.008484848484848486,0,0.027474747474747475,0,0.02585858585858586
grid,150,2,2,0.02237336674422767,1,0.020402684563758388,8,0.021171615681349242,2,0.017898693395382137,0,0.02093959731543624,0,0.021118568232662192
grid,50,2,0,0.03918367346938775,3,0.03927986906710311,0,0.04081632653061224,0,0.013061224489795919,2,0.042483660130718956,1,0.04244897959183674
grid,100,2,2,0.025055566781167913,0,0.020202020202020204,0,0.02585858585858586,0,0.0032323232323232323,0,0.027474747474747475,1,0.02303030303030303
grid,150,2,2,0.020404510470735635,0,0.021118568232662192,0,0.020402684563758388,0,0.01664429530201342,1,0.022192393736017897,3,0.021482277121374866
grid,50,2,1,0.03918367346938775,1,0.037551020408163265,2,0.032679738562091505,0,0.026122448979591838,0,0.035918367346938776,0,0.037551020408163265
grid,100,2,0,0.024646464646464646,0,0.020202020202020204,1,0.026262626262626262,0,0.01292929292929293,1,0.030303030303030304,2,0.02950090927460093
grid,150,2,0,0.02308724832214765,1,0.022550335570469798,1,0.02058165548098434,2,0.018614641131197422,1,0.022550335570469798,1,0.020760626398210292
grid,50,2,0,0.037551020408163265,0,0.013061224489795919,5,0.031275720164609055,0,0.037551020408163265,1,0.04081632653061224,2,0.02287581699346405
grid,100,2,0,0.027878787878787878,2,0.027884421095170742,1,0.02383838383838384,0,0.007272727272727273,0,0.02707070707070707,1,0.02909090909090909
grid,150,2,0,0.019686800894854587,3,0.02201933404940924,2,0.0209414712725971,1,0.011096196868008949,2,0.0209414712725971,2,0.0209414712725971
grid,50,2,0,0.035918367346938776,0,0.013061224489795919,0,0.044081632653061226,0,0.006530612244897959,1,0.04244897959183674,0,0.04244897959183674
grid,100,2,0,0.024646464646464646,1,0.024242424242424242,1,0.024242424242424242,4,0.019417475728155338,11,0.026557711950970377,2,0.027076177005455646
grid,150,2,0,0.022013422818791945,1,0.021118568232662192,2,0.020762484338643278,1,0.016107382550335572,0,0.021118568232662192,0,0.02093959731543624
grid,50,2,0,0.04244897959183674,0,0.035918367346938776,1,0.0326530612244898,6,0.01652892561983471,1,0.044081632653061226,0,0.044081632653061226
grid,100,2,0,0.024242424242424242,1,0.022222222222222223,3,0.02425712553062462,0,0.010101010101010102,5,0.027935222672064778,0,0.025454545454545455
grid,150,2,0,0.023803131991051454,3,0.020229144289294666,1,0.019328859060402683,1,0.019149888143176735,1,0.02308724832214765,0,0.0229082774049217
grid,50,2,1,0.045714285714285714,0,0.031020408163265307,0,0.031020408163265307,0,0.019591836734693877,3,0.049099836333878884,1,0.035918367346938776
grid,100,2,0,0.026262626262626262,0,0.022626262626262626,3,0.026278552658176673,0,0.0016161616161616162,3,0.026682838083687082,1,0.029494949494949494
grid,150,2,0,0.023445190156599554,1,0.022013422818791945,0,0.02022371364653244,1,0.017539149888143177,2,0.021478432074458563,0,0.02093959731543624
grid,50,2,3,0.0425531914893617,0,0.0,1,0.03918367346938775,0,0.04244897959183674,3,0.03600654664484452,0,0.04244897959183674
grid,100,2,0,0.028686868686868688,0,0.020202020202020204,0,0.027878787878787878,2,0.027884421095170742,1,0.0298989898989899,1,0.028686868686868688
grid,150,2,0,0.021118568232662192,0,0.02058165548098434,0,0.022550335570469798,0,0.021655480984340045,1,0.021118568232662192,1,0.020760626398210292
grid,50,2,1,0.044081632653061226,6,0.02809917355371901,0,0.00816326530612245,0,0.006530612244897959,1,0.044081632653061226,0,0.031020408163265307
grid,100,2,0,0.027878787878787878,2,0.0266720549605981,1,0.02585858585858586,0,0.01818181818181818,0,0.028686868686868688,2,0.02545968882602546
grid,150,2,3,0.02040816326530612,1,0.019686800894854587,2,0.021657419008412386,0,0.017897091722595078,1,0.02272930648769575,0,0.021655480984340045
grid,50,2,0,0.03918367346938775,0,0.03918367346938775,1,0.027755102040816326,0,0.03428571428571429,0,0.044081632653061226,0,0.037551020408163265
grid,100,2,0,0.02585858585858586,2,0.0266720549605981,1,0.02181818181818182,0,0.020202020202020204,5,0.025910931174089068,6,0.02553191489361702
grid,150,2,0,0.020402684563758388,3,0.02184031507339778,0,0.021476510067114093,0,0.021476510067114093,0,0.021297539149888144,0,0.023982102908277406
grid,50,2,3,0.0425531914893617,0,0.03428571428571429,2,0.032679738562091505,0,0.019591836734693877,1,0.03918367346938775,0,0.035918367346938776
grid,100,2,0,0.027474747474747475,0,0.02101010101010101,0,0.02585858585858586,0,0.019797979797979797,6,0.02269503546099291,0,0.025454545454545455
grid,150,2,2,0.021478432074458563,0,0.022013422818791945,0,0.021834451901565997,0,0.017718120805369126,1,0.021118568232662192,0,0.022013422818791945
grid,50,2,0,0.04081632653061224,0,0.0163265306122449,0,0.022857142857142857,0,0.0,0,0.04244897959183674,0,0.03918367346938775
grid,100,2,4,0.02669902912621359,0,0.025454545454545455,0,0.02666666666666667,1,0.026262626262626262,2,0.025863810870883006,0,0.027878787878787878
grid,150,2,0,0.021118568232662192,1,0.021476510067114093,3,0.021482277121374866,1,0.016823266219239373,0,0.021476510067114093,1,0.023445190156599554
grid,50,2,0,0.04081632653061224,0,0.026122448979591838,0,0.0326530612244898,0,0.006530612244897959,1,0.031020408163265307,0,0.0326530612244898
grid,100,2,1,0.0298989898989899,0,0.022626262626262626,0,0.026262626262626262,1,0.01696969696969697,4,0.024676375404530743,0,0.030303030303030304
grid,150,2,0,0.020402684563758388,1,0.023624161073825502,1,0.020044742729306488,2,0.019151601933058888,1,0.021655480984340045,2,0.02219437981027385
grid,50,2,0,0.03918367346938775,1,0.035918367346938776,0,0.011428571428571429,0,0.0,1,0.027755102040816326,0,0.037551020408163265
grid,100,2,0,0.028282828282828285,4,0.02063106796116505,0,0.022626262626262626,1,0.02303030303030303,2,0.023843200646595272,0,0.025050505050505052
grid,150,2,0,0.02093959731543624,4,0.020592711970633,3,0.021124239169351952,1,0.01879194630872483,0,0.021476510067114093,0,0.02237136465324385
grid,50,2,2,0.04084967320261438,0,0.0163265306122449,0,0.03428571428571429,6,0.026446280991735537,0,0.03918367346938775,0,0.03918367346938775
grid,100,2,0,0.028686868686868688,2,0.026267932915740554,1,0.025050505050505052,0,0.02909090909090909,0,0.025454545454545455,2,0.027480299050313194
grid,150,2,1,0.023624161073825502,0,0.020044742729306488,0,0.022192393736017897,1,0.016107382550335572,1,0.02058165548098434,0,0.021476510067114093
grid,50,2,2,0.0196078431372549,1,0.031020408163265307,0,0.037551020408163265,2,0.04084967320261438,1,0.037551020408163265,1,0.0326530612244898
grid,100,2,2,0.027884421095170742,1,0.027474747474747475,0,0.025454545454545455,0,0.020606060606060607,1,0.026262626262626262,0,0.02585858585858586
grid,150,2,0,0.021118568232662192,0,0.021834451901565997,1,0.02093959731543624,3,0.01933404940923738,2,0.021478432074458563,1,0.022192393736017897
grid,50,2,1,0.044081632653061226,2,0.03758169934640523,0,0.026122448979591838,0,0.006530612244897959,1,0.04081632653061224,3,0.04091653027823241
grid,100,2,0,0.028686868686868688,0,0.022626262626262626,3,0.025469981807155852,2,0.019801980198019802,5,0.024696356275303644,2,0.03071327540917357
grid,150,2,2,0.02219437981027385,0,0.02093959731543624,1,0.02093959731543624,0,0.01395973154362416,1,0.02272930648769575,1,0.020760626398210292
grid,50,2,1,0.0473469387755102,0,0.006530612244897959,0,0.04244897959183674,2,0.02287581699346405,1,0.04244897959183674,0,0.03428571428571429
grid,100,2,2,0.023843200646595272,2,0.027076177005455646,0,0.028282828282828285,0,0.013333333333333334,0,0.027474747474747475,2,0.025055566781167913
grid,150,2,0,0.023266219239373602,1,0.021118568232662192,1,0.021655480984340045,2,0.018972614999105065,3,0.020945220193340493,2,0.02326830141399678
grid,50,2,1,0.045714285714285714,0,0.019591836734693877,1,0.037551020408163265,0,0.006530612244897959,0,0.029387755102040815,0,0.037551020408163265
grid,100,2,0,0.025050505050505052,0,0.025050505050505052,1,0.021414141414141413,0,0.0052525252525252525,0,0.027878787878787878,0,0.024646464646464646
grid,150,2,0,0.021476510067114093,1,0.020402684563758388,0,0.021655480984340045,2,0.019151601933058888,0,0.021834451901565997,0,0.02272930648769575
grid,50,2,1,0.04081632653061224,0,0.027755102040816326,0,0.044081632653061226,10,0.0,0,0.04244897959183674,0,0.029387755102040815
grid,100,2,0,0.02666666666666667,0,0.02303030303030303,0,0.023434343434343436,0,0.017777777777777778,1,0.027474747474747475,0,0.02585858585858586
grid,150,2,2,0.02219437981027385,0,0.019149888143176735,1,0.021476510067114093,13,0.020726322429485446,0,0.021118568232662192,0,0.023445190156599554
grid,50,2,0,0.044081632653061226,0,0.0326530612244898,0,0.035918367346938776,2,0.032679738562091505,0,0.052244897959183675,0,0.027755102040816326
grid,100,2,2,0.027480299050313194,5,0.024696356275303644,3,0.026682838083687082,0,0.009696969696969697,1,0.02707070707070707,1,0.02909090909090909
grid,150,2,0,0.02237136465324385,4,0.0213089802130898,0,0.020760626398210292,2,0.020404510470735635,3,0.02201933404940924,0,0.02058165548098434
grid,50,2,0,0.044081632653061226,6,0.01818181818181818,1,0.044081632653061226,1,0.044081632653061226,4,0.04265791632485644,0,0.04081632653061224
grid,100,2,1,0.02909090909090909,0,0.025454545454545455,0,0.022626262626262626,0,0.006464646464646465,0,0.02585858585858586,1,0.028686868686868688
grid,150,2,0,0.021118568232662192,0,0.020402684563758388,0,0.021834451901565997,4,0.018802041364491002,1,0.022013422818791945,2,0.01968856273492035
grid,50,2,0,0.035918367346938776,0,0.03428571428571429,0,0.022857142857142857,1,0.03918367346938775,0,0.0326530612244898,0,0.03918367346938775
grid,100,2,0,0.02666666666666667,10,0.026095820591233436,0,0.02909090909090909,11,0.01675178753830439,0,0.02707070707070707,0,0.023434343434343436
grid,150,2,1,0.022192393736017897,0,0.020760626398210292,3,0.021124239169351952,0,0.01825503355704698,0,0.021476510067114093,1,0.021297539149888144
grid,50,2,0,0.03428571428571429,1,0.045714285714285714,1,0.0326530612244898,1,0.031020408163265307,0,0.045714285714285714,2,0.03104575163398693
grid,100,2,1,0.02383838383838384,4,0.02669902912621359,0,0.027878787878787878,0,0.01696969696969697,0,0.025050505050505052,1,0.027878787878787878
grid,150,2,3,0.02166129609738632,0,0.02093959731543624,0,0.021297539149888144,2,0.019330588867012707,1,0.020402684563758388,3,0.022377372001432153
grid,50,2,0,0.04081632653061224,0,0.006530612244897959,0,0.04244897959183674,0,0.006530612244897959,0,0.03918367346938775,0,0.035918367346938776
grid,100,2,2,0.024651444736310365,3,0.02587426723266626,0,0.02383838383838384,0,0.01818181818181818,0,0.022222222222222223,0,0.024646464646464646
grid,150,2,1,0.022013422818791945,3,0.021303258145363407,1,0.02237136465324385,0,0.020402684563758388,0,0.021297539149888144,0,0.022192393736017897
grid,50,2,1,0.04897959183673469,1,0.04244897959183674,1,0.026122448979591838,0,0.0,0,0.03918367346938775,4,0.04101722723543889
grid,100,2,0,0.024646464646464646,1,0.026262626262626262,0,0.027474747474747475,0,0.018585858585858588,0,0.028686868686868688,0,0.02585858585858586
grid,150,2,0,0.02093959731543624,2,0.01807768032933596,0,0.022192393736017897,2,0.021657419008412386,0,0.021476510067114093,0,0.021655480984340045
grid,50,2,0,0.037551020408163265,1,0.03918367346938775,0,0.0326530612244898,0,0.026122448979591838,2,0.0392156862745098,1,0.04244897959183674
grid,100,2,0,0.02707070707070707,0,0.02666666666666667,0,0.02666666666666667,0,0.0,0,0.028282828282828285,0,0.027474747474747475
grid,150,2,0,0.023266219239373602,0,0.021118568232662192,0,0.022550335570469798,4,0.017727639000805803,2,0.022910327546089137,0,0.020044742729306488
grid,50,2,0,0.035918367346938776,0,0.0,1,0.037551020408163265,0,0.0,0,0.04897959183673469,2,0.03758169934640523
grid,100,2,0,0.025454545454545455,0,0.02666666666666667,12,0.02457002457002457,2,0.023439078601737724,0,0.02707070707070707,2,0.027076177005455646
grid,150,2,3,0.022914428929466525,0,0.019865771812080536,0,0.021476510067114093,0,0.018612975391498882,0,0.02308724832214765,0,0.021476510067114093
grid,50,2,0,0.0473469387755102,1,0.045714285714285714,0,0.03428571428571429,0,0.031020408163265307,0,0.044081632653061226,0,0.0326530612244898
grid,100,2,0,0.026262626262626262,0,0.02909090909090909,0,0.02707070707070707,0,0.011717171717171718,2,0.026267932915740554,2,0.027884421095170742
grid,150,2,0,0.021297539149888144,0,0.018612975391498882,2,0.02112045820655092,1,0.02022371364653244,0,0.021118568232662192,1,0.02272930648769575
grid,50,2,0,0.035918367346938776,0,0.035918367346938776,0,0.04081632653061224,6,0.03966942148760331,0,0.04244897959183674,3,0.03927986906710311
grid,100,2,1,0.028282828282828285,0,0.025050505050505052,1,0.025454545454545455,5,0.023076923076923078,0,0.028282828282828285,0,0.027474747474747475
grid,150,2,1,0.023266219239373602,0,0.020044742729306488,1,0.020402684563758388,0,0.017539149888143177,0,0.020402684563758388,0,0.02093959731543624
grid,50,2,0,0.037551020408163265,0,0.037551020408163265,0,0.035918367346938776,10,0.0,0,0.035918367346938776,0,0.0326530612244898
grid,100,2,1,0.027878787878787878,2,0.027480299050313194,0,0.022626262626262626,0,0.009292929292929294,1,0.02383838383838384,0,0.02585858585858586
grid,150,2,1,0.02237136465324385,1,0.021297539149888144,0,0.02058165548098434,1,0.01592841163310962,0,0.0229082774049217,2,0.021299445140504743
grid,50,3,0,0.05061224489795919,4,0.029532403609515995,0,0.062040816326530614,2,0.049019607843137254,0,0.07020408163265306,2,0.06045751633986928
grid,100,3,0,0.03232323232323232,2,0.03273388563346131,0,0.03313131313131313,12,0.004914004914004914,0,0.035555555555555556,3,0.03395997574287447
grid,150,3,1,0.03131991051454139,6,0.028853046594982078,3,0.028643036161833155,1,0.025950782997762864,1,0.02917225950782998,5,0.028123600537393642
grid,50,3,2,0.042483660130718956,0,0.013061224489795919,1,0.0473469387755102,0,0.0,3,0.060556464811783964,0,0.05061224489795919
grid,100,3,0,0.03434343434343434,0,0.03515151515151515,2,0.03071327540917357,0,0.02707070707070707,0,0.03878787878787879,1,0.03393939393939394
grid,150,3,0,0.02970917225950783,0,0.023624161073825502,0,0.02917225950782998,4,0.025069388485988,0,0.02970917225950783,0,0.030425055928411632
grid,50,3,0,0.04081632653061224,2,0.04411764705882353,2,0.04738562091503268,0,0.0,2,0.05065359477124183,0,0.045714285714285714
grid,100,3,0,0.03838383838383838,0,0.03797979797979798,1,0.03838383838383838,0,0.03151515151515152,0,0.03434343434343434,0,0.03636363636363636
grid,150,3,1,0.02917225950782998,0,0.029351230425055927,0,0.02970917225950783,5,0.02704881325570981,0,0.028993288590604026,1,0.02917225950782998
grid,50,3,1,0.053877551020408164,0,0.026122448979591838,0,0.044081632653061226,2,0.016339869281045753,0,0.062040816326530614,10,0.05254237288135593
grid,100,3,0,0.03878787878787879,2,0.034350373812891494,3,0.038407115423488986,0,0.025454545454545455,0,0.03111111111111111,0,0.03393939393939394
grid,150,3,1,0.02917225950782998,0,0.02756152125279642,2,0.02881689636656524,1,0.028277404921700222,0,0.028456375838926174,4,0.0281135285164294
grid,50,3,1,0.05061224489795919,0,0.022857142857142857,0,0.05551020408163265,0,0.019591836734693877,0,0.0473469387755102,0,0.05551020408163265
grid,100,3,3,0.03436426116838488,7,0.03408399269628728,0,0.03595959595959596,0,0.041212121212121214,0,0.033535353535353536,1,0.03676767676767677
grid,150,3,1,0.02774049217002237,1,0.028277404921700222,0,0.02917225950782998,1,0.026487695749440716,0,0.02774049217002237,0,0.028456375838926174
grid,50,3,6,0.047933884297520664,8,0.03007518796992481,0,0.019591836734693877,0,0.0,0,0.0473469387755102,1,0.05877551020408163
grid,100,3,0,0.03393939393939394,0,0.0298989898989899,1,0.03676767676767677,0,0.03111111111111111,1,0.03434343434343434,0,0.03878787878787879
grid,150,3,3,0.029896168993913355,0,0.028098434004474274,4,0.029008863819500404,0,0.02487695749440716,1,0.028814317673378075,2,0.030785752640057274
grid,50,3,0,0.05877551020408163,1,0.062040816326530614,2,0.029411764705882353,0,0.05714285714285714,1,0.05061224489795919,4,0.044298605414273995
grid,100,3,0,0.03272727272727273,3,0.0351728320194057,2,0.03273388563346131,2,0.024651444736310365,2,0.03637098403717923,0,0.024242424242424242
grid,150,3,0,0.028814317673378075,4,0.026860059092130004,2,0.028279935564703776,1,0.023624161073825502,0,0.02791946308724832,2,0.03042777877214963
grid,50,3,0,0.044081632653061226,0,0.05061224489795919,2,0.05228758169934641,2,0.0457516339869281,0,0.05551020408163265,0,0.0473469387755102
grid,100,3,0,0.04323232323232323,0,0.03272727272727273,0,0.03636363636363636,0,0.01575757575757576,0,0.03434343434343434,0,0.03474747474747475
grid,150,3,0,0.030782997762863536,1,0.02451901565995526,0,0.02970917225950783,1,0.025771812080536912,3,0.027389903329752954,1,0.02988814317673378
grid,50,3,1,0.060408163265306125,1,0.0326530612244898,0,0.013061224489795919,4,0.026251025430680888,6,0.05619834710743802,1,0.0473469387755102
grid,100,3,1,0.03474747474747475,0,0.03111111111111111,0,0.039191919191919194,0,0.009696969696969697,2,0.03596686199232168,0,0.035555555555555556
grid,150,3,3,0.027747941281775868,1,0.02756152125279642,5,0.03027317510076131,3,0.022735409953455066,1,0.030425055928411632,1,0.02988814317673378
grid,50,3,14,0.0564373897707231,0,0.029387755102040815,4,0.06070549630844955,0,0.035918367346938776,0,0.03918367346938775,2,0.0457516339869281
grid,100,3,0,0.033535353535353536,5,0.035222672064777326,0,0.03636363636363636,0,0.0298989898989899,1,0.03878787878787879,1,0.03838383838383838
grid,150,3,1,0.030246085011185683,0,0.029351230425055927,2,0.029532844102380527,0,0.014854586129753915,2,0.03006980490424199,0,0.026487695749440716
grid,50,3,0,0.04897959183673469,0,0.04897959183673469,0,0.0326530612244898,2,0.0457516339869281,2,0.0457516339869281,0,0.07020408163265306
grid,100,3,1,0.03676767676767677,1,0.03313131313131313,4,0.03398058252427184,0,0.026262626262626262,1,0.04,0,0.035555555555555556
grid,150,3,0,0.02953020134228188,2,0.0284589224986576,3,0.026673827425707126,0,0.02756152125279642,0,0.028814317673378075,0,0.028635346756152126
grid,50,3,4,0.05086136177194422,2,0.0392156862745098,0,0.0473469387755102,2,0.05065359477124183,1,0.045714285714285714,0,0.045714285714285714
grid,100,3,0,0.02909090909090909,2,0.031117397454031116,0,0.037171717171717175,0,0.027878787878787878,2,0.03637098403717923,0,0.030707070707070707
grid,150,3,0,0.02970917225950783,0,0.02738255033557047,0,0.030604026845637584,6,0.02186379928315412,1,0.02756152125279642,0,0.028635346756152126
grid,50,3,1,0.05551020408163265,1,0.037551020408163265,6,0.026446280991735537,0,0.04244897959183674,0,0.05714285714285714,0,0.037551020408163265
grid,100,3,1,0.03313131313131313,2,0.03273388563346131,1,0.03676767676767677,0,0.016565656565656565,0,0.03111111111111111,1,0.03515151515151515
grid,150,3,0,0.02953020134228188,4,0.027934461455815202,0,0.02970917225950783,0,0.02953020134228188,2,0.02989081797028817,2,0.03132271344191874
