type,vertex_count,edge_density,original_fp,original_energy,eigenvector_fp,eigenvector_energy,pagerank_fp, pagerank_energy, betweenness_fp, betweenness_energy, clustering_fp, clustering_energy, degree_fp, degree_energy
ER,50,0.1,0,0.08816326530612245,0,0.0946938775510204,0,0.0963265306122449,0,0.0963265306122449,2,0.09640522875816994,2,0.09477124183006536
ER,50,0.2,2,0.1781045751633987,1,0.18285714285714286,2,0.17647058823529413,2,0.16993464052287582,0,0.17959183673469387,2,0.17973856209150327
ER,50,0.3,1,0.2530612244897959,1,0.26448979591836735,3,0.2553191489361702,1,0.24489795918367346,6,0.2578512396694215,0,0.2677551020408163
ER,50,0.4,0,0.30857142857142855,1,0.2938775510204082,0,0.29714285714285715,0,0.28244897959183674,4,0.2838392124692371,2,0.30718954248366015
ER,50,0.5,0,0.31183673469387757,0,0.30857142857142855,0,0.31510204081632653,0,0.31183673469387757,5,0.31440329218106994,2,0.3137254901960784
ER,100,0.1,0,0.11070707070707071,4,0.11084142394822007,0,0.10868686868686869,0,0.1103030303030303,3,0.10996563573883161,2,0.11234592847039807
ER,100,0.2,1,0.22666666666666666,1,0.22707070707070706,0,0.22585858585858587,0,0.23030303030303031,2,0.22752071125479895,0,0.22626262626262628
ER,100,0.3,0,0.3006060606060606,1,0.29818181818181816,0,0.3018181818181818,0,0.30464646464646467,0,0.2993939393939394,2,0.29622145888058193
ER,100,0.4,2,0.3540109112952112,5,0.3526315789473684,1,0.3575757575757576,1,0.3478787878787879,1,0.3474747474747475,2,0.3503738128914932
ER,100,0.5,0,0.3616161616161616,0,0.36,0,0.3624242424242424,0,0.3595959595959596,0,0.3656565656565657,2,0.3604768640129319
ER,20,0.1,0,0.07368421052631578,2,0.05291005291005291,1,0.05263157894736842,1,0.06315789473684211,5,0.03333333333333333,8,0.037037037037037035
ER,20,0.2,0,0.11578947368421053,6,0.12571428571428572,3,0.10695187165775401,3,0.13903743315508021,5,0.1111111111111111,3,0.12834224598930483
ER,20,0.3,0,0.18947368421052632,1,0.21052631578947367,0,0.21052631578947367,8,0.18518518518518517,2,0.21164021164021163,1,0.22105263157894736
ER,20,0.4,2,0.19047619047619047,2,0.2222222222222222,1,0.22105263157894736,2,0.2328042328042328,1,0.23157894736842105,5,0.23333333333333334
ER,20,0.5,0,0.24210526315789474,3,0.23529411764705882,0,0.2631578947368421,0,0.22105263157894736,0,0.2,2,0.24338624338624337
ER,50,0.1,2,0.09967320261437909,1,0.0946938775510204,0,0.09959183673469388,3,0.09656301145662848,1,0.09306122448979592,3,0.10147299509001637
ER,50,0.2,0,0.17795918367346938,1,0.17795918367346938,0,0.18448979591836734,0,0.17959183673469387,11,0.1811965811965812,1,0.18448979591836734
ER,50,0.3,1,0.2383673469387755,0,0.23510204081632652,1,0.24,1,0.2546938775510204,1,0.24489795918367346,1,0.2416326530612245
ER,50,0.4,11,0.3213675213675214,3,0.3011456628477905,1,0.2889795918367347,0,0.29061224489795917,0,0.2922448979591837,3,0.28805237315875615
ER,50,0.5,4,0.31009023789991796,3,0.3060556464811784,0,0.31673469387755104,0,0.31510204081632653,3,0.3044189852700491,2,0.3022875816993464
ER,100,0.1,3,0.10794420861127957,1,0.10747474747474747,1,0.10505050505050505,2,0.10587997575267731,2,0.10911295211153768,1,0.10545454545454545
ER,100,0.2,1,0.21616161616161617,2,0.2109517074156395,1,0.21818181818181817,2,0.21620529399878763,0,0.2193939393939394,1,0.21535353535353535
ER,100,0.3,3,0.29512836062259956,3,0.297554073175662,0,0.3006060606060606,1,0.296969696969697,1,0.2961616161616162,2,0.29541321479086685
ER,100,0.4,3,0.3444511825348696,2,0.34875732471206305,0,0.34626262626262627,1,0.34949494949494947,1,0.3482828282828283,0,0.3478787878787879
ER,100,0.5,1,0.3612121212121212,1,0.3604040404040404,0,0.355959595959596,0,0.36444444444444446,1,0.3652525252525253,1,0.3563636363636364
ER,20,0.1,1,0.042105263157894736,5,0.03333333333333333,1,0.042105263157894736,1,0.042105263157894736,13,0.017857142857142856,1,0.042105263157894736
ER,20,0.2,4,0.14130434782608695,6,0.08,12,0.06451612903225806,2,0.12698412698412698,14,0.04040404040404041,10,0.1103448275862069
ER,20,0.3,4,0.16304347826086957,3,0.18181818181818182,6,0.22857142857142856,4,0.21739130434782608,4,0.18478260869565216,4,0.20652173913043478
ER,20,0.4,3,0.1711229946524064,1,0.22105263157894736,0,0.22105263157894736,3,0.22459893048128343,1,0.2,0,0.23157894736842105
ER,20,0.5,1,0.23157894736842105,0,0.24210526315789474,0,0.2,1,0.22105263157894736,0,0.24210526315789474,4,0.20652173913043478
ER,50,0.1,12,0.08455565142364108,1,0.08163265306122448,0,0.08,2,0.08006535947712418,0,0.07673469387755102,0,0.08163265306122448
ER,50,0.2,3,0.18821603927986907,3,0.18330605564648117,3,0.176759410801964,1,0.17795918367346938,1,0.1763265306122449,8,0.18880534670008353
ER,50,0.3,0,0.2595918367346939,0,0.2546938775510204,2,0.26633986928104575,0,0.2530612244897959,1,0.26448979591836735,0,0.2677551020408163
ER,50,0.4,2,0.29901960784313725,0,0.2938775510204082,4,0.29532403609515995,2,0.2957516339869281,2,0.2908496732026144,1,0.2857142857142857
ER,50,0.5,0,0.31020408163265306,0,0.31673469387755104,0,0.3183673469387755,2,0.3137254901960784,0,0.3036734693877551,2,0.30392156862745096
ER,100,0.1,3,0.12007277137659188,1,0.12282828282828283,1,0.1195959595959596,0,0.12242424242424242,1,0.12080808080808081,1,0.12121212121212122
ER,100,0.2,0,0.2294949494949495,1,0.2286868686868687,1,0.22585858585858587,1,0.22747474747474747,2,0.2303495655688018,0,0.2290909090909091
ER,100,0.3,1,0.301010101010101,0,0.2973737373737374,1,0.2993939393939394,2,0.2994544352394423,0,0.3054545454545455,3,0.29957550030321406
ER,100,0.4,0,0.34626262626262627,1,0.34626262626262627,2,0.34552434835320267,2,0.3467367144877753,2,0.3483532026672055,0,0.34464646464646465
ER,100,0.5,4,0.3628640776699029,0,0.35878787878787877,1,0.36282828282828283,2,0.36451808446150735,0,0.3660606060606061,1,0.3575757575757576
ER,20,0.1,12,0.016129032258064516,3,0.0427807486631016,0,0.042105263157894736,2,0.042328042328042326,0,0.05263157894736842,0,0.042105263157894736
ER,20,0.2,1,0.1368421052631579,0,0.1368421052631579,1,0.15789473684210525,0,0.14736842105263157,4,0.13043478260869565,1,0.1368421052631579
ER,20,0.3,2,0.14814814814814814,2,0.20105820105820105,0,0.21052631578947367,1,0.22105263157894736,1,0.22105263157894736,0,0.16842105263157894
ER,20,0.4,1,0.21052631578947367,0,0.2,0,0.2,1,0.17894736842105263,7,0.21301775147928995,1,0.2
ER,20,0.5,5,0.28888888888888886,1,0.22105263157894736,2,0.25396825396825395,2,0.2328042328042328,0,0.21052631578947367,0,0.24210526315789474
ER,50,0.1,1,0.08,0,0.08163265306122448,1,0.08979591836734693,0,0.08816326530612245,1,0.08653061224489796,3,0.08346972176759411
ER,50,0.2,2,0.16666666666666666,0,0.16489795918367348,1,0.16979591836734695,0,0.16653061224489796,1,0.16653061224489796,5,0.15967078189300413
ER,50,0.3,4,0.2526661197703035,0,0.24653061224489795,1,0.2563265306122449,0,0.25795918367346937,0,0.24326530612244898,0,0.2530612244897959
ER,50,0.4,16,0.32941176470588235,0,0.2857142857142857,2,0.30718954248366015,0,0.29714285714285715,0,0.2938775510204082,0,0.29061224489795917
ER,50,0.5,1,0.3004081632653061,1,0.31020408163265306,3,0.309328968903437,4,0.3166529942575882,1,0.31020408163265306,6,0.29421487603305785
ER,100,0.1,1,0.11191919191919192,0,0.11757575757575757,1,0.11636363636363636,0,0.11555555555555555,1,0.11515151515151516,1,0.11757575757575757
ER,100,0.2,1,0.22262626262626262,3,0.22195269860521527,0,0.22181818181818183,0,0.22141414141414142,1,0.22262626262626262,2,0.21660941604364517
ER,100,0.3,2,0.3002626793291574,1,0.2993939393939394,1,0.2901010101010101,0,0.29858585858585857,2,0.2933926045665791,1,0.298989898989899
ER,100,0.4,2,0.34875732471206305,0,0.3434343434343434,1,0.34585858585858587,0,0.34585858585858587,0,0.34464646464646465,0,0.3470707070707071
ER,100,0.5,5,0.36072874493927126,2,0.36936754899979796,2,0.3624974742372196,2,0.36573045059608,1,0.36404040404040405,1,0.3608080808080808
ER,20,0.1,1,0.08421052631578947,10,0.06896551724137931,0,0.07368421052631578,1,0.08421052631578947,0,0.08421052631578947,1,0.09473684210526316
ER,20,0.2,1,0.1368421052631579,6,0.14857142857142858,6,0.09142857142857143,0,0.11578947368421053,5,0.12222222222222222,1,0.10526315789473684
ER,20,0.3,0,0.2,2,0.17989417989417988,0,0.18947368421052632,0,0.18947368421052632,6,0.19428571428571428,0,0.21052631578947367
ER,20,0.4,1,0.2,0,0.21052631578947367,0,0.2,1,0.21052631578947367,0,0.21052631578947367,1,0.21052631578947367
ER,20,0.5,0,0.28421052631578947,0,0.23157894736842105,1,0.24210526315789474,0,0.25263157894736843,1,0.24210526315789474,1,0.24210526315789474
ER,50,0.1,3,0.0867430441898527,1,0.08163265306122448,1,0.08326530612244898,0,0.08816326530612245,1,0.08326530612244898,0,0.07510204081632653
ER,50,0.2,2,0.20098039215686275,1,0.1910204081632653,0,0.20244897959183675,1,0.19591836734693877,1,0.18775510204081633,0,0.19918367346938776
ER,50,0.3,0,0.2563265306122449,1,0.24489795918367346,0,0.26285714285714284,0,0.2710204081632653,1,0.25795918367346937,2,0.2581699346405229
ER,50,0.4,0,0.2987755102040816,0,0.2938775510204082,0,0.2987755102040816,0,0.2873469387755102,0,0.3004081632653061,2,0.2908496732026144
ER,50,0.5,1,0.3036734693877551,3,0.309328968903437,2,0.31862745098039214,0,0.32816326530612244,4,0.3002461033634126,0,0.31183673469387757
ER,100,0.1,0,0.12080808080808081,1,0.12080808080808081,0,0.12080808080808081,2,0.1212366134572641,0,0.11878787878787879,0,0.11636363636363636
ER,100,0.2,4,0.22491909385113268,1,0.2222222222222222,1,0.22303030303030302,0,0.2206060606060606,5,0.22672064777327935,4,0.2273462783171521
ER,100,0.3,1,0.29858585858585857,0,0.30747474747474746,1,0.298989898989899,0,0.29818181818181816,2,0.30228328955344513,0,0.29818181818181816
ER,100,0.4,0,0.3402020202020202,1,0.3478787878787879,0,0.3466666666666667,0,0.3385858585858586,1,0.3490909090909091,1,0.3482828282828283
ER,100,0.5,1,0.3616161616161616,4,0.35841423948220064,0,0.362020202020202,0,0.3624242424242424,0,0.35878787878787877,2,0.3596686199232168
ER,20,0.1,4,0.021739130434782608,2,0.021164021164021163,1,0.042105263157894736,1,0.031578947368421054,1,0.042105263157894736,2,0.021164021164021163
ER,20,0.2,3,0.13903743315508021,4,0.11956521739130435,0,0.09473684210526316,6,0.11428571428571428,1,0.14736842105263157,1,0.08421052631578947
ER,20,0.3,4,0.18478260869565216,0,0.2,0,0.18947368421052632,3,0.1925133689839572,5,0.17777777777777778,3,0.1711229946524064
ER,20,0.4,5,0.24444444444444444,1,0.2,8,0.20987654320987653,1,0.21052631578947367,2,0.2328042328042328,1,0.2631578947368421
ER,20,0.5,4,0.2608695652173913,0,0.24210526315789474,1,0.18947368421052632,6,0.18285714285714286,3,0.26737967914438504,1,0.22105263157894736
ER,50,0.1,0,0.07673469387755102,0,0.07346938775510205,1,0.07346938775510205,0,0.07346938775510205,5,0.07407407407407407,1,0.0783673469387755
ER,50,0.2,0,0.18612244897959185,0,0.17795918367346938,0,0.18285714285714286,0,0.18285714285714286,0,0.1893877551020408,2,0.1830065359477124
ER,50,0.3,1,0.23183673469387756,3,0.24877250409165302,0,0.2416326530612245,2,0.24183006535947713,1,0.2383673469387755,2,0.24673202614379086
ER,50,0.4,1,0.2938775510204082,0,0.2987755102040816,3,0.2896890343698854,1,0.2857142857142857,5,0.2962962962962963,2,0.2973856209150327
ER,50,0.5,4,0.3084495488105004,1,0.31673469387755104,2,0.315359477124183,3,0.3076923076923077,1,0.3069387755102041,1,0.31183673469387757
ER,100,0.1,3,0.11764705882352941,2,0.1127500505152556,0,0.11636363636363636,3,0.11643420254699818,0,0.11717171717171718,3,0.117242773398019
ER,100,0.2,2,0.21984239240250555,2,0.2202465144473631,1,0.2193939393939394,1,0.21818181818181817,1,0.2222222222222222,0,0.21777777777777776
ER,100,0.3,2,0.3063245100020206,0,0.30505050505050507,1,0.301010101010101,2,0.3034956556880178,0,0.2993939393939394,0,0.30787878787878786
ER,100,0.4,0,0.3434343434343434,0,0.3434343434343434,0,0.3381818181818182,2,0.3422913719943423,1,0.34464646464646465,1,0.3422222222222222
ER,100,0.5,0,0.3571717171717172,1,0.3652525252525253,1,0.3656565656565657,0,0.36282828282828283,0,0.3604040404040404,1,0.3656565656565657
ER,20,0.1,1,0.08421052631578947,1,0.08421052631578947,3,0.06417112299465241,1,0.07368421052631578,1,0.06315789473684211,1,0.07368421052631578
ER,20,0.2,2,0.13756613756613756,0,0.10526315789473684,5,0.1111111111111111,1,0.12631578947368421,11,0.16296296296296298,0,0.12631578947368421
ER,20,0.3,1,0.2,8,0.1728395061728395,1,0.18947368421052632,16,0.2,11,0.1925925925925926,1,0.15789473684210525
ER,20,0.4,0,0.21052631578947367,2,0.24338624338624337,2,0.21164021164021163,1,0.21052631578947367,4,0.2717391304347826,0,0.24210526315789474
ER,20,0.5,3,0.24598930481283424,0,0.25263157894736843,2,0.21164021164021163,0,0.22105263157894736,1,0.22105263157894736,4,0.25
ER,50,0.1,0,0.09306122448979592,0,0.0963265306122449,0,0.09142857142857143,0,0.09142857142857143,2,0.0915032679738562,7,0.09966777408637874
ER,50,0.2,3,0.19639934533551553,1,0.19591836734693877,0,0.20408163265306123,0,0.1893877551020408,0,0.19918367346938776,3,0.19312602291325695
ER,50,0.3,6,0.2628099173553719,1,0.26448979591836735,0,0.2595918367346939,0,0.2563265306122449,1,0.2710204081632653,0,0.2612244897959184
ER,50,0.4,3,0.2995090016366612,5,0.29958847736625516,0,0.2987755102040816,2,0.30718954248366015,5,0.30781893004115224,5,0.291358024691358
ER,50,0.5,0,0.31020408163265306,1,0.30857142857142855,1,0.3053061224489796,0,0.3069387755102041,2,0.30718954248366015,0,0.3036734693877551
ER,100,0.1,3,0.12896705073782092,0,0.12565656565656566,0,0.12767676767676767,0,0.12727272727272726,2,0.1281066882198424,1,0.1292929292929293
ER,100,0.2,0,0.22787878787878788,1,0.22828282828282828,0,0.2202020202020202,2,0.22671246716508386,1,0.22101010101010102,5,0.22672064777327935
ER,100,0.3,1,0.2973737373737374,1,0.30262626262626263,0,0.30343434343434345,0,0.3058585858585859,2,0.30228328955344513,1,0.3018181818181818
ER,100,0.4,1,0.3523232323232323,1,0.3519191919191919,2,0.35805213174378664,0,0.3527272727272727,2,0.3564356435643564,0,0.3503030303030303
ER,100,0.5,4,0.3604368932038835,1,0.35838383838383836,2,0.3604768640129319,1,0.35313131313131313,4,0.36003236245954695,0,0.355959595959596
ER,20,0.1,1,0.031578947368421054,8,0.0,0,0.031578947368421054,0,0.042105263157894736,1,0.021052631578947368,2,0.042328042328042326
ER,20,0.2,0,0.12631578947368421,0,0.11578947368421053,0,0.09473684210526316,0,0.11578947368421053,6,0.10285714285714286,6,0.11428571428571428
ER,20,0.3,4,0.1956521739130435,2,0.19047619047619047,6,0.18285714285714286,1,0.18947368421052632,5,0.17777777777777778,0,0.17894736842105263
ER,20,0.4,2,0.19047619047619047,1,0.22105263157894736,0,0.2,8,0.2345679012345679,1,0.21052631578947367,1,0.18947368421052632
ER,20,0.5,2,0.2222222222222222,6,0.14857142857142858,8,0.20987654320987653,1,0.23157894736842105,1,0.24210526315789474,9,0.24675324675324675
ER,50,0.1,4,0.09680065627563576,1,0.10612244897959183,0,0.10775510204081633,0,0.09795918367346938,6,0.1024793388429752,1,0.10285714285714286
ER,50,0.2,0,0.1730612244897959,0,0.17469387755102042,2,0.17320261437908496,2,0.16666666666666666,1,0.17142857142857143,0,0.1763265306122449
ER,50,0.3,1,0.26612244897959186,1,0.2546938775510204,0,0.25795918367346937,2,0.2581699346405229,5,0.26008230452674896,2,0.25
ER,50,0.4,1,0.29061224489795917,10,0.28983050847457625,1,0.2938775510204082,1,0.2938775510204082,9,0.30613961312026916,0,0.2938775510204082
ER,50,0.5,1,0.3053061224489796,0,0.3069387755102041,4,0.28547990155865466,4,0.3051681706316653,1,0.2938775510204082,0,0.3069387755102041
ER,100,0.1,2,0.10911295211153768,2,0.10911295211153768,1,0.10707070707070707,1,0.10909090909090909,2,0.10830470802182258,3,0.1095613503133212
ER,100,0.2,1,0.22303030303030302,0,0.22101010101010102,1,0.22262626262626262,1,0.2193939393939394,2,0.22428773489593856,0,0.2206060606060606
ER,100,0.3,1,0.29292929292929293,1,0.2957575757575758,1,0.29414141414141415,1,0.29292929292929293,0,0.2925252525252525,0,0.2957575757575758
ER,100,0.4,0,0.34383838383838383,1,0.3507070707070707,2,0.34714083653263283,0,0.3397979797979798,0,0.3486868686868687,0,0.3434343434343434
ER,100,0.5,0,0.362020202020202,2,0.3649222065063649,2,0.361285108102647,0,0.3656565656565657,2,0.36370984037179227,2,0.36694281673065265
ER,20,0.1,2,0.05291005291005291,2,0.031746031746031744,0,0.010526315789473684,0,0.031578947368421054,0,0.021052631578947368,1,0.031578947368421054
ER,20,0.2,2,0.12698412698412698,0,0.12631578947368421,0,0.11578947368421053,1,0.1368421052631579,3,0.0962566844919786,8,0.09876543209876543
ER,20,0.3,9,0.19480519480519481,4,0.10869565217391304,1,0.18947368421052632,4,0.17391304347826086,0,0.22105263157894736,0,0.16842105263157894
ER,20,0.4,7,0.23668639053254437,4,0.20652173913043478,2,0.20105820105820105,1,0.21052631578947367,0,0.23157894736842105,1,0.21052631578947367
ER,20,0.5,4,0.21739130434782608,6,0.26285714285714284,0,0.23157894736842105,2,0.21164021164021163,1,0.22105263157894736,2,0.20105820105820105
ER,50,0.1,2,0.09477124183006536,2,0.08496732026143791,1,0.08979591836734693,0,0.08653061224489796,1,0.08816326530612245,20,0.08695652173913043
ER,50,0.2,1,0.16816326530612244,1,0.18285714285714286,1,0.17142857142857143,1,0.18448979591836734,5,0.17448559670781894,0,0.1730612244897959
ER,50,0.3,1,0.25142857142857145,0,0.2563265306122449,0,0.2612244897959184,0,0.25795918367346937,0,0.26285714285714284,1,0.2612244897959184
ER,50,0.4,1,0.29551020408163264,3,0.29623567921440264,2,0.3022875816993464,1,0.3004081632653061,1,0.29714285714285715,2,0.31209150326797386
ER,50,0.5,1,0.3069387755102041,0,0.31183673469387757,3,0.3142389525368249,2,0.31209150326797386,7,0.3122923588039867,0,0.31510204081632653
ER,100,0.1,1,0.11636363636363636,0,0.11434343434343434,4,0.11488673139158576,0,0.11515151515151516,1,0.12,1,0.11636363636363636
ER,100,0.2,1,0.22303030303030302,1,0.22424242424242424,0,0.2222222222222222,3,0.22437841115827775,0,0.22666666666666666,2,0.22347949080622348
ER,100,0.3,1,0.29818181818181816,3,0.29553264604810997,1,0.30383838383838385,0,0.3002020202020202,1,0.2997979797979798,4,0.29854368932038833
ER,100,0.4,0,0.34949494949494947,2,0.3418872499494847,0,0.3498989898989899,0,0.3503030303030303,0,0.3466666666666667,0,0.3523232323232323
ER,100,0.5,0,0.3612121212121212,0,0.3575757575757576,0,0.36808080808080806,0,0.36646464646464644,3,0.3650697392359005,3,0.36223974125732766
ER,20,0.1,0,0.042105263157894736,0,0.042105263157894736,0,0.05263157894736842,1,0.031578947368421054,1,0.031578947368421054,12,0.03225806451612903
ER,20,0.2,3,0.12834224598930483,1,0.12631578947368421,2,0.12698412698412698,2,0.14814814814814814,3,0.10695187165775401,6,0.12571428571428572
ER,20,0.3,4,0.14130434782608695,6,0.14857142857142858,2,0.15873015873015872,0,0.2,1,0.18947368421052632,1,0.16842105263157894
ER,20,0.4,5,0.18888888888888888,0,0.23157894736842105,0,0.21052631578947367,0,0.21052631578947367,8,0.19753086419753085,2,0.2222222222222222
ER,20,0.5,7,0.2603550295857988,0,0.24210526315789474,1,0.23157894736842105,1,0.24210526315789474,4,0.22826086956521738,1,0.23157894736842105
ER,50,0.1,0,0.08326530612244898,1,0.07183673469387755,0,0.08816326530612245,1,0.0783673469387755,1,0.08326530612244898,0,0.0783673469387755
ER,50,0.2,2,0.18137254901960784,1,0.1893877551020408,0,0.18448979591836734,0,0.18448979591836734,2,0.19281045751633988,0,0.1910204081632653
ER,50,0.3,3,0.265139116202946,0,0.26612244897959186,2,0.27124183006535946,0,0.2742857142857143,3,0.26677577741407527,0,0.2693877551020408
ER,50,0.4,0,0.29714285714285715,0,0.29551020408163264,2,0.29411764705882354,0,0.31020408163265306,0,0.3036734693877551,1,0.2938775510204082
ER,50,0.5,0,0.3183673469387755,3,0.3044189852700491,2,0.3088235294117647,0,0.31183673469387757,2,0.29901960784313725,0,0.313469387755102
ER,100,0.1,3,0.11481706084495653,2,0.11800363709840372,4,0.11610032362459546,0,0.1204040404040404,1,0.11757575757575757,0,0.11313131313131314
ER,100,0.2,1,0.22181818181818183,0,0.2206060606060606,0,0.2222222222222222,1,0.22141414141414142,2,0.22388361285108102,1,0.2197979797979798
ER,100,0.3,3,0.3003840711542349,1,0.2965656565656566,1,0.29535353535353537,3,0.29431978977157874,1,0.301010101010101,0,0.296969696969697
ER,100,0.4,1,0.3422222222222222,2,0.3386542735906244,1,0.34424242424242424,0,0.3474747474747475,0,0.34626262626262627,1,0.3414141414141414
ER,100,0.5,4,0.36326860841423947,2,0.36088098605778945,1,0.362020202020202,3,0.36102688498079644,3,0.36587831008692134,2,0.3592644978783593
ER,20,0.1,7,0.011834319526627219,8,0.012345679012345678,1,0.031578947368421054,6,0.03428571428571429,1,0.042105263157894736,13,0.0
ER,20,0.2,1,0.10526315789473684,1,0.1368421052631579,6,0.16,3,0.11764705882352941,8,0.09876543209876543,6,0.10285714285714286
ER,20,0.3,0,0.17894736842105263,3,0.18181818181818182,0,0.18947368421052632,0,0.17894736842105263,2,0.14814814814814814,0,0.17894736842105263
ER,20,0.4,4,0.20652173913043478,4,0.2391304347826087,8,0.20987654320987653,0,0.23157894736842105,7,0.20118343195266272,1,0.21052631578947367
ER,20,0.5,0,0.24210526315789474,0,0.22105263157894736,2,0.2328042328042328,4,0.2391304347826087,8,0.19753086419753085,10,0.19310344827586207
ER,50,0.1,0,0.10122448979591837,4,0.09351927809680066,0,0.10448979591836735,0,0.0963265306122449,0,0.0963265306122449,1,0.0946938775510204
ER,50,0.2,1,0.20408163265306123,0,0.19918367346938776,0,0.2073469387755102,0,0.2089795918367347,1,0.21224489795918366,0,0.20408163265306123
ER,50,0.3,1,0.23346938775510204,2,0.25326797385620914,0,0.25142857142857145,0,0.24816326530612245,1,0.2383673469387755,0,0.24489795918367346
ER,50,0.4,2,0.28431372549019607,0,0.28244897959183674,2,0.28104575163398693,3,0.2978723404255319,3,0.2864157119476268,0,0.29061224489795917
ER,50,0.5,2,0.3137254901960784,1,0.31183673469387757,0,0.31510204081632653,0,0.3036734693877551,0,0.3020408163265306,2,0.3055555555555556
ER,100,0.1,0,0.11191919191919192,0,0.11434343434343434,1,0.11515151515151516,0,0.11434343434343434,0,0.11595959595959596,1,0.11353535353535353
ER,100,0.2,1,0.2294949494949495,1,0.2319191919191919,3,0.23084697796644432,1,0.22787878787878788,1,0.22626262626262628,0,0.22505050505050506
ER,100,0.3,4,0.29975728155339804,0,0.29777777777777775,2,0.2994544352394423,1,0.30383838383838385,3,0.29997978572872447,2,0.2978379470600121
ER,100,0.4,3,0.35294117647058826,1,0.34585858585858587,3,0.3440468971093592,1,0.3418181818181818,5,0.34615384615384615,0,0.3466666666666667
ER,100,0.5,1,0.35878787878787877,2,0.36370984037179227,1,0.36323232323232324,2,0.36411396241664984,6,0.35947315096251264,3,0.36749545178896303
ER,20,0.1,13,0.0,7,0.023668639053254437,2,0.031746031746031744,1,0.031578947368421054,13,0.0,0,0.031578947368421054
ER,20,0.2,6,0.13714285714285715,2,0.13756613756613756,0,0.15789473684210525,1,0.14736842105263157,7,0.20118343195266272,10,0.16551724137931034
ER,20,0.3,1,0.18947368421052632,2,0.17989417989417988,0,0.2,1,0.17894736842105263,1,0.17894736842105263,1,0.18947368421052632
ER,20,0.4,1,0.21052631578947367,1,0.22105263157894736,2,0.2222222222222222,0,0.22105263157894736,2,0.2328042328042328,0,0.21052631578947367
ER,20,0.5,0,0.22105263157894736,4,0.25,0,0.22105263157894736,0,0.24210526315789474,2,0.2222222222222222,0,0.23157894736842105
ER,50,0.1,1,0.0653061224489796,0,0.0636734693877551,1,0.0636734693877551,0,0.062040816326530614,0,0.0636734693877551,0,0.0636734693877551
ER,50,0.2,2,0.1895424836601307,1,0.1910204081632653,0,0.1910204081632653,1,0.18285714285714286,1,0.17959183673469387,4,0.18539786710418377
ER,50,0.3,1,0.2693877551020408,0,0.2595918367346939,0,0.26612244897959186,0,0.26285714285714284,1,0.2808163265306122,3,0.25859247135842883
ER,50,0.4,1,0.2987755102040816,2,0.315359477124183,3,0.3076923076923077,0,0.29061224489795917,2,0.315359477124183,1,0.3020408163265306
ER,50,0.5,2,0.3088235294117647,1,0.31510204081632653,2,0.3104575163398693,2,0.3088235294117647,0,0.31673469387755104,0,0.3183673469387755
ER,100,0.1,1,0.1191919191919192,1,0.11878787878787879,1,0.11838383838383838,0,0.11717171717171718,0,0.11878787878787879,3,0.11885991510006064
ER,100,0.2,0,0.22626262626262628,0,0.22383838383838384,0,0.2206060606060606,1,0.22747474747474747,0,0.22666666666666666,4,0.22572815533980584
ER,100,0.3,3,0.2967455023246412,2,0.29379672661143663,2,0.3059203879571631,3,0.3015969274307661,1,0.2993939393939394,0,0.3022222222222222
ER,100,0.4,0,0.34383838383838383,0,0.33414141414141413,1,0.338989898989899,3,0.3400040428542551,2,0.3414831279046272,1,0.3373737373737374
ER,100,0.5,1,0.3604040404040404,1,0.3575757575757576,2,0.3592644978783593,0,0.36282828282828283,1,0.36484848484848487,1,0.36323232323232324
ER,20,0.1,0,0.06315789473684211,5,0.044444444444444446,0,0.06315789473684211,0,0.05263157894736842,2,0.05291005291005291,4,0.05434782608695652
ER,20,0.2,9,0.12987012987012986,0,0.14736842105263157,0,0.1368421052631579,4,0.14130434782608695,1,0.16842105263157894,9,0.12987012987012986
ER,20,0.3,0,0.18947368421052632,3,0.1711229946524064,1,0.2,2,0.17989417989417988,1,0.16842105263157894,2,0.17989417989417988
ER,20,0.4,2,0.1693121693121693,5,0.2222222222222222,1,0.22105263157894736,8,0.18518518518518517,2,0.14814814814814814,1,0.24210526315789474
ER,20,0.5,0,0.25263157894736843,0,0.24210526315789474,8,0.1728395061728395,0,0.24210526315789474,2,0.2328042328042328,2,0.20105820105820105
ER,50,0.1,7,0.07807308970099668,3,0.08183306055646482,0,0.08979591836734693,0,0.08489795918367347,2,0.08006535947712418,0,0.08
ER,50,0.2,2,0.17973856209150327,0,0.1763265306122449,1,0.17795918367346938,1,0.18285714285714286,1,0.18612244897959185,0,0.1763265306122449
ER,50,0.3,2,0.24673202614379086,0,0.24653061224489795,1,0.24816326530612245,2,0.24836601307189543,0,0.2530612244897959,3,0.24713584288052373
ER,50,0.4,2,0.29248366013071897,0,0.2987755102040816,2,0.2973856209150327,4,0.2904019688269073,2,0.29248366013071897,1,0.29714285714285715
ER,50,0.5,1,0.3216326530612245,0,0.2987755102040816,1,0.31020408163265306,0,0.30857142857142855,0,0.30857142857142855,0,0.3069387755102041
ER,100,0.1,1,0.11636363636363636,0,0.11434343434343434,0,0.11757575757575757,1,0.11717171717171718,0,0.11393939393939394,1,0.11757575757575757
ER,100,0.2,2,0.21741766013336028,0,0.21616161616161617,0,0.21616161616161617,3,0.21710127349909036,1,0.21737373737373739,1,0.21494949494949495
